d_idle,p_idle,idle,total_d,total_p,total,ep
33.0,1062.0,1095.0,1988.0,1717.0,3705.0,80
25.0,1216.0,1241.0,1980.0,1871.0,3851.0,81
35.0,719.0,754.0,1990.0,1374.0,3364.0,82
24.0,1072.0,1096.0,1979.0,1727.0,3706.0,83
10.0,1332.0,1342.0,1965.0,1987.0,3952.0,84
6.0,1050.0,1056.0,1961.0,1705.0,3666.0,85
22.0,1172.0,1194.0,1977.0,1827.0,3804.0,86
25.0,1039.0,1064.0,1980.0,1694.0,3674.0,87
11.0,1166.0,1177.0,1966.0,1821.0,3787.0,88
24.0,831.0,855.0,1979.0,1486.0,3465.0,89
32.0,993.0,1025.0,1987.0,1648.0,3635.0,90
11.0,758.0,769.0,1966.0,1413.0,3379.0,91
26.0,977.0,1003.0,1981.0,1632.0,3613.0,92
9.0,1190.0,1199.0,1964.0,1845.0,3809.0,93
17.0,973.0,990.0,1972.0,1628.0,3600.0,94
24.0,861.0,885.0,1979.0,1516.0,3495.0,95
25.0,752.0,777.0,1980.0,1407.0,3387.0,96
34.0,757.0,791.0,1989.0,1412.0,3401.0,97
25.0,1160.0,1185.0,1980.0,1815.0,3795.0,98
22.0,905.0,927.0,1977.0,1560.0,3537.0,99
46.0,990.0,1036.0,2001.0,1645.0,3646.0,100
7.0,1275.0,1282.0,1962.0,1930.0,3892.0,101
55.0,1092.0,1147.0,2010.0,1747.0,3757.0,102
26.0,949.0,975.0,1981.0,1604.0,3585.0,103
61.0,658.0,719.0,2016.0,1313.0,3329.0,104
21.0,1207.0,1228.0,1976.0,1862.0,3838.0,105
27.0,1212.0,1239.0,1982.0,1867.0,3849.0,106
18.0,1017.0,1035.0,1973.0,1672.0,3645.0,107
19.0,1222.0,1241.0,1974.0,1877.0,3851.0,108
6.0,826.0,832.0,1961.0,1481.0,3442.0,109
25.0,1014.0,1039.0,1980.0,1669.0,3649.0,110
41.0,1355.0,1396.0,1996.0,2010.0,4006.0,111
61.0,1356.0,1417.0,2016.0,2011.0,4027.0,112
20.0,946.0,966.0,1975.0,1601.0,3576.0,113
20.0,851.0,871.0,1975.0,1506.0,3481.0,114
41.0,973.0,1014.0,1996.0,1628.0,3624.0,115
23.0,833.0,856.0,1978.0,1488.0,3466.0,116
22.0,1347.0,1369.0,1977.0,2002.0,3979.0,117
54.0,728.0,782.0,2009.0,1383.0,3392.0,118
32.0,1073.0,1105.0,1987.0,1728.0,3715.0,119
21.0,771.0,792.0,1976.0,1426.0,3402.0,120
17.0,1018.0,1035.0,1972.0,1673.0,3645.0,121
40.0,852.0,892.0,1995.0,1507.0,3502.0,122
2.0,978.0,980.0,1957.0,1633.0,3590.0,123
41.0,870.0,911.0,1996.0,1525.0,3521.0,124
38.0,1125.0,1163.0,1993.0,1780.0,3773.0,125
33.0,1036.0,1069.0,1988.0,1691.0,3679.0,126
7.0,971.0,978.0,1962.0,1626.0,3588.0,127
48.0,1152.0,1200.0,2003.0,1807.0,3810.0,128
11.0,1426.0,1437.0,1966.0,2081.0,4047.0,129
19.0,1020.0,1039.0,1974.0,1675.0,3649.0,130
33.0,960.0,993.0,1988.0,1615.0,3603.0,131
18.0,1214.0,1232.0,1973.0,1869.0,3842.0,132
22.0,985.0,1007.0,1977.0,1640.0,3617.0,133
25.0,870.0,895.0,1980.0,1525.0,3505.0,134
21.0,975.0,996.0,1976.0,1630.0,3606.0,135
34.0,1341.0,1375.0,1989.0,1996.0,3985.0,136
47.0,1361.0,1408.0,2002.0,2016.0,4018.0,137
16.0,1258.0,1274.0,1971.0,1913.0,3884.0,138
62.0,816.0,878.0,2017.0,1471.0,3488.0,139
19.0,1083.0,1102.0,1974.0,1738.0,3712.0,140
56.0,900.0,956.0,2011.0,1555.0,3566.0,141
34.0,833.0,867.0,1989.0,1488.0,3477.0,142
32.0,1095.0,1127.0,1987.0,1750.0,3737.0,143
17.0,747.0,764.0,1972.0,1402.0,3374.0,144
25.0,1098.0,1123.0,1980.0,1753.0,3733.0,145
70.0,744.0,814.0,2025.0,1399.0,3424.0,146
88.0,1070.0,1158.0,2043.0,1725.0,3768.0,147
5.0,1104.0,1109.0,1960.0,1759.0,3719.0,148
53.0,1021.0,1074.0,2008.0,1676.0,3684.0,149
25.0,894.0,919.0,1980.0,1549.0,3529.0,150
30.0,1055.0,1085.0,1985.0,1710.0,3695.0,151
27.0,1200.0,1227.0,1982.0,1855.0,3837.0,152
68.0,818.0,886.0,2023.0,1473.0,3496.0,153
55.0,1108.0,1163.0,2010.0,1763.0,3773.0,154
36.0,1025.0,1061.0,1991.0,1680.0,3671.0,155
35.0,1001.0,1036.0,1990.0,1656.0,3646.0,156
45.0,714.0,759.0,2000.0,1369.0,3369.0,157
53.0,1232.0,1285.0,2008.0,1887.0,3895.0,158
34.0,1167.0,1201.0,1989.0,1822.0,3811.0,159
20.0,1199.0,1219.0,1975.0,1854.0,3829.0,160
22.0,1076.0,1098.0,1977.0,1731.0,3708.0,161
45.0,935.0,980.0,2000.0,1590.0,3590.0,162
49.0,831.0,880.0,2004.0,1486.0,3490.0,163
30.0,850.0,880.0,1985.0,1505.0,3490.0,164
13.0,694.0,707.0,1968.0,1349.0,3317.0,165
68.0,991.0,1059.0,2023.0,1646.0,3669.0,166
13.0,974.0,987.0,1968.0,1629.0,3597.0,167
32.0,976.0,1008.0,1987.0,1631.0,3618.0,168
16.0,1237.0,1253.0,1971.0,1892.0,3863.0,169
13.0,742.0,755.0,1968.0,1397.0,3365.0,170
7.0,1152.0,1159.0,1962.0,1807.0,3769.0,171
27.0,1037.0,1064.0,1982.0,1692.0,3674.0,172
58.0,1096.0,1154.0,2013.0,1751.0,3764.0,173
29.0,1083.0,1112.0,1984.0,1738.0,3722.0,174
23.0,853.0,876.0,1978.0,1508.0,3486.0,175
39.0,866.0,905.0,1994.0,1521.0,3515.0,176
44.0,1050.0,1094.0,1999.0,1705.0,3704.0,177
13.0,1126.0,1139.0,1968.0,1781.0,3749.0,178
21.0,894.0,915.0,1976.0,1549.0,3525.0,179
79.0,878.0,957.0,2034.0,1533.0,3567.0,180
38.0,1167.0,1205.0,1993.0,1822.0,3815.0,181
38.0,905.0,943.0,1993.0,1560.0,3553.0,182
37.0,1205.0,1242.0,1992.0,1860.0,3852.0,183
60.0,964.0,1024.0,2015.0,1619.0,3634.0,184
69.0,1086.0,1155.0,2024.0,1741.0,3765.0,185
0.0,1078.0,1078.0,1955.0,1733.0,3688.0,186
15.0,1007.0,1022.0,1970.0,1662.0,3632.0,187
20.0,1102.0,1122.0,1975.0,1757.0,3732.0,188
43.0,935.0,978.0,1998.0,1590.0,3588.0,189
24.0,1100.0,1124.0,1979.0,1755.0,3734.0,190
10.0,1233.0,1243.0,1965.0,1888.0,3853.0,191
17.0,1020.0,1037.0,1972.0,1675.0,3647.0,192
22.0,1134.0,1156.0,1977.0,1789.0,3766.0,193
9.0,955.0,964.0,1964.0,1610.0,3574.0,194
7.0,1095.0,1102.0,1962.0,1750.0,3712.0,195
17.0,1029.0,1046.0,1972.0,1684.0,3656.0,196
43.0,1053.0,1096.0,1998.0,1708.0,3706.0,197
25.0,1146.0,1171.0,1980.0,1801.0,3781.0,198
86.0,933.0,1019.0,2041.0,1588.0,3629.0,199
43.0,957.0,1000.0,1998.0,1612.0,3610.0,200
40.0,766.0,806.0,1995.0,1421.0,3416.0,201
23.0,1135.0,1158.0,1978.0,1790.0,3768.0,202
14.0,1118.0,1132.0,1969.0,1773.0,3742.0,203
37.0,1225.0,1262.0,1992.0,1880.0,3872.0,204
49.0,1037.0,1086.0,2004.0,1692.0,3696.0,205
9.0,1020.0,1029.0,1964.0,1675.0,3639.0,206
47.0,1282.0,1329.0,2002.0,1937.0,3939.0,207
18.0,1230.0,1248.0,1973.0,1885.0,3858.0,208
13.0,1169.0,1182.0,1968.0,1824.0,3792.0,209
41.0,990.0,1031.0,1996.0,1645.0,3641.0,210
31.0,1281.0,1312.0,1986.0,1936.0,3922.0,211
59.0,1019.0,1078.0,2014.0,1674.0,3688.0,212
4.0,1018.0,1022.0,1959.0,1673.0,3632.0,213
5.0,1267.0,1272.0,1960.0,1922.0,3882.0,214
9.0,984.0,993.0,1964.0,1639.0,3603.0,215
30.0,998.0,1028.0,1985.0,1653.0,3638.0,216
62.0,985.0,1047.0,2017.0,1640.0,3657.0,217
24.0,940.0,964.0,1979.0,1595.0,3574.0,218
9.0,794.0,803.0,1964.0,1449.0,3413.0,219
26.0,876.0,902.0,1981.0,1531.0,3512.0,220
24.0,1103.0,1127.0,1979.0,1758.0,3737.0,221
48.0,1117.0,1165.0,2003.0,1772.0,3775.0,222
44.0,1138.0,1182.0,1999.0,1793.0,3792.0,223
43.0,883.0,926.0,1998.0,1538.0,3536.0,224
61.0,995.0,1056.0,2016.0,1650.0,3666.0,225
31.0,1036.0,1067.0,1986.0,1691.0,3677.0,226
25.0,684.0,709.0,1980.0,1339.0,3319.0,227
14.0,1346.0,1360.0,1969.0,2001.0,3970.0,228
17.0,905.0,922.0,1972.0,1560.0,3532.0,229
51.0,1098.0,1149.0,2006.0,1753.0,3759.0,230
46.0,1034.0,1080.0,2001.0,1689.0,3690.0,231
4.0,1155.0,1159.0,1959.0,1810.0,3769.0,232
12.0,1138.0,1150.0,1967.0,1793.0,3760.0,233
35.0,1238.0,1273.0,1990.0,1893.0,3883.0,234
32.0,882.0,914.0,1987.0,1537.0,3524.0,235
11.0,1373.0,1384.0,1966.0,2028.0,3994.0,236
66.0,885.0,951.0,2021.0,1540.0,3561.0,237
36.0,1177.0,1213.0,1991.0,1832.0,3823.0,238
19.0,1151.0,1170.0,1974.0,1806.0,3780.0,239
33.0,1058.0,1091.0,1988.0,1713.0,3701.0,240
74.0,932.0,1006.0,2029.0,1587.0,3616.0,241
45.0,638.0,683.0,2000.0,1293.0,3293.0,242
15.0,968.0,983.0,1970.0,1623.0,3593.0,243
67.0,1194.0,1261.0,2022.0,1849.0,3871.0,244
19.0,973.0,992.0,1974.0,1628.0,3602.0,245
34.0,1037.0,1071.0,1989.0,1692.0,3681.0,246
42.0,955.0,997.0,1997.0,1610.0,3607.0,247
8.0,1192.0,1200.0,1963.0,1847.0,3810.0,248
25.0,861.0,886.0,1980.0,1516.0,3496.0,249
11.0,1125.0,1136.0,1966.0,1780.0,3746.0,250
49.0,922.0,971.0,2004.0,1577.0,3581.0,251
89.0,680.0,769.0,2044.0,1335.0,3379.0,252
14.0,1175.0,1189.0,1969.0,1830.0,3799.0,253
38.0,859.0,897.0,1993.0,1514.0,3507.0,254
20.0,765.0,785.0,1975.0,1420.0,3395.0,255
49.0,1024.0,1073.0,2004.0,1679.0,3683.0,256
44.0,1002.0,1046.0,1999.0,1657.0,3656.0,257
23.0,896.0,919.0,1978.0,1551.0,3529.0,258
17.0,1231.0,1248.0,1972.0,1886.0,3858.0,259
45.0,641.0,686.0,2000.0,1296.0,3296.0,260
40.0,987.0,1027.0,1995.0,1642.0,3637.0,261
42.0,821.0,863.0,1997.0,1476.0,3473.0,262
72.0,1036.0,1108.0,2027.0,1691.0,3718.0,263
8.0,872.0,880.0,1963.0,1527.0,3490.0,264
14.0,1073.0,1087.0,1969.0,1728.0,3697.0,265
27.0,951.0,978.0,1982.0,1606.0,3588.0,266
22.0,1135.0,1157.0,1977.0,1790.0,3767.0,267
38.0,774.0,812.0,1993.0,1429.0,3422.0,268
47.0,805.0,852.0,2002.0,1460.0,3462.0,269
24.0,985.0,1009.0,1979.0,1640.0,3619.0,270
48.0,1007.0,1055.0,2003.0,1662.0,3665.0,271
13.0,1172.0,1185.0,1968.0,1827.0,3795.0,272
26.0,970.0,996.0,1981.0,1625.0,3606.0,273
48.0,925.0,973.0,2003.0,1580.0,3583.0,274
37.0,714.0,751.0,1992.0,1369.0,3361.0,275
35.0,970.0,1005.0,1990.0,1625.0,3615.0,276
46.0,938.0,984.0,2001.0,1593.0,3594.0,277
49.0,910.0,959.0,2004.0,1565.0,3569.0,278
20.0,980.0,1000.0,1975.0,1635.0,3610.0,279
35.0,907.0,942.0,1990.0,1562.0,3552.0,280
35.0,1173.0,1208.0,1990.0,1828.0,3818.0,281
6.0,1000.0,1006.0,1961.0,1655.0,3616.0,282
48.0,1176.0,1224.0,2003.0,1831.0,3834.0,283
38.0,1070.0,1108.0,1993.0,1725.0,3718.0,284
34.0,1000.0,1034.0,1989.0,1655.0,3644.0,285
30.0,943.0,973.0,1985.0,1598.0,3583.0,286
19.0,1077.0,1096.0,1974.0,1732.0,3706.0,287
23.0,901.0,924.0,1978.0,1556.0,3534.0,288
26.0,1046.0,1072.0,1981.0,1701.0,3682.0,289
27.0,1396.0,1423.0,1982.0,2051.0,4033.0,290
19.0,1111.0,1130.0,1974.0,1766.0,3740.0,291
28.0,891.0,919.0,1983.0,1546.0,3529.0,292
36.0,1287.0,1323.0,1991.0,1942.0,3933.0,293
7.0,1125.0,1132.0,1962.0,1780.0,3742.0,294
30.0,838.0,868.0,1985.0,1493.0,3478.0,295
25.0,1020.0,1045.0,1980.0,1675.0,3655.0,296
18.0,1312.0,1330.0,1973.0,1967.0,3940.0,297
31.0,978.0,1009.0,1986.0,1633.0,3619.0,298
14.0,1086.0,1100.0,1969.0,1741.0,3710.0,299
12.0,1283.0,1295.0,1967.0,1938.0,3905.0,300
26.0,1058.0,1084.0,1981.0,1713.0,3694.0,301
33.0,999.0,1032.0,1988.0,1654.0,3642.0,302
34.0,992.0,1026.0,1989.0,1647.0,3636.0,303
45.0,872.0,917.0,2000.0,1527.0,3527.0,304
14.0,1215.0,1229.0,1969.0,1870.0,3839.0,305
33.0,1174.0,1207.0,1988.0,1829.0,3817.0,306
33.0,823.0,856.0,1988.0,1478.0,3466.0,307
33.0,934.0,967.0,1988.0,1589.0,3577.0,308
48.0,1019.0,1067.0,2003.0,1674.0,3677.0,309
6.0,932.0,938.0,1961.0,1587.0,3548.0,310
11.0,1023.0,1034.0,1966.0,1678.0,3644.0,311
47.0,1229.0,1276.0,2002.0,1884.0,3886.0,312
43.0,791.0,834.0,1998.0,1446.0,3444.0,313
7.0,1036.0,1043.0,1962.0,1691.0,3653.0,314
15.0,1039.0,1054.0,1970.0,1694.0,3664.0,315
12.0,1021.0,1033.0,1967.0,1676.0,3643.0,316
39.0,1177.0,1216.0,1994.0,1832.0,3826.0,317
3.0,1227.0,1230.0,1958.0,1882.0,3840.0,318
23.0,920.0,943.0,1978.0,1575.0,3553.0,319
26.0,1196.0,1222.0,1981.0,1851.0,3832.0,320
16.0,1131.0,1147.0,1971.0,1786.0,3757.0,321
15.0,961.0,976.0,1970.0,1616.0,3586.0,322
29.0,1014.0,1043.0,1984.0,1669.0,3653.0,323
53.0,770.0,823.0,2008.0,1425.0,3433.0,324
43.0,1051.0,1094.0,1998.0,1706.0,3704.0,325
27.0,986.0,1013.0,1982.0,1641.0,3623.0,326
27.0,1131.0,1158.0,1982.0,1786.0,3768.0,327
14.0,1117.0,1131.0,1969.0,1772.0,3741.0,328
32.0,1074.0,1106.0,1987.0,1729.0,3716.0,329
41.0,843.0,884.0,1996.0,1498.0,3494.0,330
6.0,1317.0,1323.0,1961.0,1972.0,3933.0,331
46.0,1170.0,1216.0,2001.0,1825.0,3826.0,332
18.0,1343.0,1361.0,1973.0,1998.0,3971.0,333
23.0,870.0,893.0,1978.0,1525.0,3503.0,334
42.0,1062.0,1104.0,1997.0,1717.0,3714.0,335
48.0,844.0,892.0,2003.0,1499.0,3502.0,336
34.0,957.0,991.0,1989.0,1612.0,3601.0,337
4.0,1138.0,1142.0,1959.0,1793.0,3752.0,338
26.0,1285.0,1311.0,1981.0,1940.0,3921.0,339
10.0,985.0,995.0,1965.0,1640.0,3605.0,340
49.0,780.0,829.0,2004.0,1435.0,3439.0,341
19.0,672.0,691.0,1974.0,1327.0,3301.0,342
24.0,958.0,982.0,1979.0,1613.0,3592.0,343
29.0,939.0,968.0,1984.0,1594.0,3578.0,344
49.0,774.0,823.0,2004.0,1429.0,3433.0,345
9.0,1075.0,1084.0,1964.0,1730.0,3694.0,346
28.0,872.0,900.0,1983.0,1527.0,3510.0,347
21.0,1060.0,1081.0,1976.0,1715.0,3691.0,348
15.0,1125.0,1140.0,1970.0,1780.0,3750.0,349
41.0,1154.0,1195.0,1996.0,1809.0,3805.0,350
28.0,827.0,855.0,1983.0,1482.0,3465.0,351
24.0,1070.0,1094.0,1979.0,1725.0,3704.0,352
41.0,944.0,985.0,1996.0,1599.0,3595.0,353
27.0,1174.0,1201.0,1982.0,1829.0,3811.0,354
53.0,948.0,1001.0,2008.0,1603.0,3611.0,355
22.0,1206.0,1228.0,1977.0,1861.0,3838.0,356
35.0,934.0,969.0,1990.0,1589.0,3579.0,357
40.0,973.0,1013.0,1995.0,1628.0,3623.0,358
22.0,1014.0,1036.0,1977.0,1669.0,3646.0,359
33.0,1114.0,1147.0,1988.0,1769.0,3757.0,360
26.0,839.0,865.0,1981.0,1494.0,3475.0,361
20.0,1257.0,1277.0,1975.0,1912.0,3887.0,362
94.0,727.0,821.0,2049.0,1382.0,3431.0,363
30.0,1150.0,1180.0,1985.0,1805.0,3790.0,364
31.0,864.0,895.0,1986.0,1519.0,3505.0,365
38.0,1122.0,1160.0,1993.0,1777.0,3770.0,366
55.0,816.0,871.0,2010.0,1471.0,3481.0,367
40.0,1255.0,1295.0,1995.0,1910.0,3905.0,368
35.0,999.0,1034.0,1990.0,1654.0,3644.0,369
33.0,781.0,814.0,1988.0,1436.0,3424.0,370
26.0,901.0,927.0,1981.0,1556.0,3537.0,371
42.0,748.0,790.0,1997.0,1403.0,3400.0,372
10.0,1133.0,1143.0,1965.0,1788.0,3753.0,373
63.0,953.0,1016.0,2018.0,1608.0,3626.0,374
13.0,1065.0,1078.0,1968.0,1720.0,3688.0,375
33.0,1054.0,1087.0,1988.0,1709.0,3697.0,376
28.0,888.0,916.0,1983.0,1543.0,3526.0,377
38.0,922.0,960.0,1993.0,1577.0,3570.0,378
26.0,991.0,1017.0,1981.0,1646.0,3627.0,379
23.0,1032.0,1055.0,1978.0,1687.0,3665.0,380
19.0,1209.0,1228.0,1974.0,1864.0,3838.0,381
29.0,828.0,857.0,1984.0,1483.0,3467.0,382
30.0,1332.0,1362.0,1985.0,1987.0,3972.0,383
9.0,1252.0,1261.0,1964.0,1907.0,3871.0,384
39.0,968.0,1007.0,1994.0,1623.0,3617.0,385
24.0,880.0,904.0,1979.0,1535.0,3514.0,386
3.0,1292.0,1295.0,1958.0,1947.0,3905.0,387
6.0,1126.0,1132.0,1961.0,1781.0,3742.0,388
27.0,877.0,904.0,1982.0,1532.0,3514.0,389
24.0,842.0,866.0,1979.0,1497.0,3476.0,390
14.0,1134.0,1148.0,1969.0,1789.0,3758.0,391
22.0,1028.0,1050.0,1977.0,1683.0,3660.0,392
28.0,835.0,863.0,1983.0,1490.0,3473.0,393
49.0,1038.0,1087.0,2004.0,1693.0,3697.0,394
39.0,1130.0,1169.0,1994.0,1785.0,3779.0,395
23.0,940.0,963.0,1978.0,1595.0,3573.0,396
25.0,844.0,869.0,1980.0,1499.0,3479.0,397
16.0,979.0,995.0,1971.0,1634.0,3605.0,398
38.0,924.0,962.0,1993.0,1579.0,3572.0,399
18.0,1160.0,1178.0,1973.0,1815.0,3788.0,400
11.0,1091.0,1102.0,1966.0,1746.0,3712.0,401
34.0,1202.0,1236.0,1989.0,1857.0,3846.0,402
69.0,948.0,1017.0,2024.0,1603.0,3627.0,403
34.0,1170.0,1204.0,1989.0,1825.0,3814.0,404
21.0,1129.0,1150.0,1976.0,1784.0,3760.0,405
29.0,1015.0,1044.0,1984.0,1670.0,3654.0,406
21.0,1070.0,1091.0,1976.0,1725.0,3701.0,407
43.0,1040.0,1083.0,1998.0,1695.0,3693.0,408
35.0,986.0,1021.0,1990.0,1641.0,3631.0,409
20.0,903.0,923.0,1975.0,1558.0,3533.0,410
8.0,1159.0,1167.0,1963.0,1814.0,3777.0,411
21.0,705.0,726.0,1976.0,1360.0,3336.0,412
22.0,933.0,955.0,1977.0,1588.0,3565.0,413
26.0,1360.0,1386.0,1981.0,2015.0,3996.0,414
17.0,1000.0,1017.0,1972.0,1655.0,3627.0,415
19.0,968.0,987.0,1974.0,1623.0,3597.0,416
18.0,1062.0,1080.0,1973.0,1717.0,3690.0,417
8.0,1146.0,1154.0,1963.0,1801.0,3764.0,418
38.0,1062.0,1100.0,1993.0,1717.0,3710.0,419
8.0,1315.0,1323.0,1963.0,1970.0,3933.0,420
26.0,1023.0,1049.0,1981.0,1678.0,3659.0,421
21.0,1205.0,1226.0,1976.0,1860.0,3836.0,422
47.0,812.0,859.0,2002.0,1467.0,3469.0,423
7.0,1038.0,1045.0,1962.0,1693.0,3655.0,424
13.0,1154.0,1167.0,1968.0,1809.0,3777.0,425
35.0,1055.0,1090.0,1990.0,1710.0,3700.0,426
15.0,950.0,965.0,1970.0,1605.0,3575.0,427
30.0,921.0,951.0,1985.0,1576.0,3561.0,428
70.0,1049.0,1119.0,2025.0,1704.0,3729.0,429
36.0,1093.0,1129.0,1991.0,1748.0,3739.0,430
21.0,922.0,943.0,1976.0,1577.0,3553.0,431
20.0,1180.0,1200.0,1975.0,1835.0,3810.0,432
12.0,1049.0,1061.0,1967.0,1704.0,3671.0,433
22.0,1228.0,1250.0,1977.0,1883.0,3860.0,434
32.0,941.0,973.0,1987.0,1596.0,3583.0,435
34.0,1149.0,1183.0,1989.0,1804.0,3793.0,436
14.0,1128.0,1142.0,1969.0,1783.0,3752.0,437
33.0,1126.0,1159.0,1988.0,1781.0,3769.0,438
48.0,798.0,846.0,2003.0,1453.0,3456.0,439
32.0,660.0,692.0,1987.0,1315.0,3302.0,440
57.0,995.0,1052.0,2012.0,1650.0,3662.0,441
23.0,1454.0,1477.0,1978.0,2109.0,4087.0,442
21.0,1042.0,1063.0,1976.0,1697.0,3673.0,443
12.0,1033.0,1045.0,1967.0,1688.0,3655.0,444
22.0,817.0,839.0,1977.0,1472.0,3449.0,445
29.0,1047.0,1076.0,1984.0,1702.0,3686.0,446
34.0,1057.0,1091.0,1989.0,1712.0,3701.0,447
29.0,1021.0,1050.0,1984.0,1676.0,3660.0,448
24.0,1017.0,1041.0,1979.0,1672.0,3651.0,449
6.0,1135.0,1141.0,1961.0,1790.0,3751.0,450
19.0,950.0,969.0,1974.0,1605.0,3579.0,451
25.0,886.0,911.0,1980.0,1541.0,3521.0,452
40.0,1256.0,1296.0,1995.0,1911.0,3906.0,453
16.0,1264.0,1280.0,1971.0,1919.0,3890.0,454
21.0,1123.0,1144.0,1976.0,1778.0,3754.0,455
21.0,1114.0,1135.0,1976.0,1769.0,3745.0,456
38.0,1287.0,1325.0,1993.0,1942.0,3935.0,457
22.0,1240.0,1262.0,1977.0,1895.0,3872.0,458
40.0,628.0,668.0,1995.0,1283.0,3278.0,459
39.0,1287.0,1326.0,1994.0,1942.0,3936.0,460
16.0,1027.0,1043.0,1971.0,1682.0,3653.0,461
