d_idle,p_idle,idle,total_d,total_p,total,ep
36.0,332.0,368,1217.0,741.0,1958.0,34
42.0,178.0,220,1223.0,587.0,1810.0,34
7.0,338.0,345,1188.0,747.0,1935.0,35
26.0,217.0,243,1207.0,626.0,1833.0,35
8.0,300.0,308,1189.0,709.0,1898.0,35
19.0,341.0,360,1200.0,750.0,1950.0,36
32.0,365.0,397,1213.0,774.0,1987.0,36
34.0,252.0,286,1215.0,661.0,1876.0,36
7.0,332.0,339,1188.0,741.0,1929.0,37
27.0,414.0,441,1208.0,823.0,2031.0,37
22.0,334.0,356,1203.0,743.0,1946.0,37
15.0,302.0,317,1196.0,711.0,1907.0,38
53.0,343.0,396,1234.0,752.0,1986.0,38
29.0,396.0,425,1210.0,805.0,2015.0,38
30.0,245.0,275,1211.0,654.0,1865.0,39
30.0,260.0,290,1211.0,669.0,1880.0,39
15.0,342.0,357,1196.0,751.0,1947.0,39
5.0,411.0,416,1186.0,820.0,2006.0,40
95.0,335.0,430,1276.0,744.0,2020.0,40
68.0,337.0,405,1249.0,746.0,1995.0,40
46.0,421.0,467,1227.0,830.0,2057.0,41
36.0,257.0,293,1217.0,666.0,1883.0,41
58.0,354.0,412,1239.0,763.0,2002.0,41
36.0,248.0,284,1217.0,657.0,1874.0,42
38.0,309.0,347,1219.0,718.0,1937.0,42
53.0,322.0,375,1234.0,731.0,1965.0,42
22.0,409.0,431,1203.0,818.0,2021.0,43
10.0,265.0,275,1191.0,674.0,1865.0,43
80.0,143.0,223,1261.0,552.0,1813.0,43
11.0,299.0,310,1192.0,708.0,1900.0,44
24.0,373.0,397,1205.0,782.0,1987.0,44
50.0,346.0,396,1231.0,755.0,1986.0,44
46.0,394.0,440,1227.0,803.0,2030.0,45
39.0,295.0,334,1220.0,704.0,1924.0,45
66.0,166.0,232,1247.0,575.0,1822.0,45
33.0,353.0,386,1214.0,762.0,1976.0,46
28.0,297.0,325,1209.0,706.0,1915.0,46
52.0,344.0,396,1233.0,753.0,1986.0,46
31.0,325.0,356,1212.0,734.0,1946.0,47
28.0,307.0,335,1209.0,716.0,1925.0,47
44.0,293.0,337,1225.0,702.0,1927.0,47
62.0,212.0,274,1243.0,621.0,1864.0,48
22.0,356.0,378,1203.0,765.0,1968.0,48
44.0,250.0,294,1225.0,659.0,1884.0,48
29.0,181.0,210,1210.0,590.0,1800.0,49
36.0,275.0,311,1217.0,684.0,1901.0,49
23.0,311.0,334,1204.0,720.0,1924.0,49
14.0,319.0,333,1195.0,728.0,1923.0,50
10.0,439.0,449,1191.0,848.0,2039.0,50
20.0,467.0,487,1201.0,876.0,2077.0,50
27.0,305.0,332,1208.0,714.0,1922.0,51
31.0,405.0,436,1212.0,814.0,2026.0,51
6.0,443.0,449,1187.0,852.0,2039.0,51
39.0,466.0,505,1220.0,875.0,2095.0,52
23.0,187.0,210,1204.0,596.0,1800.0,52
36.0,345.0,381,1217.0,754.0,1971.0,52
12.0,350.0,362,1193.0,759.0,1952.0,53
85.0,249.0,334,1266.0,658.0,1924.0,53
73.0,129.0,202,1254.0,538.0,1792.0,53
8.0,362.0,370,1189.0,771.0,1960.0,54
29.0,353.0,382,1210.0,762.0,1972.0,54
42.0,385.0,427,1223.0,794.0,2017.0,54
27.0,326.0,353,1208.0,735.0,1943.0,55
25.0,312.0,337,1206.0,721.0,1927.0,55
94.0,323.0,417,1275.0,732.0,2007.0,55
15.0,418.0,433,1196.0,827.0,2023.0,56
34.0,295.0,329,1215.0,704.0,1919.0,56
52.0,365.0,417,1233.0,774.0,2007.0,56
16.0,312.0,328,1197.0,721.0,1918.0,57
14.0,444.0,458,1195.0,853.0,2048.0,57
43.0,347.0,390,1224.0,756.0,1980.0,57
23.0,392.0,415,1204.0,801.0,2005.0,58
25.0,274.0,299,1206.0,683.0,1889.0,58
22.0,353.0,375,1203.0,762.0,1965.0,58
42.0,396.0,438,1223.0,805.0,2028.0,59
59.0,220.0,279,1240.0,629.0,1869.0,59
32.0,404.0,436,1213.0,813.0,2026.0,59
35.0,423.0,458,1216.0,832.0,2048.0,60
36.0,144.0,180,1217.0,553.0,1770.0,60
53.0,282.0,335,1234.0,691.0,1925.0,60
42.0,384.0,426,1223.0,793.0,2016.0,61
74.0,382.0,456,1255.0,791.0,2046.0,61
37.0,315.0,352,1218.0,724.0,1942.0,61
48.0,257.0,305,1229.0,666.0,1895.0,62
13.0,314.0,327,1194.0,723.0,1917.0,62
50.0,241.0,291,1231.0,650.0,1881.0,62
18.0,366.0,384,1199.0,775.0,1974.0,63
36.0,394.0,430,1217.0,803.0,2020.0,63
26.0,325.0,351,1207.0,734.0,1941.0,63
19.0,390.0,409,1200.0,799.0,1999.0,64
10.0,350.0,360,1191.0,759.0,1950.0,64
6.0,349.0,355,1187.0,758.0,1945.0,64
19.0,320.0,339,1200.0,729.0,1929.0,65
26.0,419.0,445,1207.0,828.0,2035.0,65
38.0,311.0,349,1219.0,720.0,1939.0,65
20.0,384.0,404,1201.0,793.0,1994.0,66
28.0,448.0,476,1209.0,857.0,2066.0,66
12.0,304.0,316,1193.0,713.0,1906.0,66
42.0,365.0,407,1223.0,774.0,1997.0,67
31.0,356.0,387,1212.0,765.0,1977.0,67
27.0,473.0,500,1208.0,882.0,2090.0,67
16.0,363.0,379,1197.0,772.0,1969.0,68
29.0,297.0,326,1210.0,706.0,1916.0,68
48.0,246.0,294,1229.0,655.0,1884.0,68
38.0,325.0,363,1219.0,734.0,1953.0,69
33.0,243.0,276,1214.0,652.0,1866.0,69
33.0,360.0,393,1214.0,769.0,1983.0,69
46.0,284.0,330,1227.0,693.0,1920.0,70
29.0,292.0,321,1210.0,701.0,1911.0,70
53.0,265.0,318,1234.0,674.0,1908.0,70
12.0,292.0,304,1193.0,701.0,1894.0,71
41.0,397.0,438,1222.0,806.0,2028.0,71
19.0,239.0,258,1200.0,648.0,1848.0,71
39.0,230.0,269,1220.0,639.0,1859.0,72
52.0,290.0,342,1233.0,699.0,1932.0,72
35.0,272.0,307,1216.0,681.0,1897.0,72
60.0,253.0,313,1241.0,662.0,1903.0,73
74.0,333.0,407,1255.0,742.0,1997.0,73
53.0,433.0,486,1234.0,842.0,2076.0,73
24.0,275.0,299,1205.0,684.0,1889.0,74
16.0,288.0,304,1197.0,697.0,1894.0,74
22.0,360.0,382,1203.0,769.0,1972.0,74
12.0,316.0,328,1193.0,725.0,1918.0,75
33.0,380.0,413,1214.0,789.0,2003.0,75
65.0,234.0,299,1246.0,643.0,1889.0,75
34.0,284.0,318,1215.0,693.0,1908.0,76
38.0,397.0,435,1219.0,806.0,2025.0,76
22.0,297.0,319,1203.0,706.0,1909.0,76
61.0,440.0,501,1242.0,849.0,2091.0,77
58.0,266.0,324,1239.0,675.0,1914.0,77
30.0,307.0,337,1211.0,716.0,1927.0,77
73.0,259.0,332,1254.0,668.0,1922.0,78
29.0,233.0,262,1210.0,642.0,1852.0,78
73.0,313.0,386,1254.0,722.0,1976.0,78
20.0,260.0,280,1201.0,669.0,1870.0,79
22.0,328.0,350,1203.0,737.0,1940.0,79
53.0,231.0,284,1234.0,640.0,1874.0,79
17.0,372.0,389,1198.0,781.0,1979.0,80
45.0,346.0,391,1226.0,755.0,1981.0,80
73.0,322.0,395,1254.0,731.0,1985.0,80
25.0,222.0,247,1206.0,631.0,1837.0,81
24.0,215.0,239,1205.0,624.0,1829.0,81
17.0,273.0,290,1198.0,682.0,1880.0,81
49.0,415.0,464,1230.0,824.0,2054.0,82
35.0,189.0,224,1216.0,598.0,1814.0,82
14.0,341.0,355,1195.0,750.0,1945.0,82
56.0,256.0,312,1237.0,665.0,1902.0,83
33.0,398.0,431,1214.0,807.0,2021.0,83
23.0,398.0,421,1204.0,807.0,2011.0,83
17.0,334.0,351,1198.0,743.0,1941.0,84
40.0,403.0,443,1221.0,812.0,2033.0,84
37.0,276.0,313,1218.0,685.0,1903.0,84
50.0,338.0,388,1231.0,747.0,1978.0,85
60.0,341.0,401,1241.0,750.0,1991.0,85
24.0,403.0,427,1205.0,812.0,2017.0,85
39.0,272.0,311,1220.0,681.0,1901.0,86
35.0,284.0,319,1216.0,693.0,1909.0,86
27.0,342.0,369,1208.0,751.0,1959.0,86
48.0,278.0,326,1229.0,687.0,1916.0,87
30.0,284.0,314,1211.0,693.0,1904.0,87
89.0,270.0,359,1270.0,679.0,1949.0,87
72.0,310.0,382,1253.0,719.0,1972.0,88
58.0,274.0,332,1239.0,683.0,1922.0,88
24.0,332.0,356,1205.0,741.0,1946.0,88
14.0,191.0,205,1195.0,600.0,1795.0,89
37.0,263.0,300,1218.0,672.0,1890.0,89
35.0,314.0,349,1216.0,723.0,1939.0,89
30.0,328.0,358,1211.0,737.0,1948.0,90
14.0,419.0,433,1195.0,828.0,2023.0,90
25.0,266.0,291,1206.0,675.0,1881.0,90
19.0,444.0,463,1200.0,853.0,2053.0,91
46.0,255.0,301,1227.0,664.0,1891.0,91
52.0,149.0,201,1233.0,558.0,1791.0,91
50.0,210.0,260,1231.0,619.0,1850.0,92
53.0,354.0,407,1234.0,763.0,1997.0,92
63.0,231.0,294,1244.0,640.0,1884.0,92
39.0,470.0,509,1220.0,879.0,2099.0,93
24.0,357.0,381,1205.0,766.0,1971.0,93
28.0,356.0,384,1209.0,765.0,1974.0,93
42.0,343.0,385,1223.0,752.0,1975.0,94
28.0,344.0,372,1209.0,753.0,1962.0,94
22.0,373.0,395,1203.0,782.0,1985.0,94
34.0,335.0,369,1215.0,744.0,1959.0,95
63.0,384.0,447,1244.0,793.0,2037.0,95
46.0,307.0,353,1227.0,716.0,1943.0,95
43.0,420.0,463,1224.0,829.0,2053.0,96
93.0,279.0,372,1274.0,688.0,1962.0,96
64.0,273.0,337,1245.0,682.0,1927.0,96
64.0,279.0,343,1245.0,688.0,1933.0,97
45.0,435.0,480,1226.0,844.0,2070.0,97
27.0,334.0,361,1208.0,743.0,1951.0,97
13.0,381.0,394,1194.0,790.0,1984.0,98
35.0,307.0,342,1216.0,716.0,1932.0,98
14.0,293.0,307,1195.0,702.0,1897.0,98
68.0,293.0,361,1249.0,702.0,1951.0,99
20.0,422.0,442,1201.0,831.0,2032.0,99
39.0,320.0,359,1220.0,729.0,1949.0,99
30.0,336.0,366,1211.0,745.0,1956.0,100
39.0,293.0,332,1220.0,702.0,1922.0,100
13.0,346.0,359,1194.0,755.0,1949.0,100
39.0,298.0,337,1220.0,707.0,1927.0,101
32.0,291.0,323,1213.0,700.0,1913.0,101
32.0,384.0,416,1213.0,793.0,2006.0,101
45.0,367.0,412,1226.0,776.0,2002.0,102
45.0,340.0,385,1226.0,749.0,1975.0,102
17.0,398.0,415,1198.0,807.0,2005.0,102
28.0,364.0,392,1209.0,773.0,1982.0,103
49.0,300.0,349,1230.0,709.0,1939.0,103
37.0,222.0,259,1218.0,631.0,1849.0,103
34.0,278.0,312,1215.0,687.0,1902.0,104
31.0,415.0,446,1212.0,824.0,2036.0,104
46.0,295.0,341,1227.0,704.0,1931.0,104
52.0,284.0,336,1233.0,693.0,1926.0,105
16.0,308.0,324,1197.0,717.0,1914.0,105
23.0,409.0,432,1204.0,818.0,2022.0,105
13.0,281.0,294,1194.0,690.0,1884.0,106
25.0,400.0,425,1206.0,809.0,2015.0,106
32.0,222.0,254,1213.0,631.0,1844.0,106
43.0,397.0,440,1224.0,806.0,2030.0,107
33.0,384.0,417,1214.0,793.0,2007.0,107
19.0,289.0,308,1200.0,698.0,1898.0,107
23.0,337.0,360,1204.0,746.0,1950.0,108
29.0,344.0,373,1210.0,753.0,1963.0,108
34.0,373.0,407,1215.0,782.0,1997.0,108
23.0,420.0,443,1204.0,829.0,2033.0,109
33.0,317.0,350,1214.0,726.0,1940.0,109
21.0,311.0,332,1202.0,720.0,1922.0,109
33.0,334.0,367,1214.0,743.0,1957.0,110
13.0,261.0,274,1194.0,670.0,1864.0,110
23.0,314.0,337,1204.0,723.0,1927.0,110
43.0,298.0,341,1224.0,707.0,1931.0,111
13.0,254.0,267,1194.0,663.0,1857.0,111
27.0,260.0,287,1208.0,669.0,1877.0,111
31.0,364.0,395,1212.0,773.0,1985.0,112
24.0,351.0,375,1205.0,760.0,1965.0,112
51.0,304.0,355,1232.0,713.0,1945.0,112
36.0,330.0,366,1217.0,739.0,1956.0,113
7.0,341.0,348,1188.0,750.0,1938.0,113
43.0,294.0,337,1224.0,703.0,1927.0,113
58.0,208.0,266,1239.0,617.0,1856.0,114
39.0,369.0,408,1220.0,778.0,1998.0,114
14.0,420.0,434,1195.0,829.0,2024.0,114
8.0,347.0,355,1189.0,756.0,1945.0,115
75.0,278.0,353,1256.0,687.0,1943.0,115
52.0,160.0,212,1233.0,569.0,1802.0,115
11.0,412.0,423,1192.0,821.0,2013.0,116
60.0,254.0,314,1241.0,663.0,1904.0,116
7.0,390.0,397,1188.0,799.0,1987.0,116
41.0,346.0,387,1222.0,755.0,1977.0,117
20.0,294.0,314,1201.0,703.0,1904.0,117
64.0,237.0,301,1245.0,646.0,1891.0,117
28.0,233.0,261,1209.0,642.0,1851.0,118
50.0,404.0,454,1231.0,813.0,2044.0,118
65.0,278.0,343,1246.0,687.0,1933.0,118
56.0,396.0,452,1237.0,805.0,2042.0,119
19.0,384.0,403,1200.0,793.0,1993.0,119
32.0,374.0,406,1213.0,783.0,1996.0,119
28.0,220.0,248,1209.0,629.0,1838.0,120
12.0,350.0,362,1193.0,759.0,1952.0,120
14.0,208.0,222,1195.0,617.0,1812.0,120
41.0,295.0,336,1222.0,704.0,1926.0,121
20.0,444.0,464,1201.0,853.0,2054.0,121
41.0,300.0,341,1222.0,709.0,1931.0,121
8.0,304.0,312,1189.0,713.0,1902.0,122
57.0,175.0,232,1238.0,584.0,1822.0,122
76.0,198.0,274,1257.0,607.0,1864.0,122
28.0,352.0,380,1209.0,761.0,1970.0,123
48.0,277.0,325,1229.0,686.0,1915.0,123
80.0,250.0,330,1261.0,659.0,1920.0,123
46.0,292.0,338,1227.0,701.0,1928.0,124
48.0,400.0,448,1229.0,809.0,2038.0,124
59.0,335.0,394,1240.0,744.0,1984.0,124
15.0,250.0,265,1196.0,659.0,1855.0,125
26.0,358.0,384,1207.0,767.0,1974.0,125
41.0,242.0,283,1222.0,651.0,1873.0,125
37.0,268.0,305,1218.0,677.0,1895.0,126
17.0,330.0,347,1198.0,739.0,1937.0,126
18.0,423.0,441,1199.0,832.0,2031.0,126
54.0,330.0,384,1235.0,739.0,1974.0,127
61.0,169.0,230,1242.0,578.0,1820.0,127
32.0,352.0,384,1213.0,761.0,1974.0,127
34.0,429.0,463,1215.0,838.0,2053.0,128
25.0,431.0,456,1206.0,840.0,2046.0,128
28.0,298.0,326,1209.0,707.0,1916.0,128
34.0,327.0,361,1215.0,736.0,1951.0,129
33.0,292.0,325,1214.0,701.0,1915.0,129
23.0,239.0,262,1204.0,648.0,1852.0,129
47.0,272.0,319,1228.0,681.0,1909.0,130
76.0,291.0,367,1257.0,700.0,1957.0,130
49.0,232.0,281,1230.0,641.0,1871.0,130
10.0,380.0,390,1191.0,789.0,1980.0,131
61.0,254.0,315,1242.0,663.0,1905.0,131
48.0,226.0,274,1229.0,635.0,1864.0,131
44.0,468.0,512,1225.0,877.0,2102.0,132
35.0,227.0,262,1216.0,636.0,1852.0,132
46.0,319.0,365,1227.0,728.0,1955.0,132
61.0,376.0,437,1242.0,785.0,2027.0,133
43.0,440.0,483,1224.0,849.0,2073.0,133
29.0,327.0,356,1210.0,736.0,1946.0,133
36.0,292.0,328,1217.0,701.0,1918.0,134
52.0,341.0,393,1233.0,750.0,1983.0,134
48.0,227.0,275,1229.0,636.0,1865.0,134
22.0,349.0,371,1203.0,758.0,1961.0,135
39.0,325.0,364,1220.0,734.0,1954.0,135
21.0,319.0,340,1202.0,728.0,1930.0,135
50.0,283.0,333,1231.0,692.0,1923.0,136
23.0,346.0,369,1204.0,755.0,1959.0,136
20.0,246.0,266,1201.0,655.0,1856.0,136
20.0,327.0,347,1201.0,736.0,1937.0,137
28.0,347.0,375,1209.0,756.0,1965.0,137
30.0,362.0,392,1211.0,771.0,1982.0,137
37.0,258.0,295,1218.0,667.0,1885.0,138
32.0,201.0,233,1213.0,610.0,1823.0,138
32.0,333.0,365,1213.0,742.0,1955.0,138
33.0,345.0,378,1214.0,754.0,1968.0,139
34.0,490.0,524,1215.0,899.0,2114.0,139
32.0,349.0,381,1213.0,758.0,1971.0,139
56.0,307.0,363,1237.0,716.0,1953.0,140
35.0,304.0,339,1216.0,713.0,1929.0,140
78.0,230.0,308,1259.0,639.0,1898.0,140
35.0,289.0,324,1216.0,698.0,1914.0,141
39.0,373.0,412,1220.0,782.0,2002.0,141
22.0,308.0,330,1203.0,717.0,1920.0,141
27.0,297.0,324,1208.0,706.0,1914.0,142
50.0,295.0,345,1231.0,704.0,1935.0,142
16.0,269.0,285,1197.0,678.0,1875.0,142
41.0,345.0,386,1222.0,754.0,1976.0,143
20.0,435.0,455,1201.0,844.0,2045.0,143
38.0,349.0,387,1219.0,758.0,1977.0,143
40.0,435.0,475,1221.0,844.0,2065.0,144
30.0,416.0,446,1211.0,825.0,2036.0,144
31.0,363.0,394,1212.0,772.0,1984.0,144
23.0,442.0,465,1204.0,851.0,2055.0,145
43.0,242.0,285,1224.0,651.0,1875.0,145
27.0,255.0,282,1208.0,664.0,1872.0,145
6.0,307.0,313,1187.0,716.0,1903.0,146
16.0,315.0,331,1197.0,724.0,1921.0,146
44.0,238.0,282,1225.0,647.0,1872.0,146
34.0,266.0,300,1215.0,675.0,1890.0,147
49.0,331.0,380,1230.0,740.0,1970.0,147
38.0,347.0,385,1219.0,756.0,1975.0,147
25.0,301.0,326,1206.0,710.0,1916.0,148
67.0,270.0,337,1248.0,679.0,1927.0,148
56.0,204.0,260,1237.0,613.0,1850.0,148
23.0,300.0,323,1204.0,709.0,1913.0,149
42.0,410.0,452,1223.0,819.0,2042.0,149
64.0,198.0,262,1245.0,607.0,1852.0,149
66.0,198.0,264,1247.0,607.0,1854.0,150
58.0,356.0,414,1239.0,765.0,2004.0,150
39.0,343.0,382,1220.0,752.0,1972.0,150
15.0,397.0,412,1196.0,806.0,2002.0,151
56.0,355.0,411,1237.0,764.0,2001.0,151
19.0,331.0,350,1200.0,740.0,1940.0,151
0.0,355.0,355,1181.0,764.0,1945.0,152
33.0,299.0,332,1214.0,708.0,1922.0,152
71.0,262.0,333,1252.0,671.0,1923.0,152
24.0,320.0,344,1205.0,729.0,1934.0,153
16.0,344.0,360,1197.0,753.0,1950.0,153
20.0,286.0,306,1201.0,695.0,1896.0,153
9.0,317.0,326,1190.0,726.0,1916.0,154
22.0,279.0,301,1203.0,688.0,1891.0,154
27.0,322.0,349,1208.0,731.0,1939.0,154
21.0,429.0,450,1202.0,838.0,2040.0,155
9.0,291.0,300,1190.0,700.0,1890.0,155
14.0,257.0,271,1195.0,666.0,1861.0,155
37.0,302.0,339,1218.0,711.0,1929.0,156
58.0,415.0,473,1239.0,824.0,2063.0,156
24.0,346.0,370,1205.0,755.0,1960.0,156
44.0,203.0,247,1225.0,612.0,1837.0,157
17.0,383.0,400,1198.0,792.0,1990.0,157
62.0,314.0,376,1243.0,723.0,1966.0,157
32.0,244.0,276,1213.0,653.0,1866.0,158
39.0,252.0,291,1220.0,661.0,1881.0,158
42.0,318.0,360,1223.0,727.0,1950.0,158
33.0,284.0,317,1214.0,693.0,1907.0,159
59.0,269.0,328,1240.0,678.0,1918.0,159
57.0,347.0,404,1238.0,756.0,1994.0,159
67.0,208.0,275,1248.0,617.0,1865.0,160
36.0,366.0,402,1217.0,775.0,1992.0,160
35.0,405.0,440,1216.0,814.0,2030.0,160
26.0,279.0,305,1207.0,688.0,1895.0,161
15.0,374.0,389,1196.0,783.0,1979.0,161
3.0,326.0,329,1184.0,735.0,1919.0,161
59.0,458.0,517,1240.0,867.0,2107.0,162
20.0,265.0,285,1201.0,674.0,1875.0,162
69.0,200.0,269,1250.0,609.0,1859.0,162
18.0,332.0,350,1199.0,741.0,1940.0,163
23.0,429.0,452,1204.0,838.0,2042.0,163
28.0,439.0,467,1209.0,848.0,2057.0,163
29.0,389.0,418,1210.0,798.0,2008.0,164
26.0,285.0,311,1207.0,694.0,1901.0,164
20.0,278.0,298,1201.0,687.0,1888.0,164
6.0,480.0,486,1187.0,889.0,2076.0,165
42.0,379.0,421,1223.0,788.0,2011.0,165
32.0,204.0,236,1213.0,613.0,1826.0,165
20.0,309.0,329,1201.0,718.0,1919.0,166
37.0,322.0,359,1218.0,731.0,1949.0,166
41.0,332.0,373,1222.0,741.0,1963.0,166
27.0,444.0,471,1208.0,853.0,2061.0,167
21.0,280.0,301,1202.0,689.0,1891.0,167
46.0,316.0,362,1227.0,725.0,1952.0,167
55.0,225.0,280,1236.0,634.0,1870.0,168
23.0,394.0,417,1204.0,803.0,2007.0,168
24.0,224.0,248,1205.0,633.0,1838.0,168
26.0,337.0,363,1207.0,746.0,1953.0,169
19.0,386.0,405,1200.0,795.0,1995.0,169
32.0,311.0,343,1213.0,720.0,1933.0,169
72.0,204.0,276,1253.0,613.0,1866.0,170
24.0,377.0,401,1205.0,786.0,1991.0,170
6.0,389.0,395,1187.0,798.0,1985.0,170
33.0,279.0,312,1214.0,688.0,1902.0,171
36.0,240.0,276,1217.0,649.0,1866.0,171
4.0,302.0,306,1185.0,711.0,1896.0,171
46.0,328.0,374,1227.0,737.0,1964.0,172
37.0,323.0,360,1218.0,732.0,1950.0,172
55.0,342.0,397,1236.0,751.0,1987.0,172
44.0,364.0,408,1225.0,773.0,1998.0,173
28.0,311.0,339,1209.0,720.0,1929.0,173
32.0,329.0,361,1213.0,738.0,1951.0,173
59.0,262.0,321,1240.0,671.0,1911.0,174
12.0,326.0,338,1193.0,735.0,1928.0,174
17.0,386.0,403,1198.0,795.0,1993.0,174
23.0,407.0,430,1204.0,816.0,2020.0,175
68.0,263.0,331,1249.0,672.0,1921.0,175
45.0,169.0,214,1226.0,578.0,1804.0,175
37.0,231.0,268,1218.0,640.0,1858.0,176
23.0,424.0,447,1204.0,833.0,2037.0,176
35.0,250.0,285,1216.0,659.0,1875.0,176
25.0,337.0,362,1206.0,746.0,1952.0,177
44.0,381.0,425,1225.0,790.0,2015.0,177
54.0,190.0,244,1235.0,599.0,1834.0,177
73.0,321.0,394,1254.0,730.0,1984.0,178
63.0,449.0,512,1244.0,858.0,2102.0,178
34.0,266.0,300,1215.0,675.0,1890.0,178
31.0,303.0,334,1212.0,712.0,1924.0,179
44.0,382.0,426,1225.0,791.0,2016.0,179
