d_idle_0,sum_d_idle,mean_d_idle,ep
11,11,11.0,216
13,13,13.0,217
3,3,3.0,218
36,36,36.0,219
13,13,13.0,220
5,5,5.0,221
1,1,1.0,222
5,5,5.0,223
12,12,12.0,224
2,2,2.0,225
11,11,11.0,226
34,34,34.0,227
5,5,5.0,228
1,1,1.0,229
0,0,0.0,230
4,4,4.0,231
3,3,3.0,232
6,6,6.0,233
16,16,16.0,234
0,0,0.0,235
7,7,7.0,236
19,19,19.0,237
4,4,4.0,238
2,2,2.0,239
2,2,2.0,240
6,6,6.0,241
0,0,0.0,242
6,6,6.0,243
1,1,1.0,244
0,0,0.0,245
31,31,31.0,246
6,6,6.0,247
15,15,15.0,248
3,3,3.0,249
12,12,12.0,250
0,0,0.0,251
0,0,0.0,252
0,0,0.0,253
37,37,37.0,254
6,6,6.0,255
24,24,24.0,256
0,0,0.0,257
6,6,6.0,258
2,2,2.0,259
12,12,12.0,260
15,15,15.0,261
3,3,3.0,262
18,18,18.0,263
10,10,10.0,264
4,4,4.0,265
0,0,0.0,266
20,20,20.0,267
35,35,35.0,268
1,1,1.0,269
0,0,0.0,270
14,14,14.0,271
5,5,5.0,272
25,25,25.0,273
0,0,0.0,274
6,6,6.0,275
6,6,6.0,276
5,5,5.0,277
10,10,10.0,278
10,10,10.0,279
3,3,3.0,280
6,6,6.0,281
8,8,8.0,282
0,0,0.0,283
6,6,6.0,284
3,3,3.0,285
0,0,0.0,286
1,1,1.0,287
0,0,0.0,288
12,12,12.0,289
25,25,25.0,290
12,12,12.0,291
6,6,6.0,292
6,6,6.0,293
7,7,7.0,294
14,14,14.0,295
5,5,5.0,296
4,4,4.0,297
3,3,3.0,298
2,2,2.0,299
0,0,0.0,300
5,5,5.0,301
0,0,0.0,302
6,6,6.0,303
16,16,16.0,304
19,19,19.0,305
10,10,10.0,306
21,21,21.0,307
8,8,8.0,308
0,0,0.0,309
15,15,15.0,310
0,0,0.0,311
17,17,17.0,312
5,5,5.0,313
14,14,14.0,314
9,9,9.0,315
21,21,21.0,316
9,9,9.0,317
34,34,34.0,318
4,4,4.0,319
4,4,4.0,320
6,6,6.0,321
16,16,16.0,322
5,5,5.0,323
28,28,28.0,324
0,0,0.0,325
5,5,5.0,326
8,8,8.0,327
17,17,17.0,328
2,2,2.0,329
20,20,20.0,330
29,29,29.0,331
6,6,6.0,332
8,8,8.0,333
7,7,7.0,334
6,6,6.0,335
0,0,0.0,336
11,11,11.0,337
1,1,1.0,338
19,19,19.0,339
4,4,4.0,340
5,5,5.0,341
0,0,0.0,342
0,0,0.0,343
17,17,17.0,344
0,0,0.0,345
6,6,6.0,346
6,6,6.0,347
12,12,12.0,348
13,13,13.0,349
5,5,5.0,350
0,0,0.0,351
16,16,16.0,352
13,13,13.0,353
24,24,24.0,354
12,12,12.0,355
6,6,6.0,356
0,0,0.0,357
5,5,5.0,358
0,0,0.0,359
0,0,0.0,360
3,3,3.0,361
19,19,19.0,362
18,18,18.0,363
15,15,15.0,364
0,0,0.0,365
11,11,11.0,366
0,0,0.0,367
0,0,0.0,368
0,0,0.0,369
6,6,6.0,370
8,8,8.0,371
6,6,6.0,372
5,5,5.0,373
0,0,0.0,374
13,13,13.0,375
6,6,6.0,376
6,6,6.0,377
0,0,0.0,378
19,19,19.0,379
14,14,14.0,380
0,0,0.0,381
3,3,3.0,382
12,12,12.0,383
22,22,22.0,384
7,7,7.0,385
0,0,0.0,386
0,0,0.0,387
0,0,0.0,388
0,0,0.0,389
8,8,8.0,390
14,14,14.0,391
0,0,0.0,392
2,2,2.0,393
19,19,19.0,394
6,6,6.0,395
4,4,4.0,396
0,0,0.0,397
15,15,15.0,398
9,9,9.0,399
6,6,6.0,400
23,23,23.0,401
11,11,11.0,402
2,2,2.0,403
7,7,7.0,404
1,1,1.0,405
19,19,19.0,406
8,8,8.0,407
6,6,6.0,408
4,4,4.0,409
6,6,6.0,410
16,16,16.0,411
0,0,0.0,412
23,23,23.0,413
9,9,9.0,414
9,9,9.0,415
0,0,0.0,416
18,18,18.0,417
0,0,0.0,418
9,9,9.0,419
6,6,6.0,420
1,1,1.0,421
2,2,2.0,422
0,0,0.0,423
5,5,5.0,424
7,7,7.0,425
0,0,0.0,426
27,27,27.0,427
10,10,10.0,428
4,4,4.0,429
14,14,14.0,430
28,28,28.0,431
6,6,6.0,432
6,6,6.0,433
16,16,16.0,434
3,3,3.0,435
24,24,24.0,436
0,0,0.0,437
0,0,0.0,438
10,10,10.0,439
2,2,2.0,440
3,3,3.0,441
0,0,0.0,442
6,6,6.0,443
6,6,6.0,444
1,1,1.0,445
0,0,0.0,446
11,11,11.0,447
5,5,5.0,448
12,12,12.0,449
6,6,6.0,450
4,4,4.0,451
6,6,6.0,452
14,14,14.0,453
14,14,14.0,454
2,2,2.0,455
5,5,5.0,456
1,1,1.0,457
10,10,10.0,458
6,6,6.0,459
22,22,22.0,460
9,9,9.0,461
10,10,10.0,462
4,4,4.0,463
2,2,2.0,464
12,12,12.0,465
6,6,6.0,466
3,3,3.0,467
0,0,0.0,468
0,0,0.0,469
26,26,26.0,470
0,0,0.0,471
0,0,0.0,472
8,8,8.0,473
5,5,5.0,474
20,20,20.0,475
6,6,6.0,476
0,0,0.0,477
8,8,8.0,478
5,5,5.0,479
2,2,2.0,480
0,0,0.0,481
8,8,8.0,482
1,1,1.0,483
0,0,0.0,484
0,0,0.0,485
0,0,0.0,486
15,15,15.0,487
0,0,0.0,488
7,7,7.0,489
0,0,0.0,490
18,18,18.0,491
2,2,2.0,492
16,16,16.0,493
4,4,4.0,494
12,12,12.0,495
7,7,7.0,496
7,7,7.0,497
7,7,7.0,498
5,5,5.0,499
0,0,0.0,500
7,7,7.0,501
6,6,6.0,502
29,29,29.0,503
0,0,0.0,504
6,6,6.0,505
0,0,0.0,506
0,0,0.0,507
10,10,10.0,508
6,6,6.0,509
7,7,7.0,510
22,22,22.0,511
0,0,0.0,512
3,3,3.0,513
8,8,8.0,514
2,2,2.0,515
0,0,0.0,516
8,8,8.0,517
6,6,6.0,518
17,17,17.0,519
14,14,14.0,520
0,0,0.0,521
0,0,0.0,522
0,0,0.0,523
38,38,38.0,524
0,0,0.0,525
0,0,0.0,526
4,4,4.0,527
12,12,12.0,528
15,15,15.0,529
1,1,1.0,530
9,9,9.0,531
16,16,16.0,532
20,20,20.0,533
6,6,6.0,534
4,4,4.0,535
5,5,5.0,536
7,7,7.0,537
3,3,3.0,538
24,24,24.0,539
7,7,7.0,540
3,3,3.0,541
22,22,22.0,542
16,16,16.0,543
1,1,1.0,544
11,11,11.0,545
7,7,7.0,546
0,0,0.0,547
14,14,14.0,548
26,26,26.0,549
4,4,4.0,550
6,6,6.0,551
0,0,0.0,552
0,0,0.0,553
5,5,5.0,554
0,0,0.0,555
7,7,7.0,556
0,0,0.0,557
37,37,37.0,558
3,3,3.0,559
18,18,18.0,560
0,0,0.0,561
7,7,7.0,562
13,13,13.0,563
1,1,1.0,564
2,2,2.0,565
0,0,0.0,566
14,14,14.0,567
12,12,12.0,568
12,12,12.0,569
13,13,13.0,570
0,0,0.0,571
4,4,4.0,572
0,0,0.0,573
3,3,3.0,574
4,4,4.0,575
0,0,0.0,576
5,5,5.0,577
16,16,16.0,578
0,0,0.0,579
17,17,17.0,580
15,15,15.0,581
4,4,4.0,582
0,0,0.0,583
8,8,8.0,584
8,8,8.0,585
1,1,1.0,586
1,1,1.0,587
0,0,0.0,588
14,14,14.0,589
15,15,15.0,590
12,12,12.0,591
9,9,9.0,592
11,11,11.0,593
11,11,11.0,594
4,4,4.0,595
20,20,20.0,596
18,18,18.0,597
3,3,3.0,598
2,2,2.0,599
6,6,6.0,600
26,26,26.0,601
0,0,0.0,602
3,3,3.0,603
13,13,13.0,604
2,2,2.0,605
9,9,9.0,606
12,12,12.0,607
9,9,9.0,608
9,9,9.0,609
10,10,10.0,610
2,2,2.0,611
13,13,13.0,612
0,0,0.0,613
13,13,13.0,614
7,7,7.0,615
6,6,6.0,616
0,0,0.0,617
12,12,12.0,618
14,14,14.0,619
1,1,1.0,620
4,4,4.0,621
0,0,0.0,622
8,8,8.0,623
11,11,11.0,624
8,8,8.0,625
11,11,11.0,626
0,0,0.0,627
0,0,0.0,628
9,9,9.0,629
4,4,4.0,630
2,2,2.0,631
0,0,0.0,632
16,16,16.0,633
3,3,3.0,634
10,10,10.0,635
29,29,29.0,636
8,8,8.0,637
14,14,14.0,638
0,0,0.0,639
4,4,4.0,640
1,1,1.0,641
5,5,5.0,642
22,22,22.0,643
1,1,1.0,644
2,2,2.0,645
10,10,10.0,646
17,17,17.0,647
0,0,0.0,648
15,15,15.0,649
2,2,2.0,650
0,0,0.0,651
1,1,1.0,652
5,5,5.0,653
14,14,14.0,654
4,4,4.0,655
0,0,0.0,656
1,1,1.0,657
8,8,8.0,658
7,7,7.0,659
10,10,10.0,660
8,8,8.0,661
0,0,0.0,662
10,10,10.0,663
21,21,21.0,664
4,4,4.0,665
0,0,0.0,666
20,20,20.0,667
3,3,3.0,668
12,12,12.0,669
13,13,13.0,670
4,4,4.0,671
7,7,7.0,672
3,3,3.0,673
14,14,14.0,674
3,3,3.0,675
5,5,5.0,676
13,13,13.0,677
4,4,4.0,678
2,2,2.0,679
8,8,8.0,680
14,14,14.0,681
0,0,0.0,682
5,5,5.0,683
3,3,3.0,684
13,13,13.0,685
15,15,15.0,686
4,4,4.0,687
8,8,8.0,688
8,8,8.0,689
5,5,5.0,690
8,8,8.0,691
2,2,2.0,692
1,1,1.0,693
4,4,4.0,694
0,0,0.0,695
0,0,0.0,696
1,1,1.0,697
13,13,13.0,698
4,4,4.0,699
0,0,0.0,700
18,18,18.0,701
4,4,4.0,702
14,14,14.0,703
2,2,2.0,704
12,12,12.0,705
2,2,2.0,706
0,0,0.0,707
11,11,11.0,708
30,30,30.0,709
26,26,26.0,710
20,20,20.0,711
2,2,2.0,712
3,3,3.0,713
23,23,23.0,714
6,6,6.0,715
9,9,9.0,716
17,17,17.0,717
11,11,11.0,718
13,13,13.0,719
10,10,10.0,720
2,2,2.0,721
15,15,15.0,722
24,24,24.0,723
12,12,12.0,724
17,17,17.0,725
6,6,6.0,726
3,3,3.0,727
17,17,17.0,728
3,3,3.0,729
0,0,0.0,730
1,1,1.0,731
29,29,29.0,732
8,8,8.0,733
0,0,0.0,734
6,6,6.0,735
3,3,3.0,736
0,0,0.0,737
29,29,29.0,738
8,8,8.0,739
0,0,0.0,740
1,1,1.0,741
2,2,2.0,742
5,5,5.0,743
39,39,39.0,744
11,11,11.0,745
14,14,14.0,746
4,4,4.0,747
7,7,7.0,748
4,4,4.0,749
9,9,9.0,750
7,7,7.0,751
5,5,5.0,752
3,3,3.0,753
12,12,12.0,754
56,56,56.0,755
27,27,27.0,756
0,0,0.0,757
6,6,6.0,758
3,3,3.0,759
36,36,36.0,760
20,20,20.0,761
5,5,5.0,762
34,34,34.0,763
4,4,4.0,764
2,2,2.0,765
6,6,6.0,766
3,3,3.0,767
8,8,8.0,768
35,35,35.0,769
12,12,12.0,770
22,22,22.0,771
4,4,4.0,772
4,4,4.0,773
7,7,7.0,774
14,14,14.0,775
6,6,6.0,776
6,6,6.0,777
28,28,28.0,778
10,10,10.0,779
8,8,8.0,780
24,24,24.0,781
2,2,2.0,782
7,7,7.0,783
0,0,0.0,784
18,18,18.0,785
10,10,10.0,786
15,15,15.0,787
0,0,0.0,788
0,0,0.0,789
0,0,0.0,790
0,0,0.0,791
12,12,12.0,792
1,1,1.0,793
1,1,1.0,794
0,0,0.0,795
1,1,1.0,796
5,5,5.0,797
7,7,7.0,798
7,7,7.0,799
14,14,14.0,800
23,23,23.0,801
5,5,5.0,802
0,0,0.0,803
24,24,24.0,804
17,17,17.0,805
12,12,12.0,806
3,3,3.0,807
8,8,8.0,808
4,4,4.0,809
0,0,0.0,810
5,5,5.0,811
11,11,11.0,812
2,2,2.0,813
0,0,0.0,814
4,4,4.0,815
4,4,4.0,816
0,0,0.0,817
15,15,15.0,818
0,0,0.0,819
0,0,0.0,820
2,2,2.0,821
14,14,14.0,822
18,18,18.0,823
0,0,0.0,824
24,24,24.0,825
3,3,3.0,826
5,5,5.0,827
16,16,16.0,828
4,4,4.0,829
4,4,4.0,830
26,26,26.0,831
19,19,19.0,832
4,4,4.0,833
10,10,10.0,834
23,23,23.0,835
31,31,31.0,836
11,11,11.0,837
15,15,15.0,838
8,8,8.0,839
0,0,0.0,840
8,8,8.0,841
0,0,0.0,842
3,3,3.0,843
0,0,0.0,844
13,13,13.0,845
1,1,1.0,846
2,2,2.0,847
0,0,0.0,848
13,13,13.0,849
45,45,45.0,850
6,6,6.0,851
12,12,12.0,852
5,5,5.0,853
18,18,18.0,854
4,4,4.0,855
0,0,0.0,856
7,7,7.0,857
18,18,18.0,858
5,5,5.0,859
0,0,0.0,860
10,10,10.0,861
2,2,2.0,862
0,0,0.0,863
0,0,0.0,864
24,24,24.0,865
4,4,4.0,866
14,14,14.0,867
2,2,2.0,868
11,11,11.0,869
19,19,19.0,870
0,0,0.0,871
0,0,0.0,872
0,0,0.0,873
17,17,17.0,874
18,18,18.0,875
0,0,0.0,876
8,8,8.0,877
3,3,3.0,878
4,4,4.0,879
0,0,0.0,880
18,18,18.0,881
2,2,2.0,882
13,13,13.0,883
4,4,4.0,884
8,8,8.0,885
13,13,13.0,886
20,20,20.0,887
0,0,0.0,888
7,7,7.0,889
18,18,18.0,890
8,8,8.0,891
2,2,2.0,892
8,8,8.0,893
0,0,0.0,894
8,8,8.0,895
2,2,2.0,896
8,8,8.0,897
25,25,25.0,898
14,14,14.0,899
12,12,12.0,900
19,19,19.0,901
12,12,12.0,902
0,0,0.0,903
17,17,17.0,904
9,9,9.0,905
9,9,9.0,906
25,25,25.0,907
0,0,0.0,908
4,4,4.0,909
8,8,8.0,910
0,0,0.0,911
21,21,21.0,912
0,0,0.0,913
16,16,16.0,914
17,17,17.0,915
0,0,0.0,916
0,0,0.0,917
2,2,2.0,918
11,11,11.0,919
11,11,11.0,920
13,13,13.0,921
1,1,1.0,922
2,2,2.0,923
9,9,9.0,924
0,0,0.0,925
1,1,1.0,926
0,0,0.0,927
0,0,0.0,928
6,6,6.0,929
6,6,6.0,930
1,1,1.0,931
0,0,0.0,932
7,7,7.0,933
14,14,14.0,934
8,8,8.0,935
11,11,11.0,936
0,0,0.0,937
0,0,0.0,938
3,3,3.0,939
12,12,12.0,940
12,12,12.0,941
10,10,10.0,942
35,35,35.0,943
12,12,12.0,944
11,11,11.0,945
7,7,7.0,946
3,3,3.0,947
6,6,6.0,948
1,1,1.0,949
0,0,0.0,950
4,4,4.0,951
14,14,14.0,952
0,0,0.0,953
0,0,0.0,954
4,4,4.0,955
0,0,0.0,956
2,2,2.0,957
9,9,9.0,958
6,6,6.0,959
0,0,0.0,960
4,4,4.0,961
12,12,12.0,962
10,10,10.0,963
0,0,0.0,964
27,27,27.0,965
13,13,13.0,966
0,0,0.0,967
4,4,4.0,968
12,12,12.0,969
5,5,5.0,970
13,13,13.0,971
22,22,22.0,972
30,30,30.0,973
5,5,5.0,974
11,11,11.0,975
7,7,7.0,976
5,5,5.0,977
4,4,4.0,978
14,14,14.0,979
14,14,14.0,980
0,0,0.0,981
2,2,2.0,982
1,1,1.0,983
21,21,21.0,984
0,0,0.0,985
0,0,0.0,986
16,16,16.0,987
6,6,6.0,988
5,5,5.0,989
14,14,14.0,990
18,18,18.0,991
0,0,0.0,992
0,0,0.0,993
3,3,3.0,994
3,3,3.0,995
23,23,23.0,996
0,0,0.0,997
1,1,1.0,998
5,5,5.0,999
0,0,0.0,1000
12,12,12.0,1001
15,15,15.0,1002
5,5,5.0,1003
2,2,2.0,1004
3,3,3.0,1005
22,22,22.0,1006
2,2,2.0,1007
4,4,4.0,1008
8,8,8.0,1009
31,31,31.0,1010
22,22,22.0,1011
2,2,2.0,1012
1,1,1.0,1013
6,6,6.0,1014
12,12,12.0,1015
6,6,6.0,1016
7,7,7.0,1017
17,17,17.0,1018
7,7,7.0,1019
4,4,4.0,1020
0,0,0.0,1021
15,15,15.0,1022
0,0,0.0,1023
6,6,6.0,1024
0,0,0.0,1025
6,6,6.0,1026
15,15,15.0,1027
2,2,2.0,1028
0,0,0.0,1029
8,8,8.0,1030
19,19,19.0,1031
11,11,11.0,1032
3,3,3.0,1033
5,5,5.0,1034
11,11,11.0,1035
8,8,8.0,1036
3,3,3.0,1037
16,16,16.0,1038
6,6,6.0,1039
6,6,6.0,1040
0,0,0.0,1041
2,2,2.0,1042
6,6,6.0,1043
0,0,0.0,1044
9,9,9.0,1045
0,0,0.0,1046
6,6,6.0,1047
0,0,0.0,1048
4,4,4.0,1049
20,20,20.0,1050
0,0,0.0,1051
0,0,0.0,1052
10,10,10.0,1053
8,8,8.0,1054
2,2,2.0,1055
15,15,15.0,1056
0,0,0.0,1057
7,7,7.0,1058
2,2,2.0,1059
7,7,7.0,1060
14,14,14.0,1061
4,4,4.0,1062
2,2,2.0,1063
9,9,9.0,1064
4,4,4.0,1065
7,7,7.0,1066
9,9,9.0,1067
0,0,0.0,1068
7,7,7.0,1069
2,2,2.0,1070
3,3,3.0,1071
12,12,12.0,1072
1,1,1.0,1073
5,5,5.0,1074
11,11,11.0,1075
0,0,0.0,1076
1,1,1.0,1077
15,15,15.0,1078
3,3,3.0,1079
16,16,16.0,1080
5,5,5.0,1081
10,10,10.0,1082
5,5,5.0,1083
0,0,0.0,1084
17,17,17.0,1085
36,36,36.0,1086
0,0,0.0,1087
20,20,20.0,1088
0,0,0.0,1089
0,0,0.0,1090
10,10,10.0,1091
0,0,0.0,1092
8,8,8.0,1093
10,10,10.0,1094
6,6,6.0,1095
9,9,9.0,1096
0,0,0.0,1097
0,0,0.0,1098
6,6,6.0,1099
15,15,15.0,1100
0,0,0.0,1101
0,0,0.0,1102
9,9,9.0,1103
2,2,2.0,1104
18,18,18.0,1105
0,0,0.0,1106
0,0,0.0,1107
4,4,4.0,1108
0,0,0.0,1109
5,5,5.0,1110
14,14,14.0,1111
31,31,31.0,1112
0,0,0.0,1113
12,12,12.0,1114
12,12,12.0,1115
2,2,2.0,1116
18,18,18.0,1117
0,0,0.0,1118
2,2,2.0,1119
17,17,17.0,1120
1,1,1.0,1121
13,13,13.0,1122
7,7,7.0,1123
13,13,13.0,1124
6,6,6.0,1125
7,7,7.0,1126
14,14,14.0,1127
16,16,16.0,1128
5,5,5.0,1129
5,5,5.0,1130
0,0,0.0,1131
6,6,6.0,1132
0,0,0.0,1133
0,0,0.0,1134
0,0,0.0,1135
9,9,9.0,1136
1,1,1.0,1137
11,11,11.0,1138
1,1,1.0,1139
20,20,20.0,1140
6,6,6.0,1141
1,1,1.0,1142
0,0,0.0,1143
14,14,14.0,1144
15,15,15.0,1145
7,7,7.0,1146
6,6,6.0,1147
5,5,5.0,1148
38,38,38.0,1149
8,8,8.0,1150
4,4,4.0,1151
13,13,13.0,1152
5,5,5.0,1153
30,30,30.0,1154
13,13,13.0,1155
8,8,8.0,1156
22,22,22.0,1157
12,12,12.0,1158
0,0,0.0,1159
0,0,0.0,1160
0,0,0.0,1161
4,4,4.0,1162
22,22,22.0,1163
0,0,0.0,1164
6,6,6.0,1165
2,2,2.0,1166
0,0,0.0,1167
6,6,6.0,1168
0,0,0.0,1169
3,3,3.0,1170
6,6,6.0,1171
4,4,4.0,1172
8,8,8.0,1173
3,3,3.0,1174
0,0,0.0,1175
6,6,6.0,1176
8,8,8.0,1177
0,0,0.0,1178
1,1,1.0,1179
11,11,11.0,1180
9,9,9.0,1181
3,3,3.0,1182
7,7,7.0,1183
6,6,6.0,1184
5,5,5.0,1185
24,24,24.0,1186
14,14,14.0,1187
1,1,1.0,1188
1,1,1.0,1189
0,0,0.0,1190
0,0,0.0,1191
29,29,29.0,1192
1,1,1.0,1193
29,29,29.0,1194
15,15,15.0,1195
19,19,19.0,1196
9,9,9.0,1197
6,6,6.0,1198
21,21,21.0,1199
20,20,20.0,1200
27,27,27.0,1201
6,6,6.0,1202
0,0,0.0,1203
0,0,0.0,1204
0,0,0.0,1205
20,20,20.0,1206
6,6,6.0,1207
15,15,15.0,1208
10,10,10.0,1209
4,4,4.0,1210
6,6,6.0,1211
3,3,3.0,1212
0,0,0.0,1213
2,2,2.0,1214
7,7,7.0,1215
3,3,3.0,1216
11,11,11.0,1217
6,6,6.0,1218
13,13,13.0,1219
2,2,2.0,1220
0,0,0.0,1221
26,26,26.0,1222
0,0,0.0,1223
18,18,18.0,1224
20,20,20.0,1225
6,6,6.0,1226
16,16,16.0,1227
7,7,7.0,1228
0,0,0.0,1229
0,0,0.0,1230
12,12,12.0,1231
11,11,11.0,1232
0,0,0.0,1233
10,10,10.0,1234
4,4,4.0,1235
10,10,10.0,1236
24,24,24.0,1237
0,0,0.0,1238
8,8,8.0,1239
21,21,21.0,1240
1,1,1.0,1241
25,25,25.0,1242
40,40,40.0,1243
0,0,0.0,1244
0,0,0.0,1245
0,0,0.0,1246
8,8,8.0,1247
0,0,0.0,1248
15,15,15.0,1249
0,0,0.0,1250
14,14,14.0,1251
6,6,6.0,1252
17,17,17.0,1253
31,31,31.0,1254
12,12,12.0,1255
21,21,21.0,1256
21,21,21.0,1257
7,7,7.0,1258
4,4,4.0,1259
17,17,17.0,1260
12,12,12.0,1261
3,3,3.0,1262
5,5,5.0,1263
31,31,31.0,1264
17,17,17.0,1265
4,4,4.0,1266
0,0,0.0,1267
9,9,9.0,1268
7,7,7.0,1269
17,17,17.0,1270
5,5,5.0,1271
14,14,14.0,1272
21,21,21.0,1273
2,2,2.0,1274
13,13,13.0,1275
0,0,0.0,1276
0,0,0.0,1277
0,0,0.0,1278
4,4,4.0,1279
0,0,0.0,1280
0,0,0.0,1281
0,0,0.0,1282
16,16,16.0,1283
19,19,19.0,1284
1,1,1.0,1285
3,3,3.0,1286
26,26,26.0,1287
0,0,0.0,1288
22,22,22.0,1289
11,11,11.0,1290
8,8,8.0,1291
1,1,1.0,1292
81,81,81.0,1293
10,10,10.0,1294
20,20,20.0,1295
6,6,6.0,1296
6,6,6.0,1297
9,9,9.0,1298
0,0,0.0,1299
9,9,9.0,1300
13,13,13.0,1301
16,16,16.0,1302
0,0,0.0,1303
0,0,0.0,1304
29,29,29.0,1305
10,10,10.0,1306
9,9,9.0,1307
5,5,5.0,1308
10,10,10.0,1309
4,4,4.0,1310
0,0,0.0,1311
5,5,5.0,1312
4,4,4.0,1313
8,8,8.0,1314
13,13,13.0,1315
7,7,7.0,1316
0,0,0.0,1317
3,3,3.0,1318
7,7,7.0,1319
1,1,1.0,1320
11,11,11.0,1321
0,0,0.0,1322
0,0,0.0,1323
4,4,4.0,1324
10,10,10.0,1325
0,0,0.0,1326
0,0,0.0,1327
9,9,9.0,1328
17,17,17.0,1329
1,1,1.0,1330
0,0,0.0,1331
5,5,5.0,1332
9,9,9.0,1333
11,11,11.0,1334
11,11,11.0,1335
0,0,0.0,1336
13,13,13.0,1337
28,28,28.0,1338
4,4,4.0,1339
0,0,0.0,1340
4,4,4.0,1341
21,21,21.0,1342
14,14,14.0,1343
2,2,2.0,1344
3,3,3.0,1345
0,0,0.0,1346
6,6,6.0,1347
1,1,1.0,1348
27,27,27.0,1349
4,4,4.0,1350
1,1,1.0,1351
20,20,20.0,1352
2,2,2.0,1353
10,10,10.0,1354
0,0,0.0,1355
9,9,9.0,1356
15,15,15.0,1357
