d_idle_0,sum_d_idle,mean_d_idle,ep
2,2,2.0,166
4,4,4.0,167
20,20,20.0,168
8,8,8.0,169
12,12,12.0,170
3,3,3.0,171
5,5,5.0,172
22,22,22.0,173
5,5,5.0,174
13,13,13.0,175
8,8,8.0,176
0,0,0.0,177
15,15,15.0,178
1,1,1.0,179
4,4,4.0,180
8,8,8.0,181
6,6,6.0,182
20,20,20.0,183
35,35,35.0,184
13,13,13.0,185
36,36,36.0,186
7,7,7.0,187
25,25,25.0,188
0,0,0.0,189
0,0,0.0,190
21,21,21.0,191
2,2,2.0,192
14,14,14.0,193
0,0,0.0,194
7,7,7.0,195
18,18,18.0,196
11,11,11.0,197
0,0,0.0,198
0,0,0.0,199
18,18,18.0,200
0,0,0.0,201
0,0,0.0,202
15,15,15.0,203
15,15,15.0,204
0,0,0.0,205
13,13,13.0,206
28,28,28.0,207
14,14,14.0,208
5,5,5.0,209
5,5,5.0,210
12,12,12.0,211
2,2,2.0,212
0,0,0.0,213
3,3,3.0,214
6,6,6.0,215
3,3,3.0,216
4,4,4.0,217
1,1,1.0,218
6,6,6.0,219
0,0,0.0,220
0,0,0.0,221
16,16,16.0,222
22,22,22.0,223
13,13,13.0,224
11,11,11.0,225
8,8,8.0,226
15,15,15.0,227
7,7,7.0,228
22,22,22.0,229
11,11,11.0,230
16,16,16.0,231
4,4,4.0,232
13,13,13.0,233
8,8,8.0,234
0,0,0.0,235
3,3,3.0,236
11,11,11.0,237
4,4,4.0,238
0,0,0.0,239
0,0,0.0,240
6,6,6.0,241
1,1,1.0,242
10,10,10.0,243
6,6,6.0,244
2,2,2.0,245
1,1,1.0,246
2,2,2.0,247
28,28,28.0,248
0,0,0.0,249
4,4,4.0,250
0,0,0.0,251
8,8,8.0,252
21,21,21.0,253
0,0,0.0,254
7,7,7.0,255
13,13,13.0,256
10,10,10.0,257
30,30,30.0,258
6,6,6.0,259
0,0,0.0,260
3,3,3.0,261
20,20,20.0,262
0,0,0.0,263
18,18,18.0,264
6,6,6.0,265
17,17,17.0,266
16,16,16.0,267
7,7,7.0,268
7,7,7.0,269
6,6,6.0,270
22,22,22.0,271
6,6,6.0,272
5,5,5.0,273
4,4,4.0,274
10,10,10.0,275
22,22,22.0,276
16,16,16.0,277
6,6,6.0,278
9,9,9.0,279
0,0,0.0,280
8,8,8.0,281
5,5,5.0,282
1,1,1.0,283
2,2,2.0,284
0,0,0.0,285
4,4,4.0,286
0,0,0.0,287
1,1,1.0,288
22,22,22.0,289
21,21,21.0,290
0,0,0.0,291
12,12,12.0,292
30,30,30.0,293
9,9,9.0,294
13,13,13.0,295
27,27,27.0,296
11,11,11.0,297
17,17,17.0,298
2,2,2.0,299
0,0,0.0,300
8,8,8.0,301
0,0,0.0,302
18,18,18.0,303
0,0,0.0,304
14,14,14.0,305
3,3,3.0,306
17,17,17.0,307
9,9,9.0,308
0,0,0.0,309
0,0,0.0,310
10,10,10.0,311
3,3,3.0,312
19,19,19.0,313
19,19,19.0,314
20,20,20.0,315
0,0,0.0,316
17,17,17.0,317
4,4,4.0,318
20,20,20.0,319
7,7,7.0,320
4,4,4.0,321
4,4,4.0,322
6,6,6.0,323
16,16,16.0,324
16,16,16.0,325
16,16,16.0,326
10,10,10.0,327
7,7,7.0,328
1,1,1.0,329
21,21,21.0,330
5,5,5.0,331
6,6,6.0,332
9,9,9.0,333
6,6,6.0,334
28,28,28.0,335
0,0,0.0,336
4,4,4.0,337
9,9,9.0,338
5,5,5.0,339
13,13,13.0,340
6,6,6.0,341
0,0,0.0,342
17,17,17.0,343
19,19,19.0,344
25,25,25.0,345
6,6,6.0,346
13,13,13.0,347
0,0,0.0,348
2,2,2.0,349
2,2,2.0,350
19,19,19.0,351
0,0,0.0,352
2,2,2.0,353
0,0,0.0,354
15,15,15.0,355
13,13,13.0,356
2,2,2.0,357
0,0,0.0,358
17,17,17.0,359
17,17,17.0,360
4,4,4.0,361
1,1,1.0,362
19,19,19.0,363
4,4,4.0,364
14,14,14.0,365
12,12,12.0,366
10,10,10.0,367
3,3,3.0,368
4,4,4.0,369
0,0,0.0,370
1,1,1.0,371
33,33,33.0,372
13,13,13.0,373
3,3,3.0,374
5,5,5.0,375
7,7,7.0,376
21,21,21.0,377
13,13,13.0,378
4,4,4.0,379
3,3,3.0,380
27,27,27.0,381
16,16,16.0,382
4,4,4.0,383
2,2,2.0,384
18,18,18.0,385
3,3,3.0,386
10,10,10.0,387
0,0,0.0,388
4,4,4.0,389
0,0,0.0,390
10,10,10.0,391
1,1,1.0,392
14,14,14.0,393
4,4,4.0,394
9,9,9.0,395
20,20,20.0,396
6,6,6.0,397
5,5,5.0,398
9,9,9.0,399
1,1,1.0,400
0,0,0.0,401
14,14,14.0,402
16,16,16.0,403
16,16,16.0,404
0,0,0.0,405
0,0,0.0,406
11,11,11.0,407
10,10,10.0,408
24,24,24.0,409
6,6,6.0,410
13,13,13.0,411
6,6,6.0,412
4,4,4.0,413
6,6,6.0,414
12,12,12.0,415
7,7,7.0,416
18,18,18.0,417
2,2,2.0,418
5,5,5.0,419
23,23,23.0,420
0,0,0.0,421
3,3,3.0,422
7,7,7.0,423
4,4,4.0,424
0,0,0.0,425
7,7,7.0,426
0,0,0.0,427
0,0,0.0,428
0,0,0.0,429
10,10,10.0,430
4,4,4.0,431
6,6,6.0,432
10,10,10.0,433
3,3,3.0,434
6,6,6.0,435
8,8,8.0,436
9,9,9.0,437
4,4,4.0,438
13,13,13.0,439
23,23,23.0,440
0,0,0.0,441
20,20,20.0,442
1,1,1.0,443
2,2,2.0,444
7,7,7.0,445
2,2,2.0,446
9,9,9.0,447
0,0,0.0,448
7,7,7.0,449
9,9,9.0,450
0,0,0.0,451
14,14,14.0,452
22,22,22.0,453
17,17,17.0,454
3,3,3.0,455
3,3,3.0,456
2,2,2.0,457
7,7,7.0,458
17,17,17.0,459
2,2,2.0,460
2,2,2.0,461
0,0,0.0,462
2,2,2.0,463
0,0,0.0,464
10,10,10.0,465
4,4,4.0,466
0,0,0.0,467
1,1,1.0,468
29,29,29.0,469
11,11,11.0,470
3,3,3.0,471
0,0,0.0,472
4,4,4.0,473
10,10,10.0,474
2,2,2.0,475
47,47,47.0,476
5,5,5.0,477
2,2,2.0,478
0,0,0.0,479
0,0,0.0,480
5,5,5.0,481
0,0,0.0,482
6,6,6.0,483
1,1,1.0,484
3,3,3.0,485
7,7,7.0,486
0,0,0.0,487
2,2,2.0,488
0,0,0.0,489
18,18,18.0,490
22,22,22.0,491
16,16,16.0,492
7,7,7.0,493
24,24,24.0,494
0,0,0.0,495
1,1,1.0,496
5,5,5.0,497
2,2,2.0,498
2,2,2.0,499
0,0,0.0,500
0,0,0.0,501
20,20,20.0,502
14,14,14.0,503
2,2,2.0,504
5,5,5.0,505
20,20,20.0,506
25,25,25.0,507
27,27,27.0,508
0,0,0.0,509
5,5,5.0,510
3,3,3.0,511
8,8,8.0,512
1,1,1.0,513
16,16,16.0,514
0,0,0.0,515
0,0,0.0,516
11,11,11.0,517
7,7,7.0,518
4,4,4.0,519
10,10,10.0,520
0,0,0.0,521
10,10,10.0,522
27,27,27.0,523
2,2,2.0,524
9,9,9.0,525
0,0,0.0,526
0,0,0.0,527
10,10,10.0,528
0,0,0.0,529
13,13,13.0,530
15,15,15.0,531
0,0,0.0,532
0,0,0.0,533
7,7,7.0,534
0,0,0.0,535
3,3,3.0,536
21,21,21.0,537
12,12,12.0,538
0,0,0.0,539
8,8,8.0,540
2,2,2.0,541
0,0,0.0,542
10,10,10.0,543
0,0,0.0,544
5,5,5.0,545
20,20,20.0,546
12,12,12.0,547
0,0,0.0,548
0,0,0.0,549
11,11,11.0,550
13,13,13.0,551
9,9,9.0,552
0,0,0.0,553
9,9,9.0,554
0,0,0.0,555
13,13,13.0,556
0,0,0.0,557
15,15,15.0,558
25,25,25.0,559
3,3,3.0,560
3,3,3.0,561
7,7,7.0,562
2,2,2.0,563
0,0,0.0,564
13,13,13.0,565
8,8,8.0,566
0,0,0.0,567
2,2,2.0,568
0,0,0.0,569
11,11,11.0,570
0,0,0.0,571
0,0,0.0,572
4,4,4.0,573
27,27,27.0,574
16,16,16.0,575
20,20,20.0,576
8,8,8.0,577
13,13,13.0,578
2,2,2.0,579
27,27,27.0,580
24,24,24.0,581
11,11,11.0,582
0,0,0.0,583
2,2,2.0,584
0,0,0.0,585
4,4,4.0,586
1,1,1.0,587
0,0,0.0,588
6,6,6.0,589
5,5,5.0,590
10,10,10.0,591
0,0,0.0,592
9,9,9.0,593
3,3,3.0,594
0,0,0.0,595
11,11,11.0,596
12,12,12.0,597
8,8,8.0,598
18,18,18.0,599
0,0,0.0,600
0,0,0.0,601
0,0,0.0,602
7,7,7.0,603
8,8,8.0,604
7,7,7.0,605
25,25,25.0,606
0,0,0.0,607
14,14,14.0,608
19,19,19.0,609
5,5,5.0,610
9,9,9.0,611
4,4,4.0,612
16,16,16.0,613
17,17,17.0,614
17,17,17.0,615
1,1,1.0,616
1,1,1.0,617
1,1,1.0,618
0,0,0.0,619
36,36,36.0,620
13,13,13.0,621
4,4,4.0,622
12,12,12.0,623
0,0,0.0,624
9,9,9.0,625
4,4,4.0,626
10,10,10.0,627
0,0,0.0,628
13,13,13.0,629
0,0,0.0,630
17,17,17.0,631
0,0,0.0,632
19,19,19.0,633
8,8,8.0,634
13,13,13.0,635
0,0,0.0,636
3,3,3.0,637
13,13,13.0,638
14,14,14.0,639
6,6,6.0,640
1,1,1.0,641
2,2,2.0,642
5,5,5.0,643
8,8,8.0,644
21,21,21.0,645
13,13,13.0,646
8,8,8.0,647
32,32,32.0,648
14,14,14.0,649
17,17,17.0,650
37,37,37.0,651
3,3,3.0,652
4,4,4.0,653
0,0,0.0,654
1,1,1.0,655
6,6,6.0,656
11,11,11.0,657
8,8,8.0,658
0,0,0.0,659
11,11,11.0,660
0,0,0.0,661
10,10,10.0,662
0,0,0.0,663
5,5,5.0,664
0,0,0.0,665
0,0,0.0,666
18,18,18.0,667
7,7,7.0,668
0,0,0.0,669
0,0,0.0,670
14,14,14.0,671
2,2,2.0,672
1,1,1.0,673
3,3,3.0,674
4,4,4.0,675
12,12,12.0,676
11,11,11.0,677
4,4,4.0,678
8,8,8.0,679
27,27,27.0,680
7,7,7.0,681
12,12,12.0,682
12,12,12.0,683
12,12,12.0,684
0,0,0.0,685
0,0,0.0,686
2,2,2.0,687
18,18,18.0,688
0,0,0.0,689
7,7,7.0,690
4,4,4.0,691
2,2,2.0,692
4,4,4.0,693
8,8,8.0,694
11,11,11.0,695
4,4,4.0,696
3,3,3.0,697
13,13,13.0,698
2,2,2.0,699
6,6,6.0,700
0,0,0.0,701
2,2,2.0,702
7,7,7.0,703
0,0,0.0,704
12,12,12.0,705
12,12,12.0,706
19,19,19.0,707
0,0,0.0,708
0,0,0.0,709
4,4,4.0,710
3,3,3.0,711
0,0,0.0,712
1,1,1.0,713
0,0,0.0,714
0,0,0.0,715
29,29,29.0,716
6,6,6.0,717
3,3,3.0,718
0,0,0.0,719
6,6,6.0,720
19,19,19.0,721
1,1,1.0,722
8,8,8.0,723
6,6,6.0,724
4,4,4.0,725
23,23,23.0,726
3,3,3.0,727
3,3,3.0,728
4,4,4.0,729
6,6,6.0,730
14,14,14.0,731
16,16,16.0,732
20,20,20.0,733
0,0,0.0,734
10,10,10.0,735
6,6,6.0,736
3,3,3.0,737
28,28,28.0,738
4,4,4.0,739
10,10,10.0,740
6,6,6.0,741
0,0,0.0,742
17,17,17.0,743
14,14,14.0,744
0,0,0.0,745
22,22,22.0,746
5,5,5.0,747
4,4,4.0,748
1,1,1.0,749
0,0,0.0,750
4,4,4.0,751
11,11,11.0,752
31,31,31.0,753
8,8,8.0,754
6,6,6.0,755
7,7,7.0,756
0,0,0.0,757
8,8,8.0,758
9,9,9.0,759
21,21,21.0,760
5,5,5.0,761
4,4,4.0,762
6,6,6.0,763
3,3,3.0,764
0,0,0.0,765
21,21,21.0,766
13,13,13.0,767
1,1,1.0,768
22,22,22.0,769
7,7,7.0,770
7,7,7.0,771
13,13,13.0,772
29,29,29.0,773
15,15,15.0,774
12,12,12.0,775
8,8,8.0,776
0,0,0.0,777
2,2,2.0,778
34,34,34.0,779
8,8,8.0,780
12,12,12.0,781
9,9,9.0,782
1,1,1.0,783
0,0,0.0,784
3,3,3.0,785
9,9,9.0,786
3,3,3.0,787
13,13,13.0,788
6,6,6.0,789
0,0,0.0,790
12,12,12.0,791
4,4,4.0,792
24,24,24.0,793
0,0,0.0,794
3,3,3.0,795
5,5,5.0,796
14,14,14.0,797
11,11,11.0,798
14,14,14.0,799
21,21,21.0,800
0,0,0.0,801
0,0,0.0,802
2,2,2.0,803
1,1,1.0,804
14,14,14.0,805
0,0,0.0,806
7,7,7.0,807
6,6,6.0,808
4,4,4.0,809
16,16,16.0,810
5,5,5.0,811
14,14,14.0,812
0,0,0.0,813
19,19,19.0,814
13,13,13.0,815
5,5,5.0,816
0,0,0.0,817
2,2,2.0,818
29,29,29.0,819
19,19,19.0,820
12,12,12.0,821
0,0,0.0,822
8,8,8.0,823
8,8,8.0,824
1,1,1.0,825
4,4,4.0,826
19,19,19.0,827
0,0,0.0,828
2,2,2.0,829
11,11,11.0,830
1,1,1.0,831
8,8,8.0,832
22,22,22.0,833
12,12,12.0,834
50,50,50.0,835
34,34,34.0,836
9,9,9.0,837
0,0,0.0,838
5,5,5.0,839
0,0,0.0,840
5,5,5.0,841
16,16,16.0,842
26,26,26.0,843
7,7,7.0,844
5,5,5.0,845
13,13,13.0,846
0,0,0.0,847
16,16,16.0,848
6,6,6.0,849
7,7,7.0,850
14,14,14.0,851
23,23,23.0,852
2,2,2.0,853
4,4,4.0,854
11,11,11.0,855
6,6,6.0,856
7,7,7.0,857
6,6,6.0,858
12,12,12.0,859
5,5,5.0,860
10,10,10.0,861
3,3,3.0,862
4,4,4.0,863
0,0,0.0,864
0,0,0.0,865
9,9,9.0,866
6,6,6.0,867
11,11,11.0,868
0,0,0.0,869
20,20,20.0,870
12,12,12.0,871
16,16,16.0,872
6,6,6.0,873
16,16,16.0,874
24,24,24.0,875
0,0,0.0,876
0,0,0.0,877
16,16,16.0,878
3,3,3.0,879
4,4,4.0,880
3,3,3.0,881
0,0,0.0,882
9,9,9.0,883
7,7,7.0,884
0,0,0.0,885
7,7,7.0,886
17,17,17.0,887
14,14,14.0,888
12,12,12.0,889
14,14,14.0,890
14,14,14.0,891
6,6,6.0,892
0,0,0.0,893
0,0,0.0,894
9,9,9.0,895
33,33,33.0,896
18,18,18.0,897
14,14,14.0,898
7,7,7.0,899
12,12,12.0,900
19,19,19.0,901
0,0,0.0,902
0,0,0.0,903
28,28,28.0,904
18,18,18.0,905
0,0,0.0,906
14,14,14.0,907
19,19,19.0,908
0,0,0.0,909
25,25,25.0,910
2,2,2.0,911
4,4,4.0,912
22,22,22.0,913
13,13,13.0,914
9,9,9.0,915
4,4,4.0,916
6,6,6.0,917
0,0,0.0,918
18,18,18.0,919
33,33,33.0,920
12,12,12.0,921
9,9,9.0,922
8,8,8.0,923
0,0,0.0,924
0,0,0.0,925
11,11,11.0,926
6,6,6.0,927
15,15,15.0,928
4,4,4.0,929
1,1,1.0,930
30,30,30.0,931
6,6,6.0,932
4,4,4.0,933
6,6,6.0,934
3,3,3.0,935
14,14,14.0,936
4,4,4.0,937
17,17,17.0,938
6,6,6.0,939
0,0,0.0,940
5,5,5.0,941
0,0,0.0,942
0,0,0.0,943
7,7,7.0,944
5,5,5.0,945
2,2,2.0,946
27,27,27.0,947
12,12,12.0,948
0,0,0.0,949
8,8,8.0,950
4,4,4.0,951
21,21,21.0,952
16,16,16.0,953
26,26,26.0,954
3,3,3.0,955
11,11,11.0,956
16,16,16.0,957
5,5,5.0,958
0,0,0.0,959
8,8,8.0,960
14,14,14.0,961
2,2,2.0,962
4,4,4.0,963
22,22,22.0,964
9,9,9.0,965
5,5,5.0,966
4,4,4.0,967
16,16,16.0,968
10,10,10.0,969
17,17,17.0,970
0,0,0.0,971
14,14,14.0,972
0,0,0.0,973
3,3,3.0,974
11,11,11.0,975
7,7,7.0,976
0,0,0.0,977
0,0,0.0,978
11,11,11.0,979
0,0,0.0,980
1,1,1.0,981
4,4,4.0,982
10,10,10.0,983
0,0,0.0,984
16,16,16.0,985
15,15,15.0,986
8,8,8.0,987
0,0,0.0,988
6,6,6.0,989
7,7,7.0,990
3,3,3.0,991
7,7,7.0,992
4,4,4.0,993
0,0,0.0,994
15,15,15.0,995
0,0,0.0,996
0,0,0.0,997
8,8,8.0,998
0,0,0.0,999
1,1,1.0,1000
3,3,3.0,1001
13,13,13.0,1002
0,0,0.0,1003
2,2,2.0,1004
0,0,0.0,1005
0,0,0.0,1006
0,0,0.0,1007
8,8,8.0,1008
18,18,18.0,1009
2,2,2.0,1010
0,0,0.0,1011
20,20,20.0,1012
4,4,4.0,1013
2,2,2.0,1014
6,6,6.0,1015
1,1,1.0,1016
2,2,2.0,1017
6,6,6.0,1018
6,6,6.0,1019
0,0,0.0,1020
0,0,0.0,1021
4,4,4.0,1022
5,5,5.0,1023
7,7,7.0,1024
12,12,12.0,1025
6,6,6.0,1026
5,5,5.0,1027
16,16,16.0,1028
16,16,16.0,1029
0,0,0.0,1030
6,6,6.0,1031
15,15,15.0,1032
5,5,5.0,1033
3,3,3.0,1034
4,4,4.0,1035
4,4,4.0,1036
11,11,11.0,1037
10,10,10.0,1038
0,0,0.0,1039
9,9,9.0,1040
0,0,0.0,1041
0,0,0.0,1042
2,2,2.0,1043
3,3,3.0,1044
11,11,11.0,1045
18,18,18.0,1046
0,0,0.0,1047
0,0,0.0,1048
8,8,8.0,1049
9,9,9.0,1050
1,1,1.0,1051
17,17,17.0,1052
0,0,0.0,1053
0,0,0.0,1054
1,1,1.0,1055
7,7,7.0,1056
4,4,4.0,1057
3,3,3.0,1058
27,27,27.0,1059
0,0,0.0,1060
2,2,2.0,1061
0,0,0.0,1062
0,0,0.0,1063
6,6,6.0,1064
16,16,16.0,1065
0,0,0.0,1066
0,0,0.0,1067
12,12,12.0,1068
15,15,15.0,1069
25,25,25.0,1070
8,8,8.0,1071
11,11,11.0,1072
0,0,0.0,1073
6,6,6.0,1074
12,12,12.0,1075
14,14,14.0,1076
0,0,0.0,1077
1,1,1.0,1078
3,3,3.0,1079
8,8,8.0,1080
0,0,0.0,1081
3,3,3.0,1082
3,3,3.0,1083
0,0,0.0,1084
0,0,0.0,1085
10,10,10.0,1086
0,0,0.0,1087
1,1,1.0,1088
0,0,0.0,1089
3,3,3.0,1090
24,24,24.0,1091
36,36,36.0,1092
0,0,0.0,1093
5,5,5.0,1094
13,13,13.0,1095
5,5,5.0,1096
0,0,0.0,1097
0,0,0.0,1098
3,3,3.0,1099
7,7,7.0,1100
8,8,8.0,1101
11,11,11.0,1102
5,5,5.0,1103
2,2,2.0,1104
12,12,12.0,1105
5,5,5.0,1106
7,7,7.0,1107
0,0,0.0,1108
0,0,0.0,1109
16,16,16.0,1110
19,19,19.0,1111
31,31,31.0,1112
21,21,21.0,1113
10,10,10.0,1114
34,34,34.0,1115
8,8,8.0,1116
8,8,8.0,1117
9,9,9.0,1118
13,13,13.0,1119
10,10,10.0,1120
7,7,7.0,1121
2,2,2.0,1122
4,4,4.0,1123
0,0,0.0,1124
22,22,22.0,1125
0,0,0.0,1126
0,0,0.0,1127
14,14,14.0,1128
7,7,7.0,1129
0,0,0.0,1130
0,0,0.0,1131
0,0,0.0,1132
0,0,0.0,1133
15,15,15.0,1134
19,19,19.0,1135
15,15,15.0,1136
4,4,4.0,1137
0,0,0.0,1138
0,0,0.0,1139
12,12,12.0,1140
11,11,11.0,1141
12,12,12.0,1142
23,23,23.0,1143
11,11,11.0,1144
6,6,6.0,1145
6,6,6.0,1146
7,7,7.0,1147
12,12,12.0,1148
2,2,2.0,1149
9,9,9.0,1150
10,10,10.0,1151
0,0,0.0,1152
0,0,0.0,1153
0,0,0.0,1154
2,2,2.0,1155
12,12,12.0,1156
0,0,0.0,1157
8,8,8.0,1158
16,16,16.0,1159
6,6,6.0,1160
0,0,0.0,1161
3,3,3.0,1162
12,12,12.0,1163
21,21,21.0,1164
18,18,18.0,1165
0,0,0.0,1166
8,8,8.0,1167
7,7,7.0,1168
0,0,0.0,1169
13,13,13.0,1170
6,6,6.0,1171
9,9,9.0,1172
0,0,0.0,1173
11,11,11.0,1174
3,3,3.0,1175
3,3,3.0,1176
6,6,6.0,1177
13,13,13.0,1178
18,18,18.0,1179
10,10,10.0,1180
0,0,0.0,1181
8,8,8.0,1182
0,0,0.0,1183
9,9,9.0,1184
6,6,6.0,1185
0,0,0.0,1186
14,14,14.0,1187
1,1,1.0,1188
3,3,3.0,1189
5,5,5.0,1190
0,0,0.0,1191
16,16,16.0,1192
3,3,3.0,1193
7,7,7.0,1194
9,9,9.0,1195
5,5,5.0,1196
8,8,8.0,1197
6,6,6.0,1198
0,0,0.0,1199
0,0,0.0,1200
0,0,0.0,1201
0,0,0.0,1202
4,4,4.0,1203
2,2,2.0,1204
6,6,6.0,1205
24,24,24.0,1206
10,10,10.0,1207
0,0,0.0,1208
11,11,11.0,1209
3,3,3.0,1210
13,13,13.0,1211
8,8,8.0,1212
0,0,0.0,1213
23,23,23.0,1214
0,0,0.0,1215
17,17,17.0,1216
4,4,4.0,1217
22,22,22.0,1218
4,4,4.0,1219
3,3,3.0,1220
1,1,1.0,1221
9,9,9.0,1222
18,18,18.0,1223
3,3,3.0,1224
10,10,10.0,1225
32,32,32.0,1226
8,8,8.0,1227
8,8,8.0,1228
12,12,12.0,1229
16,16,16.0,1230
0,0,0.0,1231
19,19,19.0,1232
0,0,0.0,1233
32,32,32.0,1234
11,11,11.0,1235
5,5,5.0,1236
11,11,11.0,1237
17,17,17.0,1238
20,20,20.0,1239
10,10,10.0,1240
4,4,4.0,1241
10,10,10.0,1242
6,6,6.0,1243
0,0,0.0,1244
7,7,7.0,1245
5,5,5.0,1246
6,6,6.0,1247
0,0,0.0,1248
4,4,4.0,1249
2,2,2.0,1250
4,4,4.0,1251
16,16,16.0,1252
1,1,1.0,1253
0,0,0.0,1254
6,6,6.0,1255
8,8,8.0,1256
22,22,22.0,1257
10,10,10.0,1258
19,19,19.0,1259
25,25,25.0,1260
1,1,1.0,1261
3,3,3.0,1262
0,0,0.0,1263
14,14,14.0,1264
0,0,0.0,1265
13,13,13.0,1266
17,17,17.0,1267
0,0,0.0,1268
8,8,8.0,1269
10,10,10.0,1270
0,0,0.0,1271
14,14,14.0,1272
9,9,9.0,1273
3,3,3.0,1274
0,0,0.0,1275
3,3,3.0,1276
29,29,29.0,1277
14,14,14.0,1278
15,15,15.0,1279
11,11,11.0,1280
2,2,2.0,1281
6,6,6.0,1282
1,1,1.0,1283
0,0,0.0,1284
9,9,9.0,1285
11,11,11.0,1286
0,0,0.0,1287
0,0,0.0,1288
0,0,0.0,1289
1,1,1.0,1290
21,21,21.0,1291
0,0,0.0,1292
3,3,3.0,1293
14,14,14.0,1294
11,11,11.0,1295
1,1,1.0,1296
25,25,25.0,1297
6,6,6.0,1298
0,0,0.0,1299
27,27,27.0,1300
20,20,20.0,1301
3,3,3.0,1302
17,17,17.0,1303
12,12,12.0,1304
6,6,6.0,1305
0,0,0.0,1306
14,14,14.0,1307
15,15,15.0,1308
12,12,12.0,1309
0,0,0.0,1310
19,19,19.0,1311
1,1,1.0,1312
21,21,21.0,1313
10,10,10.0,1314
2,2,2.0,1315
4,4,4.0,1316
2,2,2.0,1317
9,9,9.0,1318
14,14,14.0,1319
0,0,0.0,1320
1,1,1.0,1321
0,0,0.0,1322
6,6,6.0,1323
26,26,26.0,1324
3,3,3.0,1325
10,10,10.0,1326
7,7,7.0,1327
2,2,2.0,1328
0,0,0.0,1329
20,20,20.0,1330
4,4,4.0,1331
21,21,21.0,1332
10,10,10.0,1333
18,18,18.0,1334
12,12,12.0,1335
9,9,9.0,1336
9,9,9.0,1337
14,14,14.0,1338
12,12,12.0,1339
10,10,10.0,1340
29,29,29.0,1341
4,4,4.0,1342
0,0,0.0,1343
8,8,8.0,1344
7,7,7.0,1345
19,19,19.0,1346
1,1,1.0,1347
1,1,1.0,1348
2,2,2.0,1349
25,25,25.0,1350
28,28,28.0,1351
0,0,0.0,1352
8,8,8.0,1353
25,25,25.0,1354
22,22,22.0,1355
0,0,0.0,1356
10,10,10.0,1357
