d_idle_0,sum_d_idle,mean_d_idle,ep
3,3,3.0,373
0,0,0.0,374
0,0,0.0,375
10,10,10.0,376
1,1,1.0,377
21,21,21.0,378
4,4,4.0,379
3,3,3.0,380
2,2,2.0,381
4,4,4.0,382
15,15,15.0,383
5,5,5.0,384
14,14,14.0,385
9,9,9.0,386
9,9,9.0,387
0,0,0.0,388
25,25,25.0,389
0,0,0.0,390
9,9,9.0,391
9,9,9.0,392
5,5,5.0,393
26,26,26.0,394
8,8,8.0,395
14,14,14.0,396
0,0,0.0,397
16,16,16.0,398
2,2,2.0,399
7,7,7.0,400
8,8,8.0,401
20,20,20.0,402
0,0,0.0,403
11,11,11.0,404
8,8,8.0,405
19,19,19.0,406
4,4,4.0,407
22,22,22.0,408
19,19,19.0,409
13,13,13.0,410
4,4,4.0,411
18,18,18.0,412
6,6,6.0,413
4,4,4.0,414
15,15,15.0,415
19,19,19.0,416
2,2,2.0,417
19,19,19.0,418
0,0,0.0,419
14,14,14.0,420
7,7,7.0,421
10,10,10.0,422
4,4,4.0,423
3,3,3.0,424
4,4,4.0,425
5,5,5.0,426
13,13,13.0,427
6,6,6.0,428
15,15,15.0,429
7,7,7.0,430
0,0,0.0,431
4,4,4.0,432
10,10,10.0,433
28,28,28.0,434
8,8,8.0,435
6,6,6.0,436
27,27,27.0,437
9,9,9.0,438
11,11,11.0,439
5,5,5.0,440
12,12,12.0,441
17,17,17.0,442
0,0,0.0,443
22,22,22.0,444
17,17,17.0,445
0,0,0.0,446
13,13,13.0,447
12,12,12.0,448
0,0,0.0,449
3,3,3.0,450
4,4,4.0,451
10,10,10.0,452
7,7,7.0,453
13,13,13.0,454
14,14,14.0,455
24,24,24.0,456
0,0,0.0,457
28,28,28.0,458
4,4,4.0,459
0,0,0.0,460
12,12,12.0,461
1,1,1.0,462
19,19,19.0,463
15,15,15.0,464
3,3,3.0,465
5,5,5.0,466
20,20,20.0,467
6,6,6.0,468
0,0,0.0,469
6,6,6.0,470
2,2,2.0,471
0,0,0.0,472
0,0,0.0,473
9,9,9.0,474
17,17,17.0,475
0,0,0.0,476
8,8,8.0,477
0,0,0.0,478
24,24,24.0,479
7,7,7.0,480
14,14,14.0,481
2,2,2.0,482
3,3,3.0,483
0,0,0.0,484
11,11,11.0,485
0,0,0.0,486
0,0,0.0,487
2,2,2.0,488
0,0,0.0,489
4,4,4.0,490
0,0,0.0,491
3,3,3.0,492
4,4,4.0,493
1,1,1.0,494
14,14,14.0,495
13,13,13.0,496
14,14,14.0,497
3,3,3.0,498
4,4,4.0,499
6,6,6.0,500
0,0,0.0,501
8,8,8.0,502
5,5,5.0,503
19,19,19.0,504
16,16,16.0,505
29,29,29.0,506
2,2,2.0,507
0,0,0.0,508
14,14,14.0,509
2,2,2.0,510
9,9,9.0,511
0,0,0.0,512
8,8,8.0,513
6,6,6.0,514
8,8,8.0,515
6,6,6.0,516
4,4,4.0,517
13,13,13.0,518
4,4,4.0,519
16,16,16.0,520
3,3,3.0,521
22,22,22.0,522
16,16,16.0,523
11,11,11.0,524
30,30,30.0,525
7,7,7.0,526
1,1,1.0,527
12,12,12.0,528
7,7,7.0,529
19,19,19.0,530
28,28,28.0,531
8,8,8.0,532
8,8,8.0,533
13,13,13.0,534
2,2,2.0,535
0,0,0.0,536
21,21,21.0,537
1,1,1.0,538
11,11,11.0,539
11,11,11.0,540
0,0,0.0,541
38,38,38.0,542
1,1,1.0,543
3,3,3.0,544
0,0,0.0,545
3,3,3.0,546
8,8,8.0,547
3,3,3.0,548
1,1,1.0,549
15,15,15.0,550
9,9,9.0,551
26,26,26.0,552
1,1,1.0,553
0,0,0.0,554
18,18,18.0,555
15,15,15.0,556
12,12,12.0,557
16,16,16.0,558
12,12,12.0,559
2,2,2.0,560
13,13,13.0,561
13,13,13.0,562
17,17,17.0,563
14,14,14.0,564
1,1,1.0,565
11,11,11.0,566
43,43,43.0,567
6,6,6.0,568
2,2,2.0,569
14,14,14.0,570
15,15,15.0,571
0,0,0.0,572
0,0,0.0,573
9,9,9.0,574
19,19,19.0,575
19,19,19.0,576
18,18,18.0,577
6,6,6.0,578
7,7,7.0,579
32,32,32.0,580
2,2,2.0,581
16,16,16.0,582
28,28,28.0,583
28,28,28.0,584
15,15,15.0,585
20,20,20.0,586
8,8,8.0,587
9,9,9.0,588
13,13,13.0,589
0,0,0.0,590
3,3,3.0,591
16,16,16.0,592
8,8,8.0,593
16,16,16.0,594
9,9,9.0,595
6,6,6.0,596
3,3,3.0,597
18,18,18.0,598
4,4,4.0,599
4,4,4.0,600
13,13,13.0,601
12,12,12.0,602
27,27,27.0,603
0,0,0.0,604
13,13,13.0,605
9,9,9.0,606
4,4,4.0,607
0,0,0.0,608
0,0,0.0,609
14,14,14.0,610
5,5,5.0,611
22,22,22.0,612
11,11,11.0,613
25,25,25.0,614
5,5,5.0,615
1,1,1.0,616
0,0,0.0,617
20,20,20.0,618
0,0,0.0,619
12,12,12.0,620
6,6,6.0,621
8,8,8.0,622
12,12,12.0,623
11,11,11.0,624
0,0,0.0,625
1,1,1.0,626
0,0,0.0,627
0,0,0.0,628
32,32,32.0,629
16,16,16.0,630
22,22,22.0,631
8,8,8.0,632
23,23,23.0,633
0,0,0.0,634
16,16,16.0,635
31,31,31.0,636
11,11,11.0,637
28,28,28.0,638
10,10,10.0,639
6,6,6.0,640
0,0,0.0,641
7,7,7.0,642
10,10,10.0,643
1,1,1.0,644
0,0,0.0,645
16,16,16.0,646
0,0,0.0,647
5,5,5.0,648
0,0,0.0,649
3,3,3.0,650
18,18,18.0,651
10,10,10.0,652
13,13,13.0,653
9,9,9.0,654
6,6,6.0,655
31,31,31.0,656
12,12,12.0,657
4,4,4.0,658
0,0,0.0,659
9,9,9.0,660
14,14,14.0,661
21,21,21.0,662
0,0,0.0,663
21,21,21.0,664
19,19,19.0,665
0,0,0.0,666
16,16,16.0,667
5,5,5.0,668
15,15,15.0,669
2,2,2.0,670
2,2,2.0,671
9,9,9.0,672
27,27,27.0,673
22,22,22.0,674
0,0,0.0,675
24,24,24.0,676
0,0,0.0,677
5,5,5.0,678
0,0,0.0,679
3,3,3.0,680
6,6,6.0,681
18,18,18.0,682
0,0,0.0,683
4,4,4.0,684
12,12,12.0,685
0,0,0.0,686
12,12,12.0,687
7,7,7.0,688
19,19,19.0,689
17,17,17.0,690
5,5,5.0,691
0,0,0.0,692
8,8,8.0,693
0,0,0.0,694
0,0,0.0,695
0,0,0.0,696
15,15,15.0,697
33,33,33.0,698
10,10,10.0,699
7,7,7.0,700
0,0,0.0,701
10,10,10.0,702
16,16,16.0,703
6,6,6.0,704
15,15,15.0,705
0,0,0.0,706
7,7,7.0,707
12,12,12.0,708
17,17,17.0,709
9,9,9.0,710
7,7,7.0,711
7,7,7.0,712
9,9,9.0,713
2,2,2.0,714
19,19,19.0,715
1,1,1.0,716
0,0,0.0,717
40,40,40.0,718
6,6,6.0,719
6,6,6.0,720
3,3,3.0,721
4,4,4.0,722
1,1,1.0,723
13,13,13.0,724
4,4,4.0,725
12,12,12.0,726
35,35,35.0,727
3,3,3.0,728
22,22,22.0,729
0,0,0.0,730
14,14,14.0,731
14,14,14.0,732
6,6,6.0,733
9,9,9.0,734
1,1,1.0,735
3,3,3.0,736
5,5,5.0,737
22,22,22.0,738
12,12,12.0,739
3,3,3.0,740
8,8,8.0,741
7,7,7.0,742
4,4,4.0,743
4,4,4.0,744
15,15,15.0,745
10,10,10.0,746
3,3,3.0,747
0,0,0.0,748
12,12,12.0,749
9,9,9.0,750
12,12,12.0,751
3,3,3.0,752
11,11,11.0,753
5,5,5.0,754
16,16,16.0,755
15,15,15.0,756
13,13,13.0,757
0,0,0.0,758
37,37,37.0,759
4,4,4.0,760
0,0,0.0,761
11,11,11.0,762
6,6,6.0,763
1,1,1.0,764
0,0,0.0,765
6,6,6.0,766
9,9,9.0,767
8,8,8.0,768
17,17,17.0,769
7,7,7.0,770
45,45,45.0,771
0,0,0.0,772
20,20,20.0,773
13,13,13.0,774
18,18,18.0,775
24,24,24.0,776
13,13,13.0,777
0,0,0.0,778
20,20,20.0,779
23,23,23.0,780
2,2,2.0,781
1,1,1.0,782
7,7,7.0,783
16,16,16.0,784
0,0,0.0,785
19,19,19.0,786
13,13,13.0,787
0,0,0.0,788
0,0,0.0,789
5,5,5.0,790
5,5,5.0,791
21,21,21.0,792
3,3,3.0,793
11,11,11.0,794
0,0,0.0,795
6,6,6.0,796
0,0,0.0,797
16,16,16.0,798
6,6,6.0,799
0,0,0.0,800
10,10,10.0,801
12,12,12.0,802
6,6,6.0,803
15,15,15.0,804
7,7,7.0,805
0,0,0.0,806
15,15,15.0,807
8,8,8.0,808
9,9,9.0,809
14,14,14.0,810
12,12,12.0,811
1,1,1.0,812
0,0,0.0,813
2,2,2.0,814
7,7,7.0,815
11,11,11.0,816
0,0,0.0,817
0,0,0.0,818
19,19,19.0,819
9,9,9.0,820
3,3,3.0,821
9,9,9.0,822
0,0,0.0,823
0,0,0.0,824
11,11,11.0,825
5,5,5.0,826
3,3,3.0,827
2,2,2.0,828
5,5,5.0,829
26,26,26.0,830
5,5,5.0,831
8,8,8.0,832
3,3,3.0,833
6,6,6.0,834
0,0,0.0,835
7,7,7.0,836
19,19,19.0,837
24,24,24.0,838
15,15,15.0,839
11,11,11.0,840
0,0,0.0,841
2,2,2.0,842
25,25,25.0,843
0,0,0.0,844
2,2,2.0,845
10,10,10.0,846
5,5,5.0,847
5,5,5.0,848
0,0,0.0,849
12,12,12.0,850
6,6,6.0,851
2,2,2.0,852
0,0,0.0,853
6,6,6.0,854
13,13,13.0,855
12,12,12.0,856
9,9,9.0,857
0,0,0.0,858
6,6,6.0,859
2,2,2.0,860
17,17,17.0,861
5,5,5.0,862
23,23,23.0,863
15,15,15.0,864
11,11,11.0,865
6,6,6.0,866
2,2,2.0,867
12,12,12.0,868
16,16,16.0,869
5,5,5.0,870
0,0,0.0,871
6,6,6.0,872
6,6,6.0,873
1,1,1.0,874
14,14,14.0,875
14,14,14.0,876
4,4,4.0,877
6,6,6.0,878
10,10,10.0,879
0,0,0.0,880
5,5,5.0,881
7,7,7.0,882
10,10,10.0,883
0,0,0.0,884
8,8,8.0,885
5,5,5.0,886
0,0,0.0,887
11,11,11.0,888
7,7,7.0,889
16,16,16.0,890
13,13,13.0,891
15,15,15.0,892
2,2,2.0,893
0,0,0.0,894
3,3,3.0,895
11,11,11.0,896
6,6,6.0,897
15,15,15.0,898
6,6,6.0,899
1,1,1.0,900
0,0,0.0,901
3,3,3.0,902
10,10,10.0,903
12,12,12.0,904
4,4,4.0,905
4,4,4.0,906
0,0,0.0,907
0,0,0.0,908
8,8,8.0,909
25,25,25.0,910
31,31,31.0,911
2,2,2.0,912
7,7,7.0,913
0,0,0.0,914
0,0,0.0,915
5,5,5.0,916
8,8,8.0,917
0,0,0.0,918
8,8,8.0,919
6,6,6.0,920
9,9,9.0,921
3,3,3.0,922
0,0,0.0,923
5,5,5.0,924
7,7,7.0,925
11,11,11.0,926
10,10,10.0,927
2,2,2.0,928
17,17,17.0,929
2,2,2.0,930
6,6,6.0,931
4,4,4.0,932
1,1,1.0,933
24,24,24.0,934
6,6,6.0,935
19,19,19.0,936
3,3,3.0,937
21,21,21.0,938
5,5,5.0,939
6,6,6.0,940
9,9,9.0,941
9,9,9.0,942
3,3,3.0,943
11,11,11.0,944
16,16,16.0,945
3,3,3.0,946
19,19,19.0,947
0,0,0.0,948
17,17,17.0,949
1,1,1.0,950
0,0,0.0,951
17,17,17.0,952
18,18,18.0,953
22,22,22.0,954
10,10,10.0,955
7,7,7.0,956
8,8,8.0,957
11,11,11.0,958
1,1,1.0,959
0,0,0.0,960
5,5,5.0,961
10,10,10.0,962
16,16,16.0,963
10,10,10.0,964
9,9,9.0,965
1,1,1.0,966
12,12,12.0,967
2,2,2.0,968
12,12,12.0,969
4,4,4.0,970
11,11,11.0,971
0,0,0.0,972
4,4,4.0,973
11,11,11.0,974
12,12,12.0,975
26,26,26.0,976
2,2,2.0,977
33,33,33.0,978
13,13,13.0,979
6,6,6.0,980
1,1,1.0,981
6,6,6.0,982
18,18,18.0,983
19,19,19.0,984
9,9,9.0,985
15,15,15.0,986
23,23,23.0,987
16,16,16.0,988
0,0,0.0,989
0,0,0.0,990
34,34,34.0,991
4,4,4.0,992
6,6,6.0,993
17,17,17.0,994
9,9,9.0,995
3,3,3.0,996
3,3,3.0,997
3,3,3.0,998
0,0,0.0,999
32,32,32.0,1000
19,19,19.0,1001
14,14,14.0,1002
0,0,0.0,1003
0,0,0.0,1004
4,4,4.0,1005
8,8,8.0,1006
9,9,9.0,1007
4,4,4.0,1008
3,3,3.0,1009
5,5,5.0,1010
6,6,6.0,1011
3,3,3.0,1012
5,5,5.0,1013
0,0,0.0,1014
16,16,16.0,1015
36,36,36.0,1016
0,0,0.0,1017
21,21,21.0,1018
13,13,13.0,1019
2,2,2.0,1020
6,6,6.0,1021
12,12,12.0,1022
4,4,4.0,1023
0,0,0.0,1024
1,1,1.0,1025
22,22,22.0,1026
3,3,3.0,1027
21,21,21.0,1028
3,3,3.0,1029
14,14,14.0,1030
14,14,14.0,1031
5,5,5.0,1032
0,0,0.0,1033
0,0,0.0,1034
11,11,11.0,1035
7,7,7.0,1036
4,4,4.0,1037
6,6,6.0,1038
37,37,37.0,1039
0,0,0.0,1040
1,1,1.0,1041
0,0,0.0,1042
6,6,6.0,1043
15,15,15.0,1044
18,18,18.0,1045
0,0,0.0,1046
12,12,12.0,1047
10,10,10.0,1048
0,0,0.0,1049
6,6,6.0,1050
10,10,10.0,1051
4,4,4.0,1052
3,3,3.0,1053
5,5,5.0,1054
13,13,13.0,1055
2,2,2.0,1056
9,9,9.0,1057
9,9,9.0,1058
11,11,11.0,1059
0,0,0.0,1060
19,19,19.0,1061
12,12,12.0,1062
1,1,1.0,1063
0,0,0.0,1064
5,5,5.0,1065
27,27,27.0,1066
19,19,19.0,1067
27,27,27.0,1068
9,9,9.0,1069
30,30,30.0,1070
0,0,0.0,1071
33,33,33.0,1072
2,2,2.0,1073
14,14,14.0,1074
18,18,18.0,1075
0,0,0.0,1076
0,0,0.0,1077
0,0,0.0,1078
11,11,11.0,1079
1,1,1.0,1080
13,13,13.0,1081
21,21,21.0,1082
10,10,10.0,1083
0,0,0.0,1084
25,25,25.0,1085
11,11,11.0,1086
5,5,5.0,1087
20,20,20.0,1088
6,6,6.0,1089
17,17,17.0,1090
8,8,8.0,1091
0,0,0.0,1092
0,0,0.0,1093
6,6,6.0,1094
4,4,4.0,1095
6,6,6.0,1096
1,1,1.0,1097
0,0,0.0,1098
19,19,19.0,1099
6,6,6.0,1100
16,16,16.0,1101
10,10,10.0,1102
4,4,4.0,1103
2,2,2.0,1104
5,5,5.0,1105
21,21,21.0,1106
0,0,0.0,1107
9,9,9.0,1108
2,2,2.0,1109
15,15,15.0,1110
6,6,6.0,1111
8,8,8.0,1112
0,0,0.0,1113
7,7,7.0,1114
0,0,0.0,1115
11,11,11.0,1116
1,1,1.0,1117
12,12,12.0,1118
2,2,2.0,1119
0,0,0.0,1120
4,4,4.0,1121
0,0,0.0,1122
13,13,13.0,1123
12,12,12.0,1124
8,8,8.0,1125
6,6,6.0,1126
0,0,0.0,1127
10,10,10.0,1128
4,4,4.0,1129
4,4,4.0,1130
15,15,15.0,1131
13,13,13.0,1132
9,9,9.0,1133
0,0,0.0,1134
2,2,2.0,1135
10,10,10.0,1136
19,19,19.0,1137
1,1,1.0,1138
4,4,4.0,1139
5,5,5.0,1140
0,0,0.0,1141
4,4,4.0,1142
1,1,1.0,1143
4,4,4.0,1144
8,8,8.0,1145
0,0,0.0,1146
1,1,1.0,1147
0,0,0.0,1148
1,1,1.0,1149
12,12,12.0,1150
27,27,27.0,1151
19,19,19.0,1152
33,33,33.0,1153
5,5,5.0,1154
8,8,8.0,1155
11,11,11.0,1156
33,33,33.0,1157
3,3,3.0,1158
0,0,0.0,1159
0,0,0.0,1160
0,0,0.0,1161
10,10,10.0,1162
14,14,14.0,1163
12,12,12.0,1164
1,1,1.0,1165
1,1,1.0,1166
5,5,5.0,1167
2,2,2.0,1168
0,0,0.0,1169
17,17,17.0,1170
12,12,12.0,1171
5,5,5.0,1172
8,8,8.0,1173
13,13,13.0,1174
8,8,8.0,1175
8,8,8.0,1176
0,0,0.0,1177
13,13,13.0,1178
7,7,7.0,1179
7,7,7.0,1180
24,24,24.0,1181
2,2,2.0,1182
10,10,10.0,1183
4,4,4.0,1184
2,2,2.0,1185
4,4,4.0,1186
6,6,6.0,1187
0,0,0.0,1188
21,21,21.0,1189
8,8,8.0,1190
9,9,9.0,1191
3,3,3.0,1192
9,9,9.0,1193
14,14,14.0,1194
8,8,8.0,1195
0,0,0.0,1196
1,1,1.0,1197
10,10,10.0,1198
6,6,6.0,1199
3,3,3.0,1200
10,10,10.0,1201
9,9,9.0,1202
4,4,4.0,1203
12,12,12.0,1204
12,12,12.0,1205
16,16,16.0,1206
0,0,0.0,1207
5,5,5.0,1208
4,4,4.0,1209
7,7,7.0,1210
7,7,7.0,1211
0,0,0.0,1212
7,7,7.0,1213
8,8,8.0,1214
3,3,3.0,1215
18,18,18.0,1216
0,0,0.0,1217
0,0,0.0,1218
5,5,5.0,1219
2,2,2.0,1220
1,1,1.0,1221
0,0,0.0,1222
15,15,15.0,1223
5,5,5.0,1224
0,0,0.0,1225
16,16,16.0,1226
13,13,13.0,1227
28,28,28.0,1228
9,9,9.0,1229
10,10,10.0,1230
31,31,31.0,1231
6,6,6.0,1232
24,24,24.0,1233
4,4,4.0,1234
0,0,0.0,1235
6,6,6.0,1236
18,18,18.0,1237
1,1,1.0,1238
0,0,0.0,1239
9,9,9.0,1240
31,31,31.0,1241
11,11,11.0,1242
13,13,13.0,1243
6,6,6.0,1244
4,4,4.0,1245
10,10,10.0,1246
20,20,20.0,1247
6,6,6.0,1248
0,0,0.0,1249
0,0,0.0,1250
16,16,16.0,1251
7,7,7.0,1252
6,6,6.0,1253
0,0,0.0,1254
12,12,12.0,1255
10,10,10.0,1256
0,0,0.0,1257
15,15,15.0,1258
24,24,24.0,1259
17,17,17.0,1260
7,7,7.0,1261
0,0,0.0,1262
0,0,0.0,1263
7,7,7.0,1264
0,0,0.0,1265
5,5,5.0,1266
0,0,0.0,1267
1,1,1.0,1268
8,8,8.0,1269
12,12,12.0,1270
7,7,7.0,1271
0,0,0.0,1272
25,25,25.0,1273
5,5,5.0,1274
18,18,18.0,1275
12,12,12.0,1276
5,5,5.0,1277
8,8,8.0,1278
24,24,24.0,1279
14,14,14.0,1280
0,0,0.0,1281
14,14,14.0,1282
7,7,7.0,1283
0,0,0.0,1284
16,16,16.0,1285
0,0,0.0,1286
24,24,24.0,1287
23,23,23.0,1288
11,11,11.0,1289
0,0,0.0,1290
16,16,16.0,1291
24,24,24.0,1292
11,11,11.0,1293
0,0,0.0,1294
0,0,0.0,1295
6,6,6.0,1296
4,4,4.0,1297
0,0,0.0,1298
9,9,9.0,1299
0,0,0.0,1300
20,20,20.0,1301
3,3,3.0,1302
19,19,19.0,1303
22,22,22.0,1304
0,0,0.0,1305
11,11,11.0,1306
12,12,12.0,1307
6,6,6.0,1308
9,9,9.0,1309
27,27,27.0,1310
0,0,0.0,1311
4,4,4.0,1312
7,7,7.0,1313
4,4,4.0,1314
11,11,11.0,1315
5,5,5.0,1316
0,0,0.0,1317
27,27,27.0,1318
0,0,0.0,1319
32,32,32.0,1320
1,1,1.0,1321
0,0,0.0,1322
0,0,0.0,1323
16,16,16.0,1324
26,26,26.0,1325
18,18,18.0,1326
25,25,25.0,1327
6,6,6.0,1328
13,13,13.0,1329
5,5,5.0,1330
4,4,4.0,1331
8,8,8.0,1332
2,2,2.0,1333
6,6,6.0,1334
2,2,2.0,1335
20,20,20.0,1336
3,3,3.0,1337
9,9,9.0,1338
0,0,0.0,1339
4,4,4.0,1340
6,6,6.0,1341
2,2,2.0,1342
7,7,7.0,1343
1,1,1.0,1344
16,16,16.0,1345
6,6,6.0,1346
7,7,7.0,1347
13,13,13.0,1348
10,10,10.0,1349
0,0,0.0,1350
23,23,23.0,1351
3,3,3.0,1352
0,0,0.0,1353
0,0,0.0,1354
17,17,17.0,1355
18,18,18.0,1356
5,5,5.0,1357
