d_idle_0,sum_d_idle,mean_d_idle,ep
0,0,0.0,219
16,16,16.0,220
27,27,27.0,221
6,6,6.0,222
0,0,0.0,223
6,6,6.0,224
0,0,0.0,225
5,5,5.0,226
1,1,1.0,227
19,19,19.0,228
3,3,3.0,229
20,20,20.0,230
12,12,12.0,231
6,6,6.0,232
8,8,8.0,233
7,7,7.0,234
5,5,5.0,235
3,3,3.0,236
2,2,2.0,237
5,5,5.0,238
0,0,0.0,239
6,6,6.0,240
2,2,2.0,241
9,9,9.0,242
8,8,8.0,243
4,4,4.0,244
5,5,5.0,245
5,5,5.0,246
5,5,5.0,247
7,7,7.0,248
1,1,1.0,249
7,7,7.0,250
3,3,3.0,251
15,15,15.0,252
23,23,23.0,253
1,1,1.0,254
28,28,28.0,255
11,11,11.0,256
10,10,10.0,257
13,13,13.0,258
17,17,17.0,259
5,5,5.0,260
14,14,14.0,261
0,0,0.0,262
8,8,8.0,263
0,0,0.0,264
6,6,6.0,265
16,16,16.0,266
30,30,30.0,267
2,2,2.0,268
9,9,9.0,269
13,13,13.0,270
21,21,21.0,271
17,17,17.0,272
20,20,20.0,273
2,2,2.0,274
6,6,6.0,275
23,23,23.0,276
29,29,29.0,277
0,0,0.0,278
6,6,6.0,279
20,20,20.0,280
3,3,3.0,281
2,2,2.0,282
6,6,6.0,283
16,16,16.0,284
11,11,11.0,285
4,4,4.0,286
8,8,8.0,287
3,3,3.0,288
9,9,9.0,289
10,10,10.0,290
13,13,13.0,291
2,2,2.0,292
6,6,6.0,293
16,16,16.0,294
5,5,5.0,295
8,8,8.0,296
3,3,3.0,297
1,1,1.0,298
2,2,2.0,299
0,0,0.0,300
0,0,0.0,301
11,11,11.0,302
21,21,21.0,303
2,2,2.0,304
3,3,3.0,305
0,0,0.0,306
0,0,0.0,307
13,13,13.0,308
0,0,0.0,309
0,0,0.0,310
0,0,0.0,311
12,12,12.0,312
6,6,6.0,313
6,6,6.0,314
14,14,14.0,315
8,8,8.0,316
2,2,2.0,317
15,15,15.0,318
9,9,9.0,319
8,8,8.0,320
8,8,8.0,321
0,0,0.0,322
0,0,0.0,323
0,0,0.0,324
2,2,2.0,325
29,29,29.0,326
19,19,19.0,327
10,10,10.0,328
0,0,0.0,329
7,7,7.0,330
4,4,4.0,331
1,1,1.0,332
0,0,0.0,333
10,10,10.0,334
0,0,0.0,335
37,37,37.0,336
18,18,18.0,337
1,1,1.0,338
2,2,2.0,339
8,8,8.0,340
1,1,1.0,341
0,0,0.0,342
0,0,0.0,343
8,8,8.0,344
0,0,0.0,345
6,6,6.0,346
5,5,5.0,347
21,21,21.0,348
9,9,9.0,349
8,8,8.0,350
14,14,14.0,351
18,18,18.0,352
23,23,23.0,353
0,0,0.0,354
11,11,11.0,355
31,31,31.0,356
2,2,2.0,357
11,11,11.0,358
4,4,4.0,359
9,9,9.0,360
10,10,10.0,361
6,6,6.0,362
9,9,9.0,363
11,11,11.0,364
5,5,5.0,365
2,2,2.0,366
12,12,12.0,367
12,12,12.0,368
12,12,12.0,369
0,0,0.0,370
27,27,27.0,371
7,7,7.0,372
15,15,15.0,373
0,0,0.0,374
8,8,8.0,375
0,0,0.0,376
9,9,9.0,377
0,0,0.0,378
9,9,9.0,379
11,11,11.0,380
13,13,13.0,381
1,1,1.0,382
14,14,14.0,383
2,2,2.0,384
0,0,0.0,385
0,0,0.0,386
15,15,15.0,387
10,10,10.0,388
1,1,1.0,389
27,27,27.0,390
9,9,9.0,391
0,0,0.0,392
8,8,8.0,393
7,7,7.0,394
3,3,3.0,395
7,7,7.0,396
3,3,3.0,397
18,18,18.0,398
8,8,8.0,399
0,0,0.0,400
1,1,1.0,401
0,0,0.0,402
0,0,0.0,403
14,14,14.0,404
13,13,13.0,405
5,5,5.0,406
8,8,8.0,407
2,2,2.0,408
17,17,17.0,409
8,8,8.0,410
6,6,6.0,411
10,10,10.0,412
10,10,10.0,413
9,9,9.0,414
5,5,5.0,415
20,20,20.0,416
18,18,18.0,417
17,17,17.0,418
10,10,10.0,419
0,0,0.0,420
1,1,1.0,421
1,1,1.0,422
6,6,6.0,423
2,2,2.0,424
0,0,0.0,425
12,12,12.0,426
1,1,1.0,427
10,10,10.0,428
15,15,15.0,429
4,4,4.0,430
6,6,6.0,431
0,0,0.0,432
0,0,0.0,433
0,0,0.0,434
2,2,2.0,435
29,29,29.0,436
13,13,13.0,437
0,0,0.0,438
14,14,14.0,439
7,7,7.0,440
8,8,8.0,441
0,0,0.0,442
1,1,1.0,443
0,0,0.0,444
5,5,5.0,445
11,11,11.0,446
2,2,2.0,447
5,5,5.0,448
0,0,0.0,449
1,1,1.0,450
13,13,13.0,451
8,8,8.0,452
8,8,8.0,453
3,3,3.0,454
7,7,7.0,455
17,17,17.0,456
0,0,0.0,457
3,3,3.0,458
6,6,6.0,459
9,9,9.0,460
0,0,0.0,461
0,0,0.0,462
6,6,6.0,463
0,0,0.0,464
6,6,6.0,465
0,0,0.0,466
0,0,0.0,467
3,3,3.0,468
0,0,0.0,469
0,0,0.0,470
9,9,9.0,471
2,2,2.0,472
13,13,13.0,473
3,3,3.0,474
4,4,4.0,475
0,0,0.0,476
0,0,0.0,477
9,9,9.0,478
4,4,4.0,479
2,2,2.0,480
2,2,2.0,481
1,1,1.0,482
18,18,18.0,483
6,6,6.0,484
1,1,1.0,485
0,0,0.0,486
4,4,4.0,487
4,4,4.0,488
16,16,16.0,489
37,37,37.0,490
6,6,6.0,491
13,13,13.0,492
0,0,0.0,493
10,10,10.0,494
0,0,0.0,495
9,9,9.0,496
8,8,8.0,497
10,10,10.0,498
5,5,5.0,499
0,0,0.0,500
3,3,3.0,501
7,7,7.0,502
12,12,12.0,503
12,12,12.0,504
0,0,0.0,505
3,3,3.0,506
0,0,0.0,507
11,11,11.0,508
12,12,12.0,509
11,11,11.0,510
22,22,22.0,511
3,3,3.0,512
12,12,12.0,513
7,7,7.0,514
11,11,11.0,515
0,0,0.0,516
11,11,11.0,517
8,8,8.0,518
4,4,4.0,519
0,0,0.0,520
9,9,9.0,521
0,0,0.0,522
5,5,5.0,523
12,12,12.0,524
18,18,18.0,525
5,5,5.0,526
4,4,4.0,527
0,0,0.0,528
2,2,2.0,529
12,12,12.0,530
6,6,6.0,531
19,19,19.0,532
0,0,0.0,533
5,5,5.0,534
0,0,0.0,535
15,15,15.0,536
0,0,0.0,537
10,10,10.0,538
13,13,13.0,539
25,25,25.0,540
4,4,4.0,541
0,0,0.0,542
3,3,3.0,543
0,0,0.0,544
3,3,3.0,545
5,5,5.0,546
3,3,3.0,547
23,23,23.0,548
11,11,11.0,549
0,0,0.0,550
10,10,10.0,551
0,0,0.0,552
0,0,0.0,553
1,1,1.0,554
0,0,0.0,555
5,5,5.0,556
22,22,22.0,557
3,3,3.0,558
10,10,10.0,559
4,4,4.0,560
7,7,7.0,561
16,16,16.0,562
5,5,5.0,563
0,0,0.0,564
8,8,8.0,565
15,15,15.0,566
7,7,7.0,567
8,8,8.0,568
3,3,3.0,569
0,0,0.0,570
4,4,4.0,571
0,0,0.0,572
3,3,3.0,573
23,23,23.0,574
17,17,17.0,575
1,1,1.0,576
0,0,0.0,577
3,3,3.0,578
12,12,12.0,579
1,1,1.0,580
12,12,12.0,581
0,0,0.0,582
0,0,0.0,583
18,18,18.0,584
0,0,0.0,585
8,8,8.0,586
0,0,0.0,587
50,50,50.0,588
4,4,4.0,589
12,12,12.0,590
5,5,5.0,591
8,8,8.0,592
4,4,4.0,593
1,1,1.0,594
3,3,3.0,595
2,2,2.0,596
6,6,6.0,597
5,5,5.0,598
11,11,11.0,599
15,15,15.0,600
8,8,8.0,601
0,0,0.0,602
11,11,11.0,603
0,0,0.0,604
19,19,19.0,605
16,16,16.0,606
12,12,12.0,607
31,31,31.0,608
18,18,18.0,609
2,2,2.0,610
19,19,19.0,611
15,15,15.0,612
2,2,2.0,613
0,0,0.0,614
9,9,9.0,615
18,18,18.0,616
12,12,12.0,617
0,0,0.0,618
2,2,2.0,619
12,12,12.0,620
3,3,3.0,621
7,7,7.0,622
20,20,20.0,623
12,12,12.0,624
0,0,0.0,625
9,9,9.0,626
15,15,15.0,627
9,9,9.0,628
0,0,0.0,629
5,5,5.0,630
31,31,31.0,631
3,3,3.0,632
0,0,0.0,633
4,4,4.0,634
7,7,7.0,635
7,7,7.0,636
2,2,2.0,637
7,7,7.0,638
1,1,1.0,639
13,13,13.0,640
3,3,3.0,641
6,6,6.0,642
1,1,1.0,643
2,2,2.0,644
8,8,8.0,645
9,9,9.0,646
5,5,5.0,647
12,12,12.0,648
0,0,0.0,649
4,4,4.0,650
0,0,0.0,651
5,5,5.0,652
5,5,5.0,653
0,0,0.0,654
1,1,1.0,655
23,23,23.0,656
2,2,2.0,657
21,21,21.0,658
0,0,0.0,659
14,14,14.0,660
10,10,10.0,661
14,14,14.0,662
16,16,16.0,663
21,21,21.0,664
2,2,2.0,665
0,0,0.0,666
13,13,13.0,667
11,11,11.0,668
0,0,0.0,669
1,1,1.0,670
0,0,0.0,671
1,1,1.0,672
10,10,10.0,673
3,3,3.0,674
11,11,11.0,675
2,2,2.0,676
2,2,2.0,677
3,3,3.0,678
7,7,7.0,679
9,9,9.0,680
11,11,11.0,681
4,4,4.0,682
7,7,7.0,683
12,12,12.0,684
3,3,3.0,685
0,0,0.0,686
4,4,4.0,687
3,3,3.0,688
19,19,19.0,689
17,17,17.0,690
15,15,15.0,691
17,17,17.0,692
3,3,3.0,693
4,4,4.0,694
7,7,7.0,695
17,17,17.0,696
11,11,11.0,697
13,13,13.0,698
0,0,0.0,699
11,11,11.0,700
9,9,9.0,701
7,7,7.0,702
19,19,19.0,703
0,0,0.0,704
2,2,2.0,705
1,1,1.0,706
10,10,10.0,707
1,1,1.0,708
17,17,17.0,709
1,1,1.0,710
0,0,0.0,711
5,5,5.0,712
2,2,2.0,713
0,0,0.0,714
7,7,7.0,715
9,9,9.0,716
1,1,1.0,717
0,0,0.0,718
0,0,0.0,719
9,9,9.0,720
4,4,4.0,721
3,3,3.0,722
1,1,1.0,723
4,4,4.0,724
5,5,5.0,725
0,0,0.0,726
4,4,4.0,727
1,1,1.0,728
24,24,24.0,729
7,7,7.0,730
12,12,12.0,731
10,10,10.0,732
5,5,5.0,733
0,0,0.0,734
0,0,0.0,735
10,10,10.0,736
3,3,3.0,737
19,19,19.0,738
6,6,6.0,739
0,0,0.0,740
6,6,6.0,741
2,2,2.0,742
7,7,7.0,743
2,2,2.0,744
10,10,10.0,745
5,5,5.0,746
6,6,6.0,747
0,0,0.0,748
0,0,0.0,749
6,6,6.0,750
16,16,16.0,751
9,9,9.0,752
0,0,0.0,753
7,7,7.0,754
3,3,3.0,755
22,22,22.0,756
4,4,4.0,757
12,12,12.0,758
0,0,0.0,759
10,10,10.0,760
12,12,12.0,761
14,14,14.0,762
18,18,18.0,763
17,17,17.0,764
15,15,15.0,765
0,0,0.0,766
0,0,0.0,767
4,4,4.0,768
12,12,12.0,769
1,1,1.0,770
6,6,6.0,771
4,4,4.0,772
5,5,5.0,773
11,11,11.0,774
4,4,4.0,775
3,3,3.0,776
20,20,20.0,777
4,4,4.0,778
8,8,8.0,779
15,15,15.0,780
21,21,21.0,781
0,0,0.0,782
11,11,11.0,783
16,16,16.0,784
9,9,9.0,785
14,14,14.0,786
10,10,10.0,787
9,9,9.0,788
27,27,27.0,789
32,32,32.0,790
3,3,3.0,791
0,0,0.0,792
2,2,2.0,793
33,33,33.0,794
29,29,29.0,795
2,2,2.0,796
0,0,0.0,797
5,5,5.0,798
13,13,13.0,799
0,0,0.0,800
7,7,7.0,801
1,1,1.0,802
21,21,21.0,803
0,0,0.0,804
7,7,7.0,805
0,0,0.0,806
8,8,8.0,807
24,24,24.0,808
20,20,20.0,809
15,15,15.0,810
14,14,14.0,811
10,10,10.0,812
0,0,0.0,813
23,23,23.0,814
0,0,0.0,815
0,0,0.0,816
4,4,4.0,817
1,1,1.0,818
14,14,14.0,819
0,0,0.0,820
25,25,25.0,821
0,0,0.0,822
36,36,36.0,823
2,2,2.0,824
9,9,9.0,825
3,3,3.0,826
5,5,5.0,827
0,0,0.0,828
7,7,7.0,829
8,8,8.0,830
13,13,13.0,831
0,0,0.0,832
35,35,35.0,833
3,3,3.0,834
8,8,8.0,835
6,6,6.0,836
15,15,15.0,837
19,19,19.0,838
7,7,7.0,839
4,4,4.0,840
31,31,31.0,841
28,28,28.0,842
1,1,1.0,843
12,12,12.0,844
10,10,10.0,845
10,10,10.0,846
9,9,9.0,847
9,9,9.0,848
0,0,0.0,849
14,14,14.0,850
10,10,10.0,851
10,10,10.0,852
11,11,11.0,853
12,12,12.0,854
15,15,15.0,855
12,12,12.0,856
0,0,0.0,857
13,13,13.0,858
21,21,21.0,859
8,8,8.0,860
0,0,0.0,861
2,2,2.0,862
3,3,3.0,863
16,16,16.0,864
9,9,9.0,865
7,7,7.0,866
14,14,14.0,867
0,0,0.0,868
14,14,14.0,869
9,9,9.0,870
2,2,2.0,871
15,15,15.0,872
11,11,11.0,873
6,6,6.0,874
8,8,8.0,875
0,0,0.0,876
6,6,6.0,877
22,22,22.0,878
15,15,15.0,879
14,14,14.0,880
10,10,10.0,881
12,12,12.0,882
11,11,11.0,883
8,8,8.0,884
8,8,8.0,885
7,7,7.0,886
0,0,0.0,887
10,10,10.0,888
8,8,8.0,889
0,0,0.0,890
11,11,11.0,891
2,2,2.0,892
8,8,8.0,893
8,8,8.0,894
5,5,5.0,895
0,0,0.0,896
5,5,5.0,897
0,0,0.0,898
8,8,8.0,899
11,11,11.0,900
7,7,7.0,901
19,19,19.0,902
0,0,0.0,903
0,0,0.0,904
32,32,32.0,905
9,9,9.0,906
0,0,0.0,907
0,0,0.0,908
6,6,6.0,909
0,0,0.0,910
6,6,6.0,911
3,3,3.0,912
21,21,21.0,913
0,0,0.0,914
19,19,19.0,915
15,15,15.0,916
0,0,0.0,917
9,9,9.0,918
4,4,4.0,919
5,5,5.0,920
10,10,10.0,921
7,7,7.0,922
4,4,4.0,923
27,27,27.0,924
3,3,3.0,925
0,0,0.0,926
0,0,0.0,927
8,8,8.0,928
5,5,5.0,929
2,2,2.0,930
35,35,35.0,931
10,10,10.0,932
0,0,0.0,933
0,0,0.0,934
0,0,0.0,935
1,1,1.0,936
6,6,6.0,937
3,3,3.0,938
10,10,10.0,939
5,5,5.0,940
3,3,3.0,941
4,4,4.0,942
14,14,14.0,943
0,0,0.0,944
3,3,3.0,945
6,6,6.0,946
22,22,22.0,947
0,0,0.0,948
6,6,6.0,949
1,1,1.0,950
1,1,1.0,951
7,7,7.0,952
18,18,18.0,953
1,1,1.0,954
0,0,0.0,955
0,0,0.0,956
0,0,0.0,957
3,3,3.0,958
10,10,10.0,959
9,9,9.0,960
10,10,10.0,961
2,2,2.0,962
15,15,15.0,963
23,23,23.0,964
1,1,1.0,965
17,17,17.0,966
7,7,7.0,967
13,13,13.0,968
7,7,7.0,969
0,0,0.0,970
10,10,10.0,971
28,28,28.0,972
4,4,4.0,973
14,14,14.0,974
4,4,4.0,975
0,0,0.0,976
9,9,9.0,977
8,8,8.0,978
7,7,7.0,979
14,14,14.0,980
3,3,3.0,981
13,13,13.0,982
15,15,15.0,983
0,0,0.0,984
8,8,8.0,985
16,16,16.0,986
4,4,4.0,987
0,0,0.0,988
0,0,0.0,989
6,6,6.0,990
0,0,0.0,991
9,9,9.0,992
2,2,2.0,993
14,14,14.0,994
0,0,0.0,995
2,2,2.0,996
5,5,5.0,997
8,8,8.0,998
0,0,0.0,999
5,5,5.0,1000
16,16,16.0,1001
8,8,8.0,1002
12,12,12.0,1003
22,22,22.0,1004
18,18,18.0,1005
5,5,5.0,1006
0,0,0.0,1007
5,5,5.0,1008
8,8,8.0,1009
0,0,0.0,1010
20,20,20.0,1011
2,2,2.0,1012
16,16,16.0,1013
2,2,2.0,1014
8,8,8.0,1015
8,8,8.0,1016
5,5,5.0,1017
0,0,0.0,1018
6,6,6.0,1019
13,13,13.0,1020
29,29,29.0,1021
7,7,7.0,1022
0,0,0.0,1023
6,6,6.0,1024
0,0,0.0,1025
5,5,5.0,1026
6,6,6.0,1027
8,8,8.0,1028
0,0,0.0,1029
7,7,7.0,1030
3,3,3.0,1031
0,0,0.0,1032
16,16,16.0,1033
6,6,6.0,1034
10,10,10.0,1035
4,4,4.0,1036
4,4,4.0,1037
11,11,11.0,1038
14,14,14.0,1039
14,14,14.0,1040
27,27,27.0,1041
13,13,13.0,1042
4,4,4.0,1043
15,15,15.0,1044
8,8,8.0,1045
3,3,3.0,1046
17,17,17.0,1047
39,39,39.0,1048
0,0,0.0,1049
15,15,15.0,1050
4,4,4.0,1051
31,31,31.0,1052
2,2,2.0,1053
0,0,0.0,1054
2,2,2.0,1055
10,10,10.0,1056
19,19,19.0,1057
4,4,4.0,1058
3,3,3.0,1059
4,4,4.0,1060
8,8,8.0,1061
3,3,3.0,1062
0,0,0.0,1063
3,3,3.0,1064
17,17,17.0,1065
0,0,0.0,1066
7,7,7.0,1067
3,3,3.0,1068
25,25,25.0,1069
0,0,0.0,1070
4,4,4.0,1071
30,30,30.0,1072
12,12,12.0,1073
16,16,16.0,1074
11,11,11.0,1075
7,7,7.0,1076
0,0,0.0,1077
10,10,10.0,1078
0,0,0.0,1079
25,25,25.0,1080
1,1,1.0,1081
38,38,38.0,1082
9,9,9.0,1083
5,5,5.0,1084
4,4,4.0,1085
12,12,12.0,1086
9,9,9.0,1087
10,10,10.0,1088
0,0,0.0,1089
5,5,5.0,1090
0,0,0.0,1091
2,2,2.0,1092
11,11,11.0,1093
0,0,0.0,1094
8,8,8.0,1095
14,14,14.0,1096
15,15,15.0,1097
0,0,0.0,1098
24,24,24.0,1099
9,9,9.0,1100
14,14,14.0,1101
0,0,0.0,1102
37,37,37.0,1103
2,2,2.0,1104
12,12,12.0,1105
16,16,16.0,1106
5,5,5.0,1107
0,0,0.0,1108
18,18,18.0,1109
15,15,15.0,1110
27,27,27.0,1111
12,12,12.0,1112
0,0,0.0,1113
4,4,4.0,1114
7,7,7.0,1115
0,0,0.0,1116
2,2,2.0,1117
5,5,5.0,1118
0,0,0.0,1119
20,20,20.0,1120
24,24,24.0,1121
24,24,24.0,1122
24,24,24.0,1123
1,1,1.0,1124
6,6,6.0,1125
1,1,1.0,1126
16,16,16.0,1127
6,6,6.0,1128
11,11,11.0,1129
11,11,11.0,1130
5,5,5.0,1131
2,2,2.0,1132
19,19,19.0,1133
10,10,10.0,1134
20,20,20.0,1135
0,0,0.0,1136
0,0,0.0,1137
5,5,5.0,1138
0,0,0.0,1139
40,40,40.0,1140
1,1,1.0,1141
4,4,4.0,1142
5,5,5.0,1143
3,3,3.0,1144
15,15,15.0,1145
4,4,4.0,1146
1,1,1.0,1147
7,7,7.0,1148
1,1,1.0,1149
9,9,9.0,1150
16,16,16.0,1151
11,11,11.0,1152
5,5,5.0,1153
9,9,9.0,1154
1,1,1.0,1155
1,1,1.0,1156
8,8,8.0,1157
12,12,12.0,1158
0,0,0.0,1159
0,0,0.0,1160
1,1,1.0,1161
14,14,14.0,1162
31,31,31.0,1163
0,0,0.0,1164
0,0,0.0,1165
6,6,6.0,1166
2,2,2.0,1167
21,21,21.0,1168
7,7,7.0,1169
8,8,8.0,1170
14,14,14.0,1171
7,7,7.0,1172
8,8,8.0,1173
6,6,6.0,1174
7,7,7.0,1175
20,20,20.0,1176
0,0,0.0,1177
19,19,19.0,1178
6,6,6.0,1179
25,25,25.0,1180
16,16,16.0,1181
27,27,27.0,1182
6,6,6.0,1183
13,13,13.0,1184
14,14,14.0,1185
10,10,10.0,1186
6,6,6.0,1187
0,0,0.0,1188
16,16,16.0,1189
20,20,20.0,1190
0,0,0.0,1191
0,0,0.0,1192
15,15,15.0,1193
8,8,8.0,1194
4,4,4.0,1195
7,7,7.0,1196
5,5,5.0,1197
0,0,0.0,1198
3,3,3.0,1199
10,10,10.0,1200
13,13,13.0,1201
0,0,0.0,1202
13,13,13.0,1203
0,0,0.0,1204
0,0,0.0,1205
0,0,0.0,1206
0,0,0.0,1207
4,4,4.0,1208
23,23,23.0,1209
6,6,6.0,1210
9,9,9.0,1211
7,7,7.0,1212
6,6,6.0,1213
28,28,28.0,1214
17,17,17.0,1215
6,6,6.0,1216
4,4,4.0,1217
8,8,8.0,1218
7,7,7.0,1219
0,0,0.0,1220
8,8,8.0,1221
21,21,21.0,1222
3,3,3.0,1223
1,1,1.0,1224
13,13,13.0,1225
4,4,4.0,1226
3,3,3.0,1227
0,0,0.0,1228
33,33,33.0,1229
12,12,12.0,1230
21,21,21.0,1231
0,0,0.0,1232
10,10,10.0,1233
12,12,12.0,1234
8,8,8.0,1235
0,0,0.0,1236
27,27,27.0,1237
0,0,0.0,1238
0,0,0.0,1239
13,13,13.0,1240
7,7,7.0,1241
4,4,4.0,1242
17,17,17.0,1243
0,0,0.0,1244
11,11,11.0,1245
15,15,15.0,1246
1,1,1.0,1247
0,0,0.0,1248
6,6,6.0,1249
0,0,0.0,1250
1,1,1.0,1251
6,6,6.0,1252
11,11,11.0,1253
21,21,21.0,1254
23,23,23.0,1255
9,9,9.0,1256
8,8,8.0,1257
1,1,1.0,1258
8,8,8.0,1259
11,11,11.0,1260
0,0,0.0,1261
0,0,0.0,1262
19,19,19.0,1263
4,4,4.0,1264
0,0,0.0,1265
0,0,0.0,1266
0,0,0.0,1267
12,12,12.0,1268
4,4,4.0,1269
0,0,0.0,1270
3,3,3.0,1271
0,0,0.0,1272
16,16,16.0,1273
1,1,1.0,1274
14,14,14.0,1275
1,1,1.0,1276
0,0,0.0,1277
3,3,3.0,1278
0,0,0.0,1279
0,0,0.0,1280
10,10,10.0,1281
10,10,10.0,1282
0,0,0.0,1283
0,0,0.0,1284
2,2,2.0,1285
0,0,0.0,1286
17,17,17.0,1287
27,27,27.0,1288
2,2,2.0,1289
12,12,12.0,1290
4,4,4.0,1291
16,16,16.0,1292
19,19,19.0,1293
33,33,33.0,1294
4,4,4.0,1295
0,0,0.0,1296
21,21,21.0,1297
0,0,0.0,1298
36,36,36.0,1299
15,15,15.0,1300
3,3,3.0,1301
26,26,26.0,1302
13,13,13.0,1303
0,0,0.0,1304
3,3,3.0,1305
10,10,10.0,1306
2,2,2.0,1307
0,0,0.0,1308
0,0,0.0,1309
3,3,3.0,1310
9,9,9.0,1311
1,1,1.0,1312
20,20,20.0,1313
1,1,1.0,1314
14,14,14.0,1315
10,10,10.0,1316
12,12,12.0,1317
3,3,3.0,1318
12,12,12.0,1319
15,15,15.0,1320
31,31,31.0,1321
14,14,14.0,1322
6,6,6.0,1323
4,4,4.0,1324
5,5,5.0,1325
17,17,17.0,1326
0,0,0.0,1327
4,4,4.0,1328
2,2,2.0,1329
4,4,4.0,1330
0,0,0.0,1331
15,15,15.0,1332
41,41,41.0,1333
5,5,5.0,1334
0,0,0.0,1335
6,6,6.0,1336
16,16,16.0,1337
1,1,1.0,1338
2,2,2.0,1339
4,4,4.0,1340
6,6,6.0,1341
8,8,8.0,1342
10,10,10.0,1343
11,11,11.0,1344
4,4,4.0,1345
5,5,5.0,1346
17,17,17.0,1347
0,0,0.0,1348
5,5,5.0,1349
3,3,3.0,1350
0,0,0.0,1351
10,10,10.0,1352
7,7,7.0,1353
12,12,12.0,1354
1,1,1.0,1355
0,0,0.0,1356
23,23,23.0,1357
