d_idle_0,sum_d_idle,mean_d_idle,ep
0,0,0.0,776
2,2,2.0,777
1,1,1.0,778
2,2,2.0,779
1,1,1.0,780
0,0,0.0,781
9,9,9.0,782
0,0,0.0,783
6,6,6.0,784
1,1,1.0,785
21,21,21.0,786
14,14,14.0,787
0,0,0.0,788
1,1,1.0,789
1,1,1.0,790
19,19,19.0,791
19,19,19.0,792
6,6,6.0,793
39,39,39.0,794
8,8,8.0,795
16,16,16.0,796
0,0,0.0,797
9,9,9.0,798
14,14,14.0,799
7,7,7.0,800
5,5,5.0,801
7,7,7.0,802
3,3,3.0,803
7,7,7.0,804
14,14,14.0,805
7,7,7.0,806
14,14,14.0,807
8,8,8.0,808
8,8,8.0,809
4,4,4.0,810
0,0,0.0,811
28,28,28.0,812
18,18,18.0,813
14,14,14.0,814
1,1,1.0,815
5,5,5.0,816
0,0,0.0,817
20,20,20.0,818
6,6,6.0,819
12,12,12.0,820
32,32,32.0,821
10,10,10.0,822
0,0,0.0,823
0,0,0.0,824
0,0,0.0,825
0,0,0.0,826
15,15,15.0,827
15,15,15.0,828
4,4,4.0,829
3,3,3.0,830
6,6,6.0,831
0,0,0.0,832
4,4,4.0,833
0,0,0.0,834
6,6,6.0,835
3,3,3.0,836
0,0,0.0,837
22,22,22.0,838
13,13,13.0,839
6,6,6.0,840
0,0,0.0,841
0,0,0.0,842
1,1,1.0,843
7,7,7.0,844
9,9,9.0,845
19,19,19.0,846
2,2,2.0,847
5,5,5.0,848
21,21,21.0,849
8,8,8.0,850
17,17,17.0,851
34,34,34.0,852
2,2,2.0,853
33,33,33.0,854
1,1,1.0,855
14,14,14.0,856
20,20,20.0,857
5,5,5.0,858
0,0,0.0,859
0,0,0.0,860
0,0,0.0,861
4,4,4.0,862
27,27,27.0,863
0,0,0.0,864
16,16,16.0,865
8,8,8.0,866
2,2,2.0,867
4,4,4.0,868
7,7,7.0,869
4,4,4.0,870
6,6,6.0,871
13,13,13.0,872
0,0,0.0,873
12,12,12.0,874
1,1,1.0,875
10,10,10.0,876
0,0,0.0,877
1,1,1.0,878
6,6,6.0,879
10,10,10.0,880
7,7,7.0,881
5,5,5.0,882
13,13,13.0,883
9,9,9.0,884
4,4,4.0,885
21,21,21.0,886
0,0,0.0,887
2,2,2.0,888
22,22,22.0,889
20,20,20.0,890
0,0,0.0,891
19,19,19.0,892
7,7,7.0,893
0,0,0.0,894
18,18,18.0,895
27,27,27.0,896
6,6,6.0,897
6,6,6.0,898
4,4,4.0,899
15,15,15.0,900
16,16,16.0,901
2,2,2.0,902
36,36,36.0,903
6,6,6.0,904
7,7,7.0,905
14,14,14.0,906
23,23,23.0,907
8,8,8.0,908
0,0,0.0,909
10,10,10.0,910
41,41,41.0,911
0,0,0.0,912
16,16,16.0,913
7,7,7.0,914
16,16,16.0,915
6,6,6.0,916
7,7,7.0,917
2,2,2.0,918
26,26,26.0,919
9,9,9.0,920
10,10,10.0,921
2,2,2.0,922
2,2,2.0,923
21,21,21.0,924
4,4,4.0,925
3,3,3.0,926
28,28,28.0,927
7,7,7.0,928
11,11,11.0,929
1,1,1.0,930
13,13,13.0,931
6,6,6.0,932
6,6,6.0,933
0,0,0.0,934
11,11,11.0,935
1,1,1.0,936
6,6,6.0,937
24,24,24.0,938
2,2,2.0,939
6,6,6.0,940
30,30,30.0,941
1,1,1.0,942
0,0,0.0,943
12,12,12.0,944
6,6,6.0,945
6,6,6.0,946
0,0,0.0,947
3,3,3.0,948
11,11,11.0,949
22,22,22.0,950
6,6,6.0,951
21,21,21.0,952
3,3,3.0,953
0,0,0.0,954
24,24,24.0,955
0,0,0.0,956
0,0,0.0,957
0,0,0.0,958
0,0,0.0,959
8,8,8.0,960
8,8,8.0,961
11,11,11.0,962
14,14,14.0,963
0,0,0.0,964
2,2,2.0,965
0,0,0.0,966
4,4,4.0,967
8,8,8.0,968
31,31,31.0,969
4,4,4.0,970
9,9,9.0,971
16,16,16.0,972
11,11,11.0,973
22,22,22.0,974
1,1,1.0,975
0,0,0.0,976
4,4,4.0,977
7,7,7.0,978
0,0,0.0,979
10,10,10.0,980
11,11,11.0,981
6,6,6.0,982
4,4,4.0,983
0,0,0.0,984
3,3,3.0,985
6,6,6.0,986
16,16,16.0,987
7,7,7.0,988
0,0,0.0,989
12,12,12.0,990
11,11,11.0,991
22,22,22.0,992
10,10,10.0,993
4,4,4.0,994
2,2,2.0,995
23,23,23.0,996
2,2,2.0,997
6,6,6.0,998
5,5,5.0,999
17,17,17.0,1000
4,4,4.0,1001
24,24,24.0,1002
1,1,1.0,1003
8,8,8.0,1004
2,2,2.0,1005
16,16,16.0,1006
29,29,29.0,1007
4,4,4.0,1008
2,2,2.0,1009
18,18,18.0,1010
0,0,0.0,1011
2,2,2.0,1012
11,11,11.0,1013
19,19,19.0,1014
2,2,2.0,1015
25,25,25.0,1016
8,8,8.0,1017
6,6,6.0,1018
4,4,4.0,1019
2,2,2.0,1020
13,13,13.0,1021
4,4,4.0,1022
17,17,17.0,1023
6,6,6.0,1024
20,20,20.0,1025
0,0,0.0,1026
7,7,7.0,1027
8,8,8.0,1028
20,20,20.0,1029
0,0,0.0,1030
30,30,30.0,1031
31,31,31.0,1032
6,6,6.0,1033
2,2,2.0,1034
12,12,12.0,1035
3,3,3.0,1036
33,33,33.0,1037
12,12,12.0,1038
6,6,6.0,1039
22,22,22.0,1040
23,23,23.0,1041
7,7,7.0,1042
5,5,5.0,1043
9,9,9.0,1044
7,7,7.0,1045
18,18,18.0,1046
3,3,3.0,1047
29,29,29.0,1048
3,3,3.0,1049
3,3,3.0,1050
8,8,8.0,1051
27,27,27.0,1052
33,33,33.0,1053
16,16,16.0,1054
1,1,1.0,1055
1,1,1.0,1056
12,12,12.0,1057
18,18,18.0,1058
3,3,3.0,1059
20,20,20.0,1060
9,9,9.0,1061
0,0,0.0,1062
6,6,6.0,1063
21,21,21.0,1064
7,7,7.0,1065
13,13,13.0,1066
0,0,0.0,1067
6,6,6.0,1068
0,0,0.0,1069
10,10,10.0,1070
32,32,32.0,1071
5,5,5.0,1072
3,3,3.0,1073
1,1,1.0,1074
7,7,7.0,1075
3,3,3.0,1076
2,2,2.0,1077
27,27,27.0,1078
3,3,3.0,1079
35,35,35.0,1080
6,6,6.0,1081
9,9,9.0,1082
6,6,6.0,1083
8,8,8.0,1084
3,3,3.0,1085
5,5,5.0,1086
19,19,19.0,1087
4,4,4.0,1088
14,14,14.0,1089
20,20,20.0,1090
0,0,0.0,1091
22,22,22.0,1092
0,0,0.0,1093
18,18,18.0,1094
6,6,6.0,1095
32,32,32.0,1096
10,10,10.0,1097
5,5,5.0,1098
2,2,2.0,1099
0,0,0.0,1100
0,0,0.0,1101
4,4,4.0,1102
3,3,3.0,1103
13,13,13.0,1104
0,0,0.0,1105
0,0,0.0,1106
6,6,6.0,1107
13,13,13.0,1108
5,5,5.0,1109
16,16,16.0,1110
0,0,0.0,1111
20,20,20.0,1112
13,13,13.0,1113
14,14,14.0,1114
9,9,9.0,1115
0,0,0.0,1116
0,0,0.0,1117
0,0,0.0,1118
5,5,5.0,1119
0,0,0.0,1120
19,19,19.0,1121
0,0,0.0,1122
11,11,11.0,1123
1,1,1.0,1124
5,5,5.0,1125
6,6,6.0,1126
5,5,5.0,1127
2,2,2.0,1128
3,3,3.0,1129
11,11,11.0,1130
9,9,9.0,1131
6,6,6.0,1132
19,19,19.0,1133
11,11,11.0,1134
0,0,0.0,1135
2,2,2.0,1136
29,29,29.0,1137
13,13,13.0,1138
0,0,0.0,1139
3,3,3.0,1140
3,3,3.0,1141
21,21,21.0,1142
9,9,9.0,1143
22,22,22.0,1144
6,6,6.0,1145
0,0,0.0,1146
5,5,5.0,1147
0,0,0.0,1148
4,4,4.0,1149
4,4,4.0,1150
9,9,9.0,1151
7,7,7.0,1152
0,0,0.0,1153
15,15,15.0,1154
22,22,22.0,1155
0,0,0.0,1156
13,13,13.0,1157
0,0,0.0,1158
19,19,19.0,1159
25,25,25.0,1160
8,8,8.0,1161
6,6,6.0,1162
1,1,1.0,1163
11,11,11.0,1164
16,16,16.0,1165
11,11,11.0,1166
10,10,10.0,1167
16,16,16.0,1168
6,6,6.0,1169
0,0,0.0,1170
5,5,5.0,1171
15,15,15.0,1172
7,7,7.0,1173
0,0,0.0,1174
21,21,21.0,1175
4,4,4.0,1176
0,0,0.0,1177
2,2,2.0,1178
12,12,12.0,1179
15,15,15.0,1180
0,0,0.0,1181
16,16,16.0,1182
16,16,16.0,1183
10,10,10.0,1184
12,12,12.0,1185
22,22,22.0,1186
0,0,0.0,1187
3,3,3.0,1188
14,14,14.0,1189
0,0,0.0,1190
6,6,6.0,1191
0,0,0.0,1192
28,28,28.0,1193
2,2,2.0,1194
14,14,14.0,1195
26,26,26.0,1196
0,0,0.0,1197
15,15,15.0,1198
4,4,4.0,1199
0,0,0.0,1200
10,10,10.0,1201
0,0,0.0,1202
20,20,20.0,1203
9,9,9.0,1204
11,11,11.0,1205
8,8,8.0,1206
3,3,3.0,1207
0,0,0.0,1208
0,0,0.0,1209
19,19,19.0,1210
20,20,20.0,1211
19,19,19.0,1212
6,6,6.0,1213
0,0,0.0,1214
0,0,0.0,1215
12,12,12.0,1216
8,8,8.0,1217
0,0,0.0,1218
0,0,0.0,1219
10,10,10.0,1220
2,2,2.0,1221
6,6,6.0,1222
5,5,5.0,1223
0,0,0.0,1224
18,18,18.0,1225
5,5,5.0,1226
8,8,8.0,1227
9,9,9.0,1228
2,2,2.0,1229
4,4,4.0,1230
6,6,6.0,1231
9,9,9.0,1232
3,3,3.0,1233
22,22,22.0,1234
25,25,25.0,1235
0,0,0.0,1236
0,0,0.0,1237
17,17,17.0,1238
9,9,9.0,1239
5,5,5.0,1240
7,7,7.0,1241
0,0,0.0,1242
7,7,7.0,1243
0,0,0.0,1244
12,12,12.0,1245
3,3,3.0,1246
9,9,9.0,1247
16,16,16.0,1248
9,9,9.0,1249
6,6,6.0,1250
0,0,0.0,1251
1,1,1.0,1252
0,0,0.0,1253
9,9,9.0,1254
12,12,12.0,1255
15,15,15.0,1256
0,0,0.0,1257
10,10,10.0,1258
4,4,4.0,1259
11,11,11.0,1260
0,0,0.0,1261
1,1,1.0,1262
0,0,0.0,1263
4,4,4.0,1264
0,0,0.0,1265
0,0,0.0,1266
3,3,3.0,1267
10,10,10.0,1268
12,12,12.0,1269
0,0,0.0,1270
2,2,2.0,1271
26,26,26.0,1272
30,30,30.0,1273
2,2,2.0,1274
13,13,13.0,1275
6,6,6.0,1276
17,17,17.0,1277
6,6,6.0,1278
5,5,5.0,1279
4,4,4.0,1280
0,0,0.0,1281
7,7,7.0,1282
6,6,6.0,1283
3,3,3.0,1284
2,2,2.0,1285
1,1,1.0,1286
3,3,3.0,1287
8,8,8.0,1288
3,3,3.0,1289
18,18,18.0,1290
7,7,7.0,1291
2,2,2.0,1292
13,13,13.0,1293
4,4,4.0,1294
6,6,6.0,1295
8,8,8.0,1296
6,6,6.0,1297
3,3,3.0,1298
8,8,8.0,1299
21,21,21.0,1300
3,3,3.0,1301
16,16,16.0,1302
13,13,13.0,1303
11,11,11.0,1304
0,0,0.0,1305
0,0,0.0,1306
3,3,3.0,1307
0,0,0.0,1308
4,4,4.0,1309
0,0,0.0,1310
7,7,7.0,1311
3,3,3.0,1312
3,3,3.0,1313
20,20,20.0,1314
0,0,0.0,1315
1,1,1.0,1316
10,10,10.0,1317
11,11,11.0,1318
7,7,7.0,1319
2,2,2.0,1320
18,18,18.0,1321
5,5,5.0,1322
11,11,11.0,1323
0,0,0.0,1324
1,1,1.0,1325
5,5,5.0,1326
1,1,1.0,1327
16,16,16.0,1328
9,9,9.0,1329
2,2,2.0,1330
10,10,10.0,1331
9,9,9.0,1332
0,0,0.0,1333
15,15,15.0,1334
3,3,3.0,1335
0,0,0.0,1336
9,9,9.0,1337
0,0,0.0,1338
19,19,19.0,1339
13,13,13.0,1340
6,6,6.0,1341
0,0,0.0,1342
17,17,17.0,1343
24,24,24.0,1344
26,26,26.0,1345
15,15,15.0,1346
2,2,2.0,1347
9,9,9.0,1348
22,22,22.0,1349
7,7,7.0,1350
0,0,0.0,1351
0,0,0.0,1352
1,1,1.0,1353
16,16,16.0,1354
30,30,30.0,1355
9,9,9.0,1356
7,7,7.0,1357
