d_idle_0,sum_d_idle,mean_d_idle,ep
10,10,10.0,333
8,8,8.0,334
5,5,5.0,335
3,3,3.0,336
24,24,24.0,337
0,0,0.0,338
6,6,6.0,339
6,6,6.0,340
10,10,10.0,341
14,14,14.0,342
5,5,5.0,343
0,0,0.0,344
0,0,0.0,345
6,6,6.0,346
10,10,10.0,347
20,20,20.0,348
2,2,2.0,349
0,0,0.0,350
9,9,9.0,351
4,4,4.0,352
4,4,4.0,353
8,8,8.0,354
3,3,3.0,355
0,0,0.0,356
18,18,18.0,357
16,16,16.0,358
9,9,9.0,359
11,11,11.0,360
0,0,0.0,361
1,1,1.0,362
0,0,0.0,363
0,0,0.0,364
23,23,23.0,365
11,11,11.0,366
10,10,10.0,367
6,6,6.0,368
12,12,12.0,369
6,6,6.0,370
14,14,14.0,371
0,0,0.0,372
9,9,9.0,373
27,27,27.0,374
10,10,10.0,375
0,0,0.0,376
14,14,14.0,377
1,1,1.0,378
0,0,0.0,379
8,8,8.0,380
0,0,0.0,381
18,18,18.0,382
4,4,4.0,383
8,8,8.0,384
3,3,3.0,385
9,9,9.0,386
8,8,8.0,387
4,4,4.0,388
15,15,15.0,389
20,20,20.0,390
8,8,8.0,391
19,19,19.0,392
9,9,9.0,393
4,4,4.0,394
11,11,11.0,395
4,4,4.0,396
12,12,12.0,397
23,23,23.0,398
14,14,14.0,399
10,10,10.0,400
18,18,18.0,401
6,6,6.0,402
9,9,9.0,403
1,1,1.0,404
0,0,0.0,405
0,0,0.0,406
0,0,0.0,407
0,0,0.0,408
10,10,10.0,409
0,0,0.0,410
19,19,19.0,411
6,6,6.0,412
4,4,4.0,413
21,21,21.0,414
0,0,0.0,415
5,5,5.0,416
8,8,8.0,417
0,0,0.0,418
40,40,40.0,419
18,18,18.0,420
5,5,5.0,421
0,0,0.0,422
5,5,5.0,423
0,0,0.0,424
7,7,7.0,425
18,18,18.0,426
13,13,13.0,427
14,14,14.0,428
11,11,11.0,429
7,7,7.0,430
0,0,0.0,431
0,0,0.0,432
0,0,0.0,433
6,6,6.0,434
10,10,10.0,435
25,25,25.0,436
7,7,7.0,437
12,12,12.0,438
8,8,8.0,439
0,0,0.0,440
7,7,7.0,441
12,12,12.0,442
0,0,0.0,443
5,5,5.0,444
2,2,2.0,445
3,3,3.0,446
22,22,22.0,447
11,11,11.0,448
13,13,13.0,449
1,1,1.0,450
18,18,18.0,451
0,0,0.0,452
0,0,0.0,453
4,4,4.0,454
12,12,12.0,455
11,11,11.0,456
17,17,17.0,457
3,3,3.0,458
12,12,12.0,459
17,17,17.0,460
7,7,7.0,461
9,9,9.0,462
6,6,6.0,463
3,3,3.0,464
2,2,2.0,465
15,15,15.0,466
28,28,28.0,467
0,0,0.0,468
0,0,0.0,469
2,2,2.0,470
6,6,6.0,471
13,13,13.0,472
26,26,26.0,473
11,11,11.0,474
2,2,2.0,475
19,19,19.0,476
16,16,16.0,477
0,0,0.0,478
16,16,16.0,479
16,16,16.0,480
1,1,1.0,481
0,0,0.0,482
10,10,10.0,483
5,5,5.0,484
14,14,14.0,485
21,21,21.0,486
11,11,11.0,487
5,5,5.0,488
0,0,0.0,489
0,0,0.0,490
16,16,16.0,491
0,0,0.0,492
18,18,18.0,493
6,6,6.0,494
5,5,5.0,495
0,0,0.0,496
0,0,0.0,497
16,16,16.0,498
2,2,2.0,499
54,54,54.0,500
13,13,13.0,501
13,13,13.0,502
8,8,8.0,503
12,12,12.0,504
19,19,19.0,505
14,14,14.0,506
10,10,10.0,507
3,3,3.0,508
0,0,0.0,509
8,8,8.0,510
34,34,34.0,511
1,1,1.0,512
0,0,0.0,513
40,40,40.0,514
6,6,6.0,515
20,20,20.0,516
0,0,0.0,517
4,4,4.0,518
24,24,24.0,519
6,6,6.0,520
0,0,0.0,521
6,6,6.0,522
4,4,4.0,523
0,0,0.0,524
9,9,9.0,525
0,0,0.0,526
2,2,2.0,527
0,0,0.0,528
40,40,40.0,529
21,21,21.0,530
8,8,8.0,531
25,25,25.0,532
0,0,0.0,533
7,7,7.0,534
0,0,0.0,535
22,22,22.0,536
11,11,11.0,537
0,0,0.0,538
0,0,0.0,539
2,2,2.0,540
18,18,18.0,541
8,8,8.0,542
0,0,0.0,543
3,3,3.0,544
13,13,13.0,545
7,7,7.0,546
9,9,9.0,547
14,14,14.0,548
14,14,14.0,549
11,11,11.0,550
4,4,4.0,551
0,0,0.0,552
7,7,7.0,553
10,10,10.0,554
3,3,3.0,555
5,5,5.0,556
27,27,27.0,557
11,11,11.0,558
5,5,5.0,559
10,10,10.0,560
17,17,17.0,561
7,7,7.0,562
5,5,5.0,563
6,6,6.0,564
18,18,18.0,565
0,0,0.0,566
4,4,4.0,567
15,15,15.0,568
6,6,6.0,569
0,0,0.0,570
0,0,0.0,571
7,7,7.0,572
0,0,0.0,573
16,16,16.0,574
7,7,7.0,575
13,13,13.0,576
1,1,1.0,577
20,20,20.0,578
0,0,0.0,579
1,1,1.0,580
6,6,6.0,581
0,0,0.0,582
14,14,14.0,583
10,10,10.0,584
37,37,37.0,585
1,1,1.0,586
0,0,0.0,587
30,30,30.0,588
18,18,18.0,589
0,0,0.0,590
7,7,7.0,591
0,0,0.0,592
8,8,8.0,593
10,10,10.0,594
0,0,0.0,595
8,8,8.0,596
15,15,15.0,597
13,13,13.0,598
12,12,12.0,599
7,7,7.0,600
7,7,7.0,601
1,1,1.0,602
31,31,31.0,603
22,22,22.0,604
20,20,20.0,605
14,14,14.0,606
17,17,17.0,607
10,10,10.0,608
8,8,8.0,609
0,0,0.0,610
16,16,16.0,611
0,0,0.0,612
24,24,24.0,613
10,10,10.0,614
1,1,1.0,615
4,4,4.0,616
0,0,0.0,617
21,21,21.0,618
19,19,19.0,619
0,0,0.0,620
5,5,5.0,621
26,26,26.0,622
25,25,25.0,623
4,4,4.0,624
3,3,3.0,625
14,14,14.0,626
0,0,0.0,627
1,1,1.0,628
0,0,0.0,629
16,16,16.0,630
3,3,3.0,631
15,15,15.0,632
1,1,1.0,633
0,0,0.0,634
16,16,16.0,635
11,11,11.0,636
12,12,12.0,637
0,0,0.0,638
14,14,14.0,639
20,20,20.0,640
2,2,2.0,641
9,9,9.0,642
7,7,7.0,643
12,12,12.0,644
17,17,17.0,645
11,11,11.0,646
13,13,13.0,647
0,0,0.0,648
8,8,8.0,649
0,0,0.0,650
0,0,0.0,651
6,6,6.0,652
1,1,1.0,653
0,0,0.0,654
7,7,7.0,655
11,11,11.0,656
0,0,0.0,657
4,4,4.0,658
12,12,12.0,659
6,6,6.0,660
6,6,6.0,661
19,19,19.0,662
4,4,4.0,663
8,8,8.0,664
6,6,6.0,665
12,12,12.0,666
26,26,26.0,667
11,11,11.0,668
11,11,11.0,669
3,3,3.0,670
14,14,14.0,671
8,8,8.0,672
20,20,20.0,673
5,5,5.0,674
0,0,0.0,675
3,3,3.0,676
0,0,0.0,677
9,9,9.0,678
0,0,0.0,679
16,16,16.0,680
6,6,6.0,681
6,6,6.0,682
11,11,11.0,683
6,6,6.0,684
17,17,17.0,685
0,0,0.0,686
12,12,12.0,687
1,1,1.0,688
9,9,9.0,689
5,5,5.0,690
3,3,3.0,691
5,5,5.0,692
9,9,9.0,693
7,7,7.0,694
10,10,10.0,695
34,34,34.0,696
6,6,6.0,697
0,0,0.0,698
14,14,14.0,699
10,10,10.0,700
0,0,0.0,701
0,0,0.0,702
0,0,0.0,703
9,9,9.0,704
6,6,6.0,705
6,6,6.0,706
0,0,0.0,707
10,10,10.0,708
0,0,0.0,709
3,3,3.0,710
7,7,7.0,711
0,0,0.0,712
3,3,3.0,713
4,4,4.0,714
1,1,1.0,715
0,0,0.0,716
16,16,16.0,717
2,2,2.0,718
3,3,3.0,719
23,23,23.0,720
4,4,4.0,721
4,4,4.0,722
1,1,1.0,723
5,5,5.0,724
4,4,4.0,725
0,0,0.0,726
1,1,1.0,727
12,12,12.0,728
33,33,33.0,729
29,29,29.0,730
3,3,3.0,731
1,1,1.0,732
8,8,8.0,733
5,5,5.0,734
0,0,0.0,735
10,10,10.0,736
5,5,5.0,737
18,18,18.0,738
0,0,0.0,739
13,13,13.0,740
20,20,20.0,741
0,0,0.0,742
20,20,20.0,743
0,0,0.0,744
11,11,11.0,745
19,19,19.0,746
4,4,4.0,747
21,21,21.0,748
0,0,0.0,749
33,33,33.0,750
13,13,13.0,751
4,4,4.0,752
20,20,20.0,753
12,12,12.0,754
11,11,11.0,755
3,3,3.0,756
9,9,9.0,757
3,3,3.0,758
1,1,1.0,759
6,6,6.0,760
14,14,14.0,761
21,21,21.0,762
10,10,10.0,763
3,3,3.0,764
9,9,9.0,765
0,0,0.0,766
0,0,0.0,767
0,0,0.0,768
0,0,0.0,769
0,0,0.0,770
19,19,19.0,771
2,2,2.0,772
6,6,6.0,773
4,4,4.0,774
1,1,1.0,775
22,22,22.0,776
6,6,6.0,777
5,5,5.0,778
0,0,0.0,779
11,11,11.0,780
0,0,0.0,781
11,11,11.0,782
18,18,18.0,783
11,11,11.0,784
15,15,15.0,785
4,4,4.0,786
12,12,12.0,787
7,7,7.0,788
10,10,10.0,789
49,49,49.0,790
3,3,3.0,791
8,8,8.0,792
1,1,1.0,793
4,4,4.0,794
6,6,6.0,795
0,0,0.0,796
11,11,11.0,797
1,1,1.0,798
15,15,15.0,799
11,11,11.0,800
4,4,4.0,801
0,0,0.0,802
10,10,10.0,803
6,6,6.0,804
26,26,26.0,805
0,0,0.0,806
0,0,0.0,807
0,0,0.0,808
3,3,3.0,809
1,1,1.0,810
11,11,11.0,811
14,14,14.0,812
3,3,3.0,813
0,0,0.0,814
2,2,2.0,815
5,5,5.0,816
0,0,0.0,817
5,5,5.0,818
3,3,3.0,819
1,1,1.0,820
4,4,4.0,821
15,15,15.0,822
0,0,0.0,823
2,2,2.0,824
7,7,7.0,825
19,19,19.0,826
30,30,30.0,827
20,20,20.0,828
0,0,0.0,829
8,8,8.0,830
17,17,17.0,831
15,15,15.0,832
16,16,16.0,833
0,0,0.0,834
12,12,12.0,835
6,6,6.0,836
1,1,1.0,837
14,14,14.0,838
22,22,22.0,839
10,10,10.0,840
24,24,24.0,841
0,0,0.0,842
0,0,0.0,843
12,12,12.0,844
14,14,14.0,845
2,2,2.0,846
19,19,19.0,847
6,6,6.0,848
6,6,6.0,849
2,2,2.0,850
18,18,18.0,851
5,5,5.0,852
0,0,0.0,853
17,17,17.0,854
3,3,3.0,855
8,8,8.0,856
22,22,22.0,857
16,16,16.0,858
15,15,15.0,859
16,16,16.0,860
6,6,6.0,861
1,1,1.0,862
2,2,2.0,863
1,1,1.0,864
19,19,19.0,865
0,0,0.0,866
2,2,2.0,867
0,0,0.0,868
30,30,30.0,869
4,4,4.0,870
8,8,8.0,871
11,11,11.0,872
0,0,0.0,873
0,0,0.0,874
11,11,11.0,875
1,1,1.0,876
9,9,9.0,877
7,7,7.0,878
17,17,17.0,879
2,2,2.0,880
10,10,10.0,881
11,11,11.0,882
9,9,9.0,883
16,16,16.0,884
0,0,0.0,885
10,10,10.0,886
11,11,11.0,887
8,8,8.0,888
1,1,1.0,889
0,0,0.0,890
9,9,9.0,891
4,4,4.0,892
5,5,5.0,893
8,8,8.0,894
3,3,3.0,895
4,4,4.0,896
10,10,10.0,897
0,0,0.0,898
3,3,3.0,899
9,9,9.0,900
13,13,13.0,901
0,0,0.0,902
11,11,11.0,903
6,6,6.0,904
4,4,4.0,905
2,2,2.0,906
3,3,3.0,907
2,2,2.0,908
5,5,5.0,909
2,2,2.0,910
8,8,8.0,911
5,5,5.0,912
2,2,2.0,913
31,31,31.0,914
8,8,8.0,915
3,3,3.0,916
40,40,40.0,917
8,8,8.0,918
13,13,13.0,919
8,8,8.0,920
11,11,11.0,921
23,23,23.0,922
12,12,12.0,923
7,7,7.0,924
14,14,14.0,925
3,3,3.0,926
21,21,21.0,927
7,7,7.0,928
20,20,20.0,929
17,17,17.0,930
4,4,4.0,931
8,8,8.0,932
16,16,16.0,933
1,1,1.0,934
4,4,4.0,935
4,4,4.0,936
4,4,4.0,937
5,5,5.0,938
1,1,1.0,939
12,12,12.0,940
4,4,4.0,941
10,10,10.0,942
6,6,6.0,943
10,10,10.0,944
22,22,22.0,945
8,8,8.0,946
8,8,8.0,947
18,18,18.0,948
16,16,16.0,949
8,8,8.0,950
11,11,11.0,951
0,0,0.0,952
2,2,2.0,953
10,10,10.0,954
6,6,6.0,955
1,1,1.0,956
0,0,0.0,957
0,0,0.0,958
19,19,19.0,959
2,2,2.0,960
11,11,11.0,961
2,2,2.0,962
25,25,25.0,963
40,40,40.0,964
23,23,23.0,965
13,13,13.0,966
8,8,8.0,967
1,1,1.0,968
0,0,0.0,969
11,11,11.0,970
13,13,13.0,971
16,16,16.0,972
3,3,3.0,973
9,9,9.0,974
4,4,4.0,975
3,3,3.0,976
4,4,4.0,977
0,0,0.0,978
0,0,0.0,979
10,10,10.0,980
16,16,16.0,981
9,9,9.0,982
6,6,6.0,983
5,5,5.0,984
0,0,0.0,985
16,16,16.0,986
6,6,6.0,987
0,0,0.0,988
22,22,22.0,989
18,18,18.0,990
24,24,24.0,991
18,18,18.0,992
8,8,8.0,993
14,14,14.0,994
5,5,5.0,995
23,23,23.0,996
11,11,11.0,997
9,9,9.0,998
2,2,2.0,999
18,18,18.0,1000
1,1,1.0,1001
8,8,8.0,1002
12,12,12.0,1003
0,0,0.0,1004
18,18,18.0,1005
1,1,1.0,1006
17,17,17.0,1007
5,5,5.0,1008
6,6,6.0,1009
15,15,15.0,1010
1,1,1.0,1011
1,1,1.0,1012
3,3,3.0,1013
12,12,12.0,1014
0,0,0.0,1015
1,1,1.0,1016
0,0,0.0,1017
0,0,0.0,1018
9,9,9.0,1019
27,27,27.0,1020
0,0,0.0,1021
5,5,5.0,1022
0,0,0.0,1023
0,0,0.0,1024
15,15,15.0,1025
0,0,0.0,1026
55,55,55.0,1027
44,44,44.0,1028
0,0,0.0,1029
8,8,8.0,1030
6,6,6.0,1031
22,22,22.0,1032
24,24,24.0,1033
4,4,4.0,1034
15,15,15.0,1035
0,0,0.0,1036
12,12,12.0,1037
0,0,0.0,1038
1,1,1.0,1039
7,7,7.0,1040
7,7,7.0,1041
0,0,0.0,1042
3,3,3.0,1043
14,14,14.0,1044
4,4,4.0,1045
28,28,28.0,1046
20,20,20.0,1047
0,0,0.0,1048
1,1,1.0,1049
25,25,25.0,1050
1,1,1.0,1051
0,0,0.0,1052
6,6,6.0,1053
0,0,0.0,1054
17,17,17.0,1055
2,2,2.0,1056
0,0,0.0,1057
6,6,6.0,1058
19,19,19.0,1059
4,4,4.0,1060
23,23,23.0,1061
6,6,6.0,1062
28,28,28.0,1063
15,15,15.0,1064
12,12,12.0,1065
0,0,0.0,1066
15,15,15.0,1067
5,5,5.0,1068
14,14,14.0,1069
0,0,0.0,1070
6,6,6.0,1071
11,11,11.0,1072
2,2,2.0,1073
0,0,0.0,1074
8,8,8.0,1075
18,18,18.0,1076
0,0,0.0,1077
10,10,10.0,1078
0,0,0.0,1079
6,6,6.0,1080
4,4,4.0,1081
12,12,12.0,1082
0,0,0.0,1083
15,15,15.0,1084
0,0,0.0,1085
6,6,6.0,1086
16,16,16.0,1087
11,11,11.0,1088
13,13,13.0,1089
3,3,3.0,1090
9,9,9.0,1091
9,9,9.0,1092
0,0,0.0,1093
8,8,8.0,1094
0,0,0.0,1095
15,15,15.0,1096
9,9,9.0,1097
19,19,19.0,1098
7,7,7.0,1099
5,5,5.0,1100
28,28,28.0,1101
6,6,6.0,1102
14,14,14.0,1103
5,5,5.0,1104
0,0,0.0,1105
4,4,4.0,1106
8,8,8.0,1107
0,0,0.0,1108
6,6,6.0,1109
8,8,8.0,1110
12,12,12.0,1111
7,7,7.0,1112
0,0,0.0,1113
16,16,16.0,1114
6,6,6.0,1115
6,6,6.0,1116
9,9,9.0,1117
3,3,3.0,1118
0,0,0.0,1119
12,12,12.0,1120
12,12,12.0,1121
5,5,5.0,1122
3,3,3.0,1123
0,0,0.0,1124
15,15,15.0,1125
10,10,10.0,1126
35,35,35.0,1127
0,0,0.0,1128
0,0,0.0,1129
0,0,0.0,1130
11,11,11.0,1131
4,4,4.0,1132
9,9,9.0,1133
11,11,11.0,1134
0,0,0.0,1135
8,8,8.0,1136
6,6,6.0,1137
6,6,6.0,1138
0,0,0.0,1139
0,0,0.0,1140
0,0,0.0,1141
18,18,18.0,1142
32,32,32.0,1143
3,3,3.0,1144
11,11,11.0,1145
7,7,7.0,1146
11,11,11.0,1147
29,29,29.0,1148
9,9,9.0,1149
6,6,6.0,1150
0,0,0.0,1151
2,2,2.0,1152
6,6,6.0,1153
12,12,12.0,1154
11,11,11.0,1155
0,0,0.0,1156
29,29,29.0,1157
2,2,2.0,1158
17,17,17.0,1159
9,9,9.0,1160
0,0,0.0,1161
0,0,0.0,1162
4,4,4.0,1163
0,0,0.0,1164
8,8,8.0,1165
11,11,11.0,1166
0,0,0.0,1167
6,6,6.0,1168
0,0,0.0,1169
5,5,5.0,1170
13,13,13.0,1171
0,0,0.0,1172
10,10,10.0,1173
1,1,1.0,1174
0,0,0.0,1175
7,7,7.0,1176
18,18,18.0,1177
12,12,12.0,1178
15,15,15.0,1179
7,7,7.0,1180
23,23,23.0,1181
12,12,12.0,1182
4,4,4.0,1183
12,12,12.0,1184
0,0,0.0,1185
4,4,4.0,1186
0,0,0.0,1187
0,0,0.0,1188
9,9,9.0,1189
8,8,8.0,1190
13,13,13.0,1191
7,7,7.0,1192
17,17,17.0,1193
9,9,9.0,1194
14,14,14.0,1195
2,2,2.0,1196
20,20,20.0,1197
6,6,6.0,1198
5,5,5.0,1199
14,14,14.0,1200
16,16,16.0,1201
30,30,30.0,1202
14,14,14.0,1203
8,8,8.0,1204
6,6,6.0,1205
4,4,4.0,1206
0,0,0.0,1207
17,17,17.0,1208
4,4,4.0,1209
18,18,18.0,1210
19,19,19.0,1211
6,6,6.0,1212
2,2,2.0,1213
14,14,14.0,1214
19,19,19.0,1215
11,11,11.0,1216
4,4,4.0,1217
0,0,0.0,1218
5,5,5.0,1219
6,6,6.0,1220
6,6,6.0,1221
18,18,18.0,1222
0,0,0.0,1223
4,4,4.0,1224
12,12,12.0,1225
2,2,2.0,1226
8,8,8.0,1227
18,18,18.0,1228
1,1,1.0,1229
25,25,25.0,1230
0,0,0.0,1231
8,8,8.0,1232
9,9,9.0,1233
9,9,9.0,1234
16,16,16.0,1235
11,11,11.0,1236
12,12,12.0,1237
3,3,3.0,1238
7,7,7.0,1239
16,16,16.0,1240
2,2,2.0,1241
5,5,5.0,1242
6,6,6.0,1243
12,12,12.0,1244
0,0,0.0,1245
0,0,0.0,1246
10,10,10.0,1247
6,6,6.0,1248
15,15,15.0,1249
0,0,0.0,1250
0,0,0.0,1251
0,0,0.0,1252
23,23,23.0,1253
20,20,20.0,1254
30,30,30.0,1255
0,0,0.0,1256
2,2,2.0,1257
20,20,20.0,1258
5,5,5.0,1259
0,0,0.0,1260
12,12,12.0,1261
17,17,17.0,1262
4,4,4.0,1263
3,3,3.0,1264
6,6,6.0,1265
10,10,10.0,1266
10,10,10.0,1267
15,15,15.0,1268
5,5,5.0,1269
4,4,4.0,1270
4,4,4.0,1271
7,7,7.0,1272
0,0,0.0,1273
7,7,7.0,1274
5,5,5.0,1275
28,28,28.0,1276
5,5,5.0,1277
14,14,14.0,1278
0,0,0.0,1279
5,5,5.0,1280
15,15,15.0,1281
8,8,8.0,1282
0,0,0.0,1283
1,1,1.0,1284
14,14,14.0,1285
4,4,4.0,1286
3,3,3.0,1287
0,0,0.0,1288
0,0,0.0,1289
10,10,10.0,1290
0,0,0.0,1291
0,0,0.0,1292
26,26,26.0,1293
0,0,0.0,1294
12,12,12.0,1295
26,26,26.0,1296
0,0,0.0,1297
4,4,4.0,1298
8,8,8.0,1299
12,12,12.0,1300
0,0,0.0,1301
6,6,6.0,1302
30,30,30.0,1303
2,2,2.0,1304
5,5,5.0,1305
5,5,5.0,1306
10,10,10.0,1307
9,9,9.0,1308
2,2,2.0,1309
7,7,7.0,1310
19,19,19.0,1311
2,2,2.0,1312
1,1,1.0,1313
0,0,0.0,1314
14,14,14.0,1315
10,10,10.0,1316
11,11,11.0,1317
17,17,17.0,1318
7,7,7.0,1319
2,2,2.0,1320
6,6,6.0,1321
13,13,13.0,1322
0,0,0.0,1323
19,19,19.0,1324
24,24,24.0,1325
6,6,6.0,1326
8,8,8.0,1327
26,26,26.0,1328
13,13,13.0,1329
8,8,8.0,1330
3,3,3.0,1331
0,0,0.0,1332
0,0,0.0,1333
14,14,14.0,1334
1,1,1.0,1335
0,0,0.0,1336
0,0,0.0,1337
3,3,3.0,1338
6,6,6.0,1339
19,19,19.0,1340
10,10,10.0,1341
2,2,2.0,1342
1,1,1.0,1343
7,7,7.0,1344
20,20,20.0,1345
9,9,9.0,1346
12,12,12.0,1347
9,9,9.0,1348
2,2,2.0,1349
16,16,16.0,1350
3,3,3.0,1351
11,11,11.0,1352
12,12,12.0,1353
0,0,0.0,1354
0,0,0.0,1355
19,19,19.0,1356
14,14,14.0,1357
