PPO2,PPO2,DQN,DQN,Actor-Critic,Actor-Critic,ep
357.8979592,1170.921535,357.9103448,178.5009506,357.9965986,20570.52519,30
357.9591837,1151.575336,357.7896552,178.2850956,357.9761905,20535.54507,31
357.9217687,1130.169276,357.8862069,178.3182987,357.9727891,20502.1118,32
357.9659864,1108.931102,357.9517241,178.6938332,357.9387755,20462.58019,33
357.9931973,1088.170237,357.9413793,178.6538669,357.9591837,20431.86683,34
357.9251701,1063.939849,357.8793103,178.9241464,357.9863946,20400.74455,35
357.914966,1043.257515,357.9827586,178.7647001,357.9353741,20357.34984,36
357.952381,1020.837947,357.9413793,178.7597512,357.9863946,20328.4916,37
357.9489796,998.4255413,357.9827586,178.6585086,357.9557823,20288.73847,38
357.9727891,976.9082312,357.8862069,178.4625117,357.9863946,20253.67634,39
357.9319728,953.6679759,357.9482759,178.5238235,357.9659864,20213.3958,40
357.9183673,931.2434499,357.9137931,178.4969462,358,20178.82853,41
357.9251701,909.454177,357.8758621,178.2926623,357.9795918,20136.17097,42
357.9455782,888.1536629,357.8034483,178.3126799,357.9965986,20098.53043,43
357.9319728,866.2492009,357.9413793,178.3440424,357.9387755,20052.84133,44
357.8741497,843.6620387,357.9448276,178.2425795,357.9727891,20013.1757,45
357.8877551,823.0266928,357.8517241,178.1479292,357.9659864,19971.28831,46
357.9353741,803.6623675,357.8689655,178.1300869,357.9863946,19930.91575,47
357.9727891,784.5573592,357.8275862,178.0871359,357.9897959,19886.95411,48
357.9421769,764.4101564,357.9172414,178.2483202,357.8605442,19822.63298,49
357.9421769,745.5844182,357.8827586,178.1530484,357.952381,19791.45351,50
357.9183673,726.9695775,357.8689655,178.2517442,357.9829932,19751.40401,51
357.9115646,709.4088772,357.9413793,178.347516,358,19706.76958,52
357.8639456,691.8324816,357.9206897,178.27125,357.9353741,19651.38772,53
357.9489796,677.8255487,357.9068966,178.2247902,357.952381,19604.75776,54
357.8095238,660.1014796,357.9206897,178.2708904,358,19563.9111,55
357.952381,648.9464791,357.9689655,178.2919735,357.9761905,19511.6401,56
357.9013605,634.8348658,357.9172414,178.2797653,357.8843537,19447.15048,57
357.9591837,623.7366396,357.9482759,178.2488639,357.9795918,19412.95315,58
357.9115646,611.329629,357.962069,178.3012394,357.9897959,19362.36045,59
357.9591837,601.4508617,357.9448276,178.2482035,357.9863946,19310.75694,60
357.9217687,590.4656387,357.9206897,178.2061694,357.9829932,19259.45323,61
357.8809524,579.9808622,357.9413793,178.2493567,357.9659864,19202.77793,62
357.952381,571.4350412,357.9689655,178.3113036,357.9217687,19144.63145,63
357.9693878,562.332722,357.9586207,178.2522393,357.9795918,19096.0744,64
357.9693878,553.1538843,357.9551724,178.168037,357.9421769,19035.20445,65
357.9115646,543.1921036,357.9241379,178.209795,357.9455782,18982.19254,66
357.9863946,535.670156,357.9517241,178.2223115,357.9863946,18930.42333,67
357.9659864,526.6844531,357.9724138,178.254274,357.9829932,18873.11389,68
357.9727891,518.3027529,357.9586207,178.3094155,357.9387755,18809.79269,69
357.877551,508.3458901,357.9482759,178.2622963,357.9693878,18755.57444,70
357.9013605,500.5795068,357.9517241,178.2031235,357.9829932,18698.97715,71
357.8435374,491.560144,357.937931,178.2849257,357.9965986,18641.70091,72
357.9727891,485.6200176,357.9448276,178.2156993,357.9863946,18580.46767,73
357.8367347,475.7234142,357.9517241,178.2780385,357.9421769,18512.37817,74
357.9251701,469.3206367,357.9586207,178.306879,357.9829932,18459.13575,75
357.8537415,460.6697684,357.9793103,178.2814795,357.952381,18390.87212,76
357.9829932,455.2099869,357.9241379,178.3105085,357.8911565,18323.6251,77
357.8945578,446.5819669,357.937931,178.2207379,357.9489796,18264.95712,78
357.8979592,439.4276989,357.9793103,178.2761892,357.9183673,18198.90313,79
357.9489796,433.1013925,357.9551724,178.2488653,357.9965986,18145.19145,80
357.9115646,425.7773875,357.9724138,178.3062082,357.9659864,18076.47375,81
357.8843537,418.5513595,357.9965517,178.2765239,357.9421769,18006.23016,82
357.8809524,411.9445593,357.9758621,178.2318797,357.9829932,17947.04733,83
357.962585,406.4758806,357.9793103,178.2629507,357.952381,17876.36978,84
357.877551,399.308802,357.9310345,178.1762795,357.9489796,17810.00522,85
357.952381,394.0866076,357.9482759,178.2003506,357.9217687,17736.475,86
357.914966,387.751828,357.9655172,178.1922929,357.9727891,17676.81764,87
357.9727891,383.8731706,357.9827586,178.2065005,357.9931973,17611.00396,88
357.8877551,378.82423,357.9827586,178.2377571,357.8979592,17530.68236,89
357.9659864,378.1132738,357.9689655,178.2735215,357.9761905,17469.67285,90
357.9591837,375.9214977,357.9551724,178.1818335,357.9693878,17399.60039,91
357.9761905,358.0620405,357.9586207,178.3188733,357.9795918,17330.61718,92
357.9727891,351.300288,357.9586207,178.2631861,357.9387755,17252.62426,93
357.9319728,345.9265183,357.962069,178.2509299,357.9863946,17188.12184,94
357.9455782,335.4150166,357.9758621,178.1732799,357.9931973,17117.05617,95
357.9693878,327.632822,357.9586207,178.2121869,357.9863946,17044.16915,96
357.9489796,329.3972449,357.9758621,178.2146606,357.9863946,16971.267,97
357.9183673,323.3016277,357.9931034,178.1716976,357.9421769,16892.52064,98
357.9693878,301.2623408,357.8689655,178.0939049,357.8707483,16807.89623,99
357.954386,287.847071,357.9362416,178.1390146,357.9857651,16749.69114,100
357.8526316,275.6465162,357.9597315,178.2050865,357.9679715,16672.72984,101
357.9368421,250.2893051,357.9530201,178.2301844,357.9786477,16598.22421,102
357.9333333,302.4546135,357.9362416,178.1359462,357.9466192,16518.03569,103
357.9192982,240.476525,357.9697987,178.1750271,357.9288256,16442.132,104
357.9929825,203.2026351,357.9697987,178.1427774,357.9430605,16366.47126,105
357.954386,202.9987144,357.966443,178.1566554,357.9430605,16289.71226,106
357.9649123,201.1628183,357.9630872,178.1667363,357.9786477,16218.08874,107
357.9403509,188.0102098,357.9630872,178.1641807,357.9786477,16141.90606,108
357.8526316,173.5665531,357.9865772,178.1904923,357.9608541,16059.91148,109
358,173.1634893,357.9161074,178.1190882,357.975089,15983.60097,110
357.9192982,154.2535594,357.9496644,178.1893987,357.9893238,15907.4041,111
357.9263158,145.2815536,357.9395973,178.142988,357.9537367,15825.94803,112
357.9403509,139.8634239,357.9697987,178.1918889,357.9679715,15748.27265,113
357.9578947,132.5785502,357.9697987,178.1469939,357.9715302,15668.37549,114
357.9649123,124.832355,357.9765101,178.1631679,357.9572954,15587.12697,115
357.8877193,118.0898456,357.9697987,178.1597838,357.9430605,15505.41875,116
357.9508772,112.4391349,357.966443,178.1823065,357.9572954,15426.84925,117
357.8666667,103.7571799,357.9228188,178.0985597,357.9715302,15349.75444,118
357.9192982,112.5341992,357.9765101,178.2019967,357.9466192,15265.34126,119
357.9578947,103.7493383,357.9731544,178.1490954,357.9964413,15191.15743,120
357.9403509,94.46447833,357.9597315,178.1254878,357.9857651,15108.57921,121
357.9017544,99.98951472,357.9899329,178.1443767,357.9893238,15027.94054,122
357.954386,87.78027747,357.9731544,178.1415413,357.9857651,14946.1423,123
357.9649123,115.1454638,357.9697987,178.121492,357.975089,14864.85945,124
357.8666667,94.1453653,357.9798658,178.1349046,357.9679715,14780.49687,125
357.9473684,80.74223391,357.9295302,178.0686345,357.9822064,14700.66412,126
357.9192982,88.58497327,357.9630872,178.1154283,357.9679715,14618.27076,127
357.9754386,87.76822337,357.942953,178.0931595,357.9857651,14537.77974,128
357.9684211,64.97738639,357.942953,178.1444051,357.9644128,14451.97089,129
357.954386,56.53964018,357.9731544,178.1422648,357.9822064,14373.30093,130
357.8982456,56.48633846,357.9865772,178.135495,357.975089,14289.22191,131
357.9649123,54.45994575,357.9463087,178.1848251,357.9822064,14207.15333,132
357.8315789,51.66439879,357.942953,178.1098883,357.9715302,14123.11937,133
357.9473684,75.23347983,357.942953,178.1159593,357.9786477,14041.64404,134
357.9403509,49.2485173,357.8221477,178.0408718,357.975089,13958.31404,135
357.8982456,68.73045608,357.8959732,178.1346884,357.9715302,13875.15716,136
357.8842105,71.17258795,357.9127517,178.1140228,357.9786477,13793.88914,137
357.9403509,49.35604794,357.9328859,178.1207521,357.975089,13710.0043,138
357.922807,47.81208328,357.8959732,178.1165891,357.9822064,13627.98137,139
357.922807,41.58901662,357.9261745,178.0876865,357.9786477,13544.7722,140
357.9052632,53.84311523,357.9563758,178.1066602,357.9786477,13462.18547,141
357.9122807,56.34084563,357.9496644,178.105284,357.9288256,13373.31596,142
357.9192982,44.44313682,357.9194631,178.0946998,357.9857651,13297.66841,143
357.9754386,95.73801396,357.9731544,178.1476103,358,13216.62711,144
357.9017544,69.64682049,357.9463087,178.0995382,357.975089,13130.7984,145
357.9649123,38.70282505,357.9630872,178.1202619,357.9857651,13049.59766,146
357.9719298,30.40208267,357.9765101,178.0893255,357.9857651,12967.25074,147
357.9192982,27.94360361,357.9765101,178.1370106,357.9786477,12884.20529,148
357.9508772,25.23840402,357.9597315,178.1385018,357.9786477,12802.1589,149
357.9614035,24.93810667,357.9563758,178.1146571,357.9893238,12721.70105,150
357.922807,38.77021944,357.9697987,178.114371,357.9039146,12628.26057,151
357.9333333,31.49473782,357.9697987,178.1328298,357.9786477,12555.8017,152
357.9614035,24.96886291,357.9865772,178.1796016,357.9679715,12472.51733,153
357.9263158,39.54253386,357.9563758,178.1443211,357.9181495,12384.98217,154
357.9087719,37.71292722,357.942953,178.0957682,357.9928826,12312.77414,155
357.9649123,50.84387361,357.9261745,178.0702055,357.9572954,12228.27047,156
357.9122807,27.03550489,357.9362416,178.0955948,357.9145907,12141.22333,157
357.9263158,30.92603111,357.9261745,178.0853293,357.9501779,12064.59195,158
357.9578947,35.09262165,357.9932886,178.1277835,357.9395018,11983.01092,159
357.9508772,36.91438163,357.9597315,178.0926793,357.9715302,11906.81332,160
357.9473684,39.85680174,357.966443,178.1074202,357.9715302,11827.13765,161
357.9052632,34.34340623,357.966443,178.1326813,357.9928826,11751.07769,162
357.9754386,43.49915312,357.966443,178.0786979,357.9822064,11668.62858,163
357.8280702,22.87665131,357.9630872,178.1409328,358,11590.9416,164
357.9649123,55.09970182,357.9597315,178.090123,357.9430605,11506.95764,165
357.9052632,91.30991998,357.9630872,178.1211103,357.9715302,11430.54824,166
357.9052632,53.78442711,357.9630872,178.1023585,357.9893238,11354.11493,167
357.9438596,36.97760248,357.9496644,178.1246244,357.9964413,11276.24365,168
357.9333333,53.93431116,357.9899329,178.1655113,358,11198.87272,169
357.9614035,48.56786599,357.9597315,178.1132609,357.975089,11118.67625,170
357.8947368,34.97856151,357.942953,178.0649492,358,11044.36304,171
357.9263158,31.30312728,357.9798658,178.1659291,357.9145907,10959.66424,172
357.8491228,36.69884602,357.9832215,178.1409688,357.9822064,10890.20422,173
357.922807,68.18263596,357.9463087,178.0928325,357.9466192,10809.2342,174
357.9052632,66.83633207,357.9798658,178.1036178,357.9715302,10736.58173,175
357.9684211,35.44883944,357.9395973,178.0893449,357.9928826,10663.90755,176
357.9578947,27.45694854,357.909396,178.0419633,357.9288256,10583.90983,177
357.9473684,57.12083977,357.8926174,178.067492,357.975089,10512.34782,178
357.9052632,34.00119008,357.8959732,178.0326983,357.9857651,10439.49532,179
357.8561404,36.72766452,357.9261745,178.0967729,357.9430605,10363.26281,180
357.9578947,53.80185096,357.9194631,178.0950842,357.9928826,10293.61405,181
357.9614035,29.11426666,357.9765101,178.1123888,357.9537367,10217.42443,182
357.8070175,40.70148648,357.9832215,178.1145318,357.9679715,10146.4992,183
357.9333333,70.71317759,357.9832215,178.1174242,357.9430605,10071.8516,184
357.9087719,35.73332526,357.9865772,178.1236221,357.9893238,10005.19087,185
357.9017544,38.05988177,357.966443,178.0752149,357.9857651,9933.962292,186
357.9157895,73.62753107,357.9697987,178.1136829,357.9893238,9864.583124,187
357.8666667,37.70866513,357.9463087,178.0714297,357.8825623,9785.240294,188
357.9754386,33.06706106,357.9530201,178.0671883,357.9715302,9722.866205,189
357.9578947,25.56797897,357.942953,178.0707468,357.9786477,9655.48075,190
357.9859649,33.73349283,357.9765101,178.1403292,357.9537367,9584.016281,191
357.9263158,64.50606346,357.9731544,178.0997048,357.9822064,9519.43987,192
357.922807,59.50223228,357.9395973,178.0831148,357.9893238,9452.636852,193
357.9333333,30.4338227,357.9697987,178.1108626,357.9893238,9385.775984,194
357.9157895,28.50623612,357.9597315,178.09718,357.9501779,9315.837345,195
357.9473684,26.41205107,357.9228188,178.0808767,357.9893238,9253.934731,196
357.9508772,36.20773435,357.9228188,178.1361871,357.9893238,9188.81947,197
357.8982456,23.60689197,357.9463087,178.0850978,357.9715302,9122.971971,198
357.9614035,44.5104961,357.9362416,178.0589788,357.9501779,9057.111446,199
357.9307958,36.1726486,357.9828179,178.1316597,357.9292929,8991.614792,200
357.9653979,21.45220398,357.9725086,178.1388722,357.986532,8933.937269,201
357.8858131,26.70565588,357.9725086,178.2102844,357.952862,8868.637066,202
357.9307958,21.80998483,357.9656357,178.1150715,357.962963,8807.530453,203
357.9550173,56.38320113,357.9587629,178.1041385,357.989899,8749.359626,204
357.9896194,45.95795549,357.9415808,178.0816066,357.9225589,8683.036289,205
357.9550173,36.05591687,357.9312715,178.0641211,357.989899,8628.555702,206
357.9515571,55.14257613,357.8728522,178.0573865,357.9427609,8565.250645,207
357.8892734,43.46504183,357.9450172,178.1174824,357.986532,8510.465524,208
357.9619377,42.54731709,357.9725086,178.1378919,357.9225589,8446.593226,209
357.8788927,152.5871948,357.9243986,178.0757379,357.9494949,8391.461484,210
357.9377163,116.0411045,357.8934708,178.0371549,357.959596,8335.423654,211
357.8858131,40.00527428,357.9828179,178.2265373,357.969697,8280.226699,212
357.9688581,50.76718467,357.9793814,178.1389196,357.986532,8225.953839,213
357.9307958,59.59953746,357.9725086,178.1125055,357.979798,8170.367636,214
357.9065744,30.12744388,357.9656357,178.1167107,357.986532,8116.600843,215
357.899654,21.68563576,357.9690722,178.0979595,357.9360269,8058.369029,216
357.8788927,29.6397677,357.9690722,178.0903915,357.969697,8009.118077,217
357.9065744,22.5223523,357.9621993,178.1145446,357.96633,7955.537325,218
357.9307958,21.25868978,357.9828179,178.1236034,357.962963,7903.40105,219
357.9238754,31.3386559,357.9793814,178.1334615,357.996633,7855.006962,220
357.8615917,27.70966217,357.9793814,178.1256428,357.989899,7803.967067,221
357.9238754,46.76039141,357.9725086,178.1215917,357.973064,7752.528017,222
357.9515571,43.25511673,357.9415808,178.0875211,357.973064,7703.497854,223
357.9307958,57.96191069,357.9037801,178.053175,357.962963,7654.411687,224
357.982699,51.804037,357.8865979,178.0516813,357.969697,7606.427974,225
358,52.97479602,357.8865979,178.0665259,357.9259259,7556.222794,226
357.9861592,115.6114595,357.8659794,177.9898625,357.973064,7512.896301,227
357.9238754,68.16077067,357.9896907,178.1433491,357.973064,7466.467999,228
357.9515571,29.34965154,357.9140893,178.0469264,357.976431,7421.183483,229
357.8685121,36.27557104,357.9725086,178.0978776,357.9494949,7374.535686,230
357.9238754,62.47318845,357.9828179,178.0985448,357.8855219,7325.653093,231
357.9653979,106.4810919,357.9793814,178.1209631,357.9360269,7286.13319,232
357.982699,45.23964473,357.9896907,178.1254513,357.983165,7246.475255,233
357.9134948,25.68708722,357.9381443,178.0568327,357.983165,7204.543818,234
357.9792388,22.84047877,357.8969072,178.0747866,357.9124579,7157.531178,235
357.9861592,37.71070913,357.8900344,178.0164352,357.986532,7121.799301,236
357.9723183,32.9680609,357.9587629,178.0937369,357.969697,7080.142303,237
357.9204152,20.13329396,357.9793814,178.1005115,357.9292929,7037.561958,238
357.9377163,27.06285133,357.9896907,178.1093503,357.9494949,7000.328919,239
357.9446367,84.75277656,357.9862543,178.1472983,357.989899,6964.79192,240
357.9584775,52.64611422,357.9725086,178.0870013,357.9225589,6922.098259,241
357.9688581,34.26905741,357.9484536,178.0683469,357.96633,6887.707179,242
357.9653979,49.19608308,357.9656357,178.1068026,357.952862,6849.970416,243
357.916955,23.08500075,357.9862543,178.1271772,357.8619529,6809.531013,244
357.9377163,36.48889485,357.9656357,178.116148,357.9461279,6778.224202,245
357.9307958,26.82102587,357.9278351,178.0484301,357.969697,6744.772171,246
357.9411765,19.06967149,357.9140893,178.0522563,357.956229,6709.859866,247
357.9273356,21.51958383,357.8075601,177.9640099,357.986532,6678.356343,248
357.9446367,21.30400112,357.8762887,178.0393361,357.9326599,6641.925207,249
357.8719723,34.45190629,357.8865979,178.0047498,357.9360269,6609.616212,250
357.9515571,44.33866268,357.9725086,178.1029423,357.962963,6579.434108,251
357.9792388,36.12300916,357.9553265,178.1496278,357.976431,6549.203764,252
357.8719723,23.79664621,357.9793814,178.0752107,357.9124579,6514.492354,253
357.9342561,30.63623016,357.975945,178.1098733,357.973064,6488.795206,254
357.9584775,76.42748612,357.9965636,178.1810173,357.962963,6457.798546,255
357.9100346,26.16206794,357.9828179,178.1380373,357.952862,6427.852373,256
357.9619377,27.43489286,357.9621993,178.1264897,357.989899,6401.92005,257
357.9792388,26.7307958,357.9656357,178.1349924,357.9494949,6371.114174,258
357.9342561,20.69204504,357.9587629,178.1034524,357.9057239,6341.096868,259
357.9515571,23.46761847,357.9484536,178.1024733,357.9360269,6315.338656,260
357.9792388,43.04391158,357.9450172,178.113807,357.993266,6292.830708,261
357.9100346,28.72051659,357.8831615,178.0320041,357.973064,6265.250624,262
357.8858131,19.90127597,357.9037801,178.0528519,357.973064,6238.926192,263
357.9238754,24.40251478,357.8247423,178.0526843,357.986532,6212.406503,264
357.9930796,106.6822377,357.9621993,178.1279474,357.983165,6186.246401,265
357.9550173,26.30872817,357.8934708,178.0093345,357.9191919,6152.362092,266
357.9134948,21.7294555,357.9450172,178.0514517,357.986532,6116.925509,267
357.9238754,45.64379866,357.9450172,178.0748064,358,6064.785187,268
357.9584775,28.06401315,357.975945,178.0960262,357.969697,5953.102201,269
357.9480969,25.71929487,357.975945,178.1117741,357.996633,5749.324349,270
357.9446367,21.45572671,357.9862543,178.0952472,357.9427609,5457.254217,271
357.9757785,23.95089434,357.975945,178.1038133,357.9023569,5691.642242,272
357.9342561,21.86902319,357.9793814,178.1191368,357.996633,6183.206924,273
357.899654,17.503072,357.9828179,178.0888396,357.959596,5679.727148,274
357.982699,34.00847803,357.9896907,178.1405558,357.986532,5326.587645,275
357.9204152,22.0372494,357.9656357,178.0733612,357.976431,5331.638265,276
357.9688581,23.28619043,357.9243986,178.0381984,357.979798,5071.875491,277
357.899654,29.12536519,357.8797251,177.9995962,357.969697,4770.361988,278
357.9515571,31.61013051,357.8487973,178.0052077,357.989899,4599.873018,279
357.9723183,20.67730586,357.814433,177.9674161,357.952862,4586.954774,280
357.9792388,41.9117797,357.9312715,178.1263577,357.9259259,4613.125615,281
357.9688581,23.21006998,357.9690722,178.1200709,357.973064,4437.121292,282
357.9653979,23.9395622,357.9896907,178.1029309,357.989899,4352.998111,283
357.9307958,60.54995016,357.9828179,178.1214691,357.9427609,4324.186199,284
357.9065744,64.59188996,357.975945,178.1180062,357.973064,4366.411125,285
357.9965398,50.67542823,357.9896907,178.1168051,357.996633,4338.040692,286
357.9307958,19.77811546,357.9587629,178.0776738,357.9158249,4272.087323,287
357.9688581,27.66172035,357.9450172,178.0688007,357.973064,4232.842588,288
357.9100346,21.57271999,357.9725086,178.0990176,357.969697,4127.670674,289
357.9653979,18.44991537,357.9140893,178.044062,357.9225589,4016.534161,290
357.9619377,33.31511498,357.9656357,178.0771189,357.983165,3989.952726,291
357.9861592,59.32172539,357.8728522,178.0077269,357.989899,3968.595843,292
357.9688581,36.29232847,357.9072165,178.0356063,357.989899,3883.137536,293
357.9896194,31.63657847,357.9243986,178.0505114,357.9461279,3830.376427,294
357.9273356,21.02384073,357.9415808,178.0634592,357.962963,3766.740926,295
357.9653979,44.51219031,357.9931271,178.0866132,357.983165,3742.383652,296
357.9757785,21.41879111,357.9484536,178.0816893,357.973064,3690.411138,297
357.9861592,17.168939,357.9931271,178.1453909,357.96633,3623.273087,298
357.9307958,67.78409414,357.9931271,178.1409017,357.976431,3590.035765,299
357.8951049,53.52378286,357.9548611,178.0809446,357.9647887,3566.280313,300
357.9335664,46.80791709,357.9826389,178.0865979,357.915493,3494.367804,301
357.951049,68.76260419,357.9722222,178.1038902,357.943662,3440.377296,302
357.993007,21.01128671,357.8993056,178.062567,357.9753521,3392.02601,303
357.9335664,21.48688973,357.8263889,177.995927,357.9964789,3359.910559,304
357.9615385,28.08780538,357.7986111,177.9072959,357.9647887,3317.502718,305
357.972028,38.0223381,357.9305556,178.0750736,357.9084507,3279.201434,306
357.9440559,21.42734223,357.9236111,178.0134443,357.9647887,3238.454455,307
357.9125874,38.037435,357.9513889,178.0560444,357.9577465,3175.395769,308
357.972028,49.12274303,357.9722222,178.0893922,357.9577465,3142.604338,309
357.9020979,18.61447139,357.9548611,178.0736693,357.9894366,3094.689105,310
357.9265734,20.63175889,357.9895833,178.1230096,357.8838028,3070.807791,311
357.965035,55.50672385,357.9965278,178.1731977,357.9295775,3015.403103,312
357.9440559,36.520135,357.9826389,178.1222489,357.971831,2975.646766,313
357.9370629,47.71227653,357.9861111,178.0951177,357.9401408,2924.592252,314
357.9440559,46.60660273,357.9618056,178.1020484,357.9401408,2912.828545,315
357.9335664,94.9746652,357.9756944,178.1005249,357.971831,2860.840537,316
357.958042,148.669562,357.90625,178.0448206,357.9788732,2807.918593,317
357.9125874,97.56163428,357.8923611,178.0445626,357.9859155,2782.164917,318
357.9440559,41.74679855,357.8333333,178.0062983,357.9084507,2725.758627,319
357.951049,21.66962502,357.9027778,178.0590017,357.9366197,2693.57679,320
357.9755245,16.72205384,357.9375,178.0505868,357.9366197,2649.503314,321
357.958042,26.39475382,357.9826389,178.0900789,358,2616.843,322
357.9475524,21.22989366,357.9513889,178.054288,357.9190141,2601.990489,323
357.979021,32.45332547,357.9895833,178.1219931,357.9507042,2535.671543,324
357.958042,42.30612619,357.9826389,178.0937818,357.9084507,2497.691363,325
357.958042,19.83426774,357.9930556,178.0884517,357.9330986,2490.281065,326
357.9545455,18.5944835,357.9791667,178.1345529,357.9330986,2460.453535,327
357.9755245,28.20726512,357.9826389,178.0826878,357.9471831,2412.353383,328
357.9265734,35.2955164,357.9444444,178.0330647,357.9788732,2357.137833,329
357.9440559,26.10532081,357.9722222,178.0518736,357.943662,2334.218834,330
357.979021,21.54449143,357.9409722,178.0455617,357.9190141,2311.693933,331
358,18.94869089,357.9270833,178.067787,357.9929577,2245.883364,332
357.993007,24.79907602,357.8680556,178.0289482,357.9366197,2214.350279,333
357.9755245,24.58608513,357.7916667,177.9012592,357.9225352,2187.917171,334
357.9370629,22.83660904,357.9375,178.0571706,357.9683099,2145.220698,335
357.9440559,17.11674686,357.96875,178.066783,357.9894366,2128.424412,336
357.9755245,19.44786368,357.9375,178.052431,357.9119718,2084.632095,337
357.958042,19.29419435,357.9409722,178.0316605,357.8838028,2032.283391,338
357.9755245,24.07132567,357.9583333,178.0635111,357.9542254,2029.938852,339
358,60.69554878,357.9479167,178.0654361,357.9612676,1975.040003,340
357.9230769,28.08877071,357.9826389,178.106056,357.9471831,1936.754692,341
357.9440559,33.08390883,357.9895833,178.0840329,357.9330986,1905.347081,342
357.972028,20.56058592,357.9722222,178.1191992,357.9401408,1894.056656,343
357.951049,36.73148515,357.9513889,178.0448175,357.9190141,1856.033667,344
357.9965035,22.54467296,357.9756944,178.0691727,357.9753521,1823.533807,345
357.979021,23.23109465,357.9861111,178.0989764,357.9683099,1808.167283,346
357.965035,62.44573039,357.9444444,178.0394904,357.943662,1755.501318,347
357.8951049,31.77581178,357.9305556,178.0332,357.943662,1767.269831,348
357.9825175,43.82873989,357.9027778,178.0029372,357.9330986,1703.011047,349
357.9755245,21.97449057,357.9236111,178.1110579,357.9471831,1669.494385,350
357.9020979,50.92899135,357.9791667,178.090106,357.9929577,1664.880619,351
357.9440559,32.17161087,357.9930556,178.1086998,357.9859155,1664.954424,352
357.986014,58.10264882,357.9722222,178.0560895,357.9260563,1606.214453,353
357.972028,24.08008838,357.96875,178.0603438,357.943662,1581.792781,354
357.9685315,21.65094584,357.9861111,178.0696399,357.9471831,1585.751795,355
357.965035,21.98225634,357.9930556,178.1001421,357.9260563,1538.893041,356
357.9300699,30.37547206,357.9756944,178.0900736,357.9366197,1502.601303,357
357.965035,26.4055368,357.9861111,178.0800945,357.9330986,1471.306307,358
357.958042,32.39721805,357.8993056,177.9936068,357.8943662,1448.820893,359
357.965035,28.05985924,357.8680556,177.9735916,357.9823944,1424.302557,360
357.9545455,48.94884438,357.8819444,177.9900109,357.9577465,1377.445689,361
357.9685315,26.0678465,357.9583333,178.0803043,357.9753521,1376.04002,362
357.9440559,23.4445139,357.8888889,178.0081127,357.9507042,1340.443565,363
358,19.64622075,357.8159722,177.923137,357.9753521,1319.616527,364
357.9755245,34.19770937,357.9513889,178.0575478,357.9612676,1283.992809,365
357.9475524,46.08686529,357.8472222,177.964858,357.9683099,1264.21062,366
357.9825175,62.71806015,357.9756944,178.067911,357.9823944,1256.437296,367
357.9090909,25.99381342,357.9722222,178.0570281,357.9859155,1219.490059,368
357.9615385,34.04494604,357.9756944,178.0637038,357.9190141,1205.565451,369
357.9825175,41.41048956,357.9756944,178.0591606,357.9788732,1187.67328,370
357.9055944,21.57128362,357.9861111,178.0911414,357.9929577,1156.88176,371
357.986014,22.16403556,357.9756944,178.0644576,357.9330986,1133.2736,372
357.958042,35.63574831,357.8888889,178.0284201,357.9542254,1109.653586,373
