PPO2,DQN,Actor-Critic,ep
469.3206367,178.306879,18459.13575,75
460.6697684,178.2814795,18390.87212,76
455.2099869,178.3105085,18323.6251,77
446.5819669,178.2207379,18264.95712,78
439.4276989,178.2761892,18198.90313,79
433.1013925,178.2488653,18145.19145,80
425.7773875,178.3062082,18076.47375,81
418.5513595,178.2765239,18006.23016,82
411.9445593,178.2318797,17947.04733,83
406.4758806,178.2629507,17876.36978,84
399.308802,178.1762795,17810.00522,85
394.0866076,178.2003506,17736.475,86
387.751828,178.1922929,17676.81764,87
383.8731706,178.2065005,17611.00396,88
378.82423,178.2377571,17530.68236,89
378.1132738,178.2735215,17469.67285,90
375.9214977,178.1818335,17399.60039,91
358.0620405,178.3188733,17330.61718,92
351.300288,178.2631861,17252.62426,93
345.9265183,178.2509299,17188.12184,94
335.4150166,178.1732799,17117.05617,95
327.632822,178.2121869,17044.16915,96
329.3972449,178.2146606,16971.267,97
323.3016277,178.1716976,16892.52064,98
301.2623408,178.0939049,16807.89623,99
287.847071,178.1390146,16749.69114,100
275.6465162,178.2050865,16672.72984,101
250.2893051,178.2301844,16598.22421,102
302.4546135,178.1359462,16518.03569,103
240.476525,178.1750271,16442.132,104
203.2026351,178.1427774,16366.47126,105
202.9987144,178.1566554,16289.71226,106
201.1628183,178.1667363,16218.08874,107
188.0102098,178.1641807,16141.90606,108
173.5665531,178.1904923,16059.91148,109
173.1634893,178.1190882,15983.60097,110
154.2535594,178.1893987,15907.4041,111
145.2815536,178.142988,15825.94803,112
139.8634239,178.1918889,15748.27265,113
132.5785502,178.1469939,15668.37549,114
124.832355,178.1631679,15587.12697,115
118.0898456,178.1597838,15505.41875,116
112.4391349,178.1823065,15426.84925,117
103.7571799,178.0985597,15349.75444,118
112.5341992,178.2019967,15265.34126,119
103.7493383,178.1490954,15191.15743,120
94.46447833,178.1254878,15108.57921,121
99.98951472,178.1443767,15027.94054,122
87.78027747,178.1415413,14946.1423,123
115.1454638,178.121492,14864.85945,124
94.1453653,178.1349046,14780.49687,125
80.74223391,178.0686345,14700.66412,126
88.58497327,178.1154283,14618.27076,127
87.76822337,178.0931595,14537.77974,128
64.97738639,178.1444051,14451.97089,129
56.53964018,178.1422648,14373.30093,130
56.48633846,178.135495,14289.22191,131
54.45994575,178.1848251,14207.15333,132
51.66439879,178.1098883,14123.11937,133
75.23347983,178.1159593,14041.64404,134
49.2485173,178.0408718,13958.31404,135
68.73045608,178.1346884,13875.15716,136
71.17258795,178.1140228,13793.88914,137
49.35604794,178.1207521,13710.0043,138
47.81208328,178.1165891,13627.98137,139
41.58901662,178.0876865,13544.7722,140
53.84311523,178.1066602,13462.18547,141
56.34084563,178.105284,13373.31596,142
44.44313682,178.0946998,13297.66841,143
95.73801396,178.1476103,13216.62711,144
69.64682049,178.0995382,13130.7984,145
38.70282505,178.1202619,13049.59766,146
30.40208267,178.0893255,12967.25074,147
27.94360361,178.1370106,12884.20529,148
25.23840402,178.1385018,12802.1589,149
24.93810667,178.1146571,12721.70105,150
38.77021944,178.114371,12628.26057,151
31.49473782,178.1328298,12555.8017,152
24.96886291,178.1796016,12472.51733,153
39.54253386,178.1443211,12384.98217,154
37.71292722,178.0957682,12312.77414,155
50.84387361,178.0702055,12228.27047,156
27.03550489,178.0955948,12141.22333,157
30.92603111,178.0853293,12064.59195,158
35.09262165,178.1277835,11983.01092,159
36.91438163,178.0926793,11906.81332,160
39.85680174,178.1074202,11827.13765,161
34.34340623,178.1326813,11751.07769,162
43.49915312,178.0786979,11668.62858,163
22.87665131,178.1409328,11590.9416,164
55.09970182,178.090123,11506.95764,165
91.30991998,178.1211103,11430.54824,166
53.78442711,178.1023585,11354.11493,167
36.97760248,178.1246244,11276.24365,168
53.93431116,178.1655113,11198.87272,169
48.56786599,178.1132609,11118.67625,170
34.97856151,178.0649492,11044.36304,171
31.30312728,178.1659291,10959.66424,172
36.69884602,178.1409688,10890.20422,173
68.18263596,178.0928325,10809.2342,174
66.83633207,178.1036178,10736.58173,175
35.44883944,178.0893449,10663.90755,176
27.45694854,178.0419633,10583.90983,177
57.12083977,178.067492,10512.34782,178
34.00119008,178.0326983,10439.49532,179
36.72766452,178.0967729,10363.26281,180
53.80185096,178.0950842,10293.61405,181
29.11426666,178.1123888,10217.42443,182
40.70148648,178.1145318,10146.4992,183
70.71317759,178.1174242,10071.8516,184
35.73332526,178.1236221,10005.19087,185
38.05988177,178.0752149,9933.962292,186
73.62753107,178.1136829,9864.583124,187
37.70866513,178.0714297,9785.240294,188
33.06706106,178.0671883,9722.866205,189
25.56797897,178.0707468,9655.48075,190
33.73349283,178.1403292,9584.016281,191
64.50606346,178.0997048,9519.43987,192
59.50223228,178.0831148,9452.636852,193
30.4338227,178.1108626,9385.775984,194
28.50623612,178.09718,9315.837345,195
26.41205107,178.0808767,9253.934731,196
36.20773435,178.1361871,9188.81947,197
23.60689197,178.0850978,9122.971971,198
44.5104961,178.0589788,9057.111446,199
36.1726486,178.1316597,8991.614792,200
21.45220398,178.1388722,8933.937269,201
26.70565588,178.2102844,8868.637066,202
21.80998483,178.1150715,8807.530453,203
56.38320113,178.1041385,8749.359626,204
45.95795549,178.0816066,8683.036289,205
36.05591687,178.0641211,8628.555702,206
55.14257613,178.0573865,8565.250645,207
43.46504183,178.1174824,8510.465524,208
42.54731709,178.1378919,8446.593226,209
152.5871948,178.0757379,8391.461484,210
116.0411045,178.0371549,8335.423654,211
40.00527428,178.2265373,8280.226699,212
50.76718467,178.1389196,8225.953839,213
59.59953746,178.1125055,8170.367636,214
30.12744388,178.1167107,8116.600843,215
21.68563576,178.0979595,8058.369029,216
29.6397677,178.0903915,8009.118077,217
22.5223523,178.1145446,7955.537325,218
21.25868978,178.1236034,7903.40105,219
31.3386559,178.1334615,7855.006962,220
27.70966217,178.1256428,7803.967067,221
46.76039141,178.1215917,7752.528017,222
43.25511673,178.0875211,7703.497854,223
57.96191069,178.053175,7654.411687,224
51.804037,178.0516813,7606.427974,225
52.97479602,178.0665259,7556.222794,226
115.6114595,177.9898625,7512.896301,227
68.16077067,178.1433491,7466.467999,228
29.34965154,178.0469264,7421.183483,229
36.27557104,178.0978776,7374.535686,230
62.47318845,178.0985448,7325.653093,231
106.4810919,178.1209631,7286.13319,232
45.23964473,178.1254513,7246.475255,233
25.68708722,178.0568327,7204.543818,234
22.84047877,178.0747866,7157.531178,235
37.71070913,178.0164352,7121.799301,236
32.9680609,178.0937369,7080.142303,237
20.13329396,178.1005115,7037.561958,238
27.06285133,178.1093503,7000.328919,239
84.75277656,178.1472983,6964.79192,240
52.64611422,178.0870013,6922.098259,241
34.26905741,178.0683469,6887.707179,242
49.19608308,178.1068026,6849.970416,243
23.08500075,178.1271772,6809.531013,244
36.48889485,178.116148,6778.224202,245
26.82102587,178.0484301,6744.772171,246
19.06967149,178.0522563,6709.859866,247
21.51958383,177.9640099,6678.356343,248
21.30400112,178.0393361,6641.925207,249
34.45190629,178.0047498,6609.616212,250
44.33866268,178.1029423,6579.434108,251
36.12300916,178.1496278,6549.203764,252
23.79664621,178.0752107,6514.492354,253
30.63623016,178.1098733,6488.795206,254
76.42748612,178.1810173,6457.798546,255
26.16206794,178.1380373,6427.852373,256
27.43489286,178.1264897,6401.92005,257
26.7307958,178.1349924,6371.114174,258
20.69204504,178.1034524,6341.096868,259
23.46761847,178.1024733,6315.338656,260
43.04391158,178.113807,6292.830708,261
28.72051659,178.0320041,6265.250624,262
19.90127597,178.0528519,6238.926192,263
24.40251478,178.0526843,6212.406503,264
106.6822377,178.1279474,6186.246401,265
26.30872817,178.0093345,6152.362092,266
21.7294555,178.0514517,6116.925509,267
45.64379866,178.0748064,6064.785187,268
28.06401315,178.0960262,5953.102201,269
25.71929487,178.1117741,5749.324349,270
21.45572671,178.0952472,5457.254217,271
23.95089434,178.1038133,5691.642242,272
21.86902319,178.1191368,6183.206924,273
17.503072,178.0888396,5679.727148,274
34.00847803,178.1405558,5326.587645,275
22.0372494,178.0733612,5331.638265,276
23.28619043,178.0381984,5071.875491,277
29.12536519,177.9995962,4770.361988,278
31.61013051,178.0052077,4599.873018,279
20.67730586,177.9674161,4586.954774,280
41.9117797,178.1263577,4613.125615,281
23.21006998,178.1200709,4437.121292,282
23.9395622,178.1029309,4352.998111,283
60.54995016,178.1214691,4324.186199,284
64.59188996,178.1180062,4366.411125,285
50.67542823,178.1168051,4338.040692,286
19.77811546,178.0776738,4272.087323,287
27.66172035,178.0688007,4232.842588,288
21.57271999,178.0990176,4127.670674,289
18.44991537,178.044062,4016.534161,290
33.31511498,178.0771189,3989.952726,291
59.32172539,178.0077269,3968.595843,292
36.29232847,178.0356063,3883.137536,293
31.63657847,178.0505114,3830.376427,294
21.02384073,178.0634592,3766.740926,295
44.51219031,178.0866132,3742.383652,296
21.41879111,178.0816893,3690.411138,297
17.168939,178.1453909,3623.273087,298
67.78409414,178.1409017,3590.035765,299
53.52378286,178.0809446,3566.280313,300
46.80791709,178.0865979,3494.367804,301
68.76260419,178.1038902,3440.377296,302
21.01128671,178.062567,3392.02601,303
21.48688973,177.995927,3359.910559,304
28.08780538,177.9072959,3317.502718,305
38.0223381,178.0750736,3279.201434,306
21.42734223,178.0134443,3238.454455,307
38.037435,178.0560444,3175.395769,308
49.12274303,178.0893922,3142.604338,309
18.61447139,178.0736693,3094.689105,310
20.63175889,178.1230096,3070.807791,311
55.50672385,178.1731977,3015.403103,312
36.520135,178.1222489,2975.646766,313
47.71227653,178.0951177,2924.592252,314
46.60660273,178.1020484,2912.828545,315
94.9746652,178.1005249,2860.840537,316
148.669562,178.0448206,2807.918593,317
97.56163428,178.0445626,2782.164917,318
41.74679855,178.0062983,2725.758627,319
21.66962502,178.0590017,2693.57679,320
16.72205384,178.0505868,2649.503314,321
26.39475382,178.0900789,2616.843,322
21.22989366,178.054288,2601.990489,323
32.45332547,178.1219931,2535.671543,324
42.30612619,178.0937818,2497.691363,325
19.83426774,178.0884517,2490.281065,326
18.5944835,178.1345529,2460.453535,327
28.20726512,178.0826878,2412.353383,328
35.2955164,178.0330647,2357.137833,329
26.10532081,178.0518736,2334.218834,330
21.54449143,178.0455617,2311.693933,331
18.94869089,178.067787,2245.883364,332
24.79907602,178.0289482,2214.350279,333
24.58608513,177.9012592,2187.917171,334
22.83660904,178.0571706,2145.220698,335
17.11674686,178.066783,2128.424412,336
19.44786368,178.052431,2084.632095,337
19.29419435,178.0316605,2032.283391,338
24.07132567,178.0635111,2029.938852,339
60.69554878,178.0654361,1975.040003,340
28.08877071,178.106056,1936.754692,341
33.08390883,178.0840329,1905.347081,342
20.56058592,178.1191992,1894.056656,343
36.73148515,178.0448175,1856.033667,344
22.54467296,178.0691727,1823.533807,345
23.23109465,178.0989764,1808.167283,346
62.44573039,178.0394904,1755.501318,347
31.77581178,178.0332,1767.269831,348
43.82873989,178.0029372,1703.011047,349
21.97449057,178.1110579,1669.494385,350
50.92899135,178.090106,1664.880619,351
32.17161087,178.1086998,1664.954424,352
58.10264882,178.0560895,1606.214453,353
24.08008838,178.0603438,1581.792781,354
21.65094584,178.0696399,1585.751795,355
21.98225634,178.1001421,1538.893041,356
30.37547206,178.0900736,1502.601303,357
26.4055368,178.0800945,1471.306307,358
32.39721805,177.9936068,1448.820893,359
28.05985924,177.9735916,1424.302557,360
48.94884438,177.9900109,1377.445689,361
26.0678465,178.0803043,1376.04002,362
23.4445139,178.0081127,1340.443565,363
19.64622075,177.923137,1319.616527,364
34.19770937,178.0575478,1283.992809,365
46.08686529,177.964858,1264.21062,366
62.71806015,178.067911,1256.437296,367
25.99381342,178.0570281,1219.490059,368
34.04494604,178.0637038,1205.565451,369
41.41048956,178.0591606,1187.67328,370
21.57128362,178.0911414,1156.88176,371
22.16403556,178.0644576,1133.2736,372
35.63574831,178.0284201,1109.653586,373
22.58194717,178.0556059,1104.523247,374
18.87619055,178.0636039,1074.95692,375
22.20591012,178.0767256,1065.993101,376
16.56864432,178.0957143,1028.428072,377
16.32587363,178.067049,1005.372593,378
36.73195951,178.0663462,1013.203662,379
43.63439661,178.0471592,994.8229758,380
21.99110279,178.0129297,977.627261,381
17.97347277,178.0314543,968.2474871,382
27.95901408,178.0502329,925.8048594,383
35.48453249,178.0902064,925.2223734,384
35.9881852,178.0843366,905.0943959,385
110.2945807,178.0486217,882.5893447,386
44.33043224,178.1044931,860.5841071,387
24.67138708,178.1195959,843.114791,388
33.74576565,178.0859461,825.5254881,389
32.69463453,178.1001208,816.8987684,390
56.91296081,178.0602236,799.6765552,391
51.59303181,177.9824532,780.6342256,392
18.48090008,178.0462941,766.1249622,393
16.96897015,178.0203057,751.2631591,394
30.22474462,178.0324614,753.193661,395
19.72511737,178.0846374,720.1184518,396
27.18104132,178.0835007,708.4827188,397
30.72453793,178.0692676,694.3712347,398
42.84002516,178.0663001,698.8868526,399
31.73785397,178.1382939,711.0942556,400
23.99993998,178.0947724,717.3470325,401
53.14666509,178.1368612,680.2395864,402
61.36789586,178.0677471,678.3694782,403
43.79020527,178.000032,661.1458161,404
76.66670804,178.0306046,646.3053735,405
15.12413259,178.0401827,633.519206,406
16.78288704,178.0748968,611.4461027,407
16.13664207,178.0485885,600.2234352,408
30.89418581,178.090336,599.7390317,409
56.03437506,178.0642409,603.4488726,410
36.61401554,178.0303646,751.4346139,411
18.96492845,178.0905823,618.8835689,412
22.58218596,178.067477,710.8292946,413
19.36522505,178.0138338,569.7719698,414
29.64953519,177.9634357,610.1155815,415
14.53655946,177.9060662,772.6524805,416
25.723353,177.9072549,562.2273254,417
39.66907953,177.991938,487.2842956,418
21.09152358,178.053846,664.4531001,419
20.12859414,178.0515409,572.20516,420
21.99834996,178.1020714,468.6323453,421
23.9325464,178.0572869,517.1489523,422
41.21438747,178.0793204,547.056955,423
20.63859218,178.0589292,485.1633751,424
19.26061997,178.0368812,441.5907516,425
18.10908132,178.0804572,461.9342961,426
30.11090046,178.0408051,617.2115862,427
29.43920449,178.0192742,427.7391227,428
41.4399698,178.1072673,421.2377441,429
29.64710204,178.1007812,509.4102778,430
40.97842622,178.0524586,494.5889634,431
25.26248698,178.0989562,385.7593058,432
31.13415959,178.101,396.6791214,433
30.56569884,178.1405427,464.4930465,434
42.89172593,178.1384134,381.7027983,435
26.74240955,178.1119342,376.5254088,436
23.29689373,178.0768953,398.134145,437
17.86337892,178.0245944,363.650795,438
32.55675603,177.8450785,350.7150279,439
18.3449662,177.9980085,341.4813369,440
20.91322204,178.0216895,342.1325107,441
15.17830833,178.1452045,373.5864986,442
16.29489719,178.0579402,310.0284401,443
24.06988828,178.0842166,307.7547224,444
26.52617965,178.0963808,292.9648977,445
24.3572129,178.092377,295.1115923,446
38.06835793,178.0736246,286.4126069,447
19.72976117,178.0957859,310.0577047,448
20.63140362,178.0930338,291.6136798,449
22.15060743,178.0303361,292.4439473,450
35.83249419,177.9797166,272.3378701,451
17.90064477,178.0409088,266.4907265,452
16.99460772,177.9354205,258.7679119,453
16.06073194,177.993209,262.1996141,454
21.58453895,178.0427855,294.4006592,455
19.32270494,178.0615007,236.9679738,456
36.08119502,178.0583156,259.4088148,457
22.1889575,178.1128282,231.0675963,458
62.24108195,178.0755914,238.069502,459
55.46281427,178.0784589,221.474614,460
20.66245066,178.1031301,229.7684573,461
25.24343255,178.0697219,222.3900006,462
41.76842318,178.0509691,229.2138667,463
49.03255845,178.0455315,215.324503,464
25.00261965,178.0577994,223.631986,465
19.14341509,178.0811763,213.6914556,466
14.89356467,178.0497756,198.8045954,467
27.82030668,178.1133188,197.0573291,468
12.59386959,178.05312,197.3225364,469
14.54713345,178.0710571,198.8525747,470
19.02853994,178.0769006,217.6645398,471
19.05009915,178.1049838,186.7872278,472
11.93315364,178.0854242,187.3815405,473
21.74803671,178.0555583,165.8050411,474
16.93834607,178.1039497,172.3057797,475
15.99387319,178.0829865,186.9388703,476
17.40803876,178.074999,166.2542609,477
24.4357592,178.0563132,178.9745169,478
26.82502597,178.0325843,157.0608328,479
11.66352884,178.0120342,155.6228634,480
12.8868523,178.0647528,162.0784139,481
16.26959114,178.0235927,161.7463495,482
24.66559573,178.0666988,144.9848066,483
19.79381628,178.1061059,147.4363683,484
27.66927894,178.0835249,155.4701729,485
56.08834672,178.0948901,142.5254072,486
48.52483467,178.0884225,139.6489536,487
18.30127481,178.0988111,144.2118737,488
30.54595475,177.9054345,151.8179778,489
51.89699387,178.0602448,128.240584,490
18.06471567,178.0731549,129.3082709,491
15.72874768,178.0041611,138.5471175,492
20.8703523,177.9619405,128.1508699,493
20.64355126,177.9786547,140.3819698,494
18.63198532,178.1066461,129.3717043,495
17.97307573,178.0715262,135.3682062,496
17.19003686,178.0886085,119.7169018,497
15.97888957,178.0806048,235.2956878,498
14.38222838,178.0907583,118.2690627,499
21.0280456,178.0435475,123.7518424,500
27.13940772,178.0713206,117.3616204,501
17.4719049,178.0955864,110.4198665,502
17.57551357,178.0042862,114.6437713,503
12.74879137,178.026588,109.091878,504
15.4903419,178.0433359,118.3329753,505
57.3725802,178.059963,111.8070119,506
31.51124561,178.0645239,115.3081136,507
14.2141128,178.1629307,107.2613316,508
17.94563146,178.0961899,109.5897653,509
20.86197968,178.0618412,116.0800905,510
57.7851831,178.1022329,105.0178501,511
28.49329582,178.1115563,111.7964795,512
14.45268484,178.1303136,108.0483339,513
11.98796266,178.1081258,110.1678396,514
14.68161764,178.0707162,102.6957577,515
21.61270909,178.0981405,106.2233825,516
32.17648963,178.0294834,109.1646179,517
39.87545816,178.0717239,110.2631907,518
21.57135018,178.0457622,116.8553379,519
17.7512402,178.0016302,102.5154853,520
15.09666315,178.053907,104.1623436,521
13.56434978,178.0035509,101.6400971,522
15.16764774,178.034908,105.4014279,523
12.07177826,178.0461286,96.76366429,524
11.99115937,178.0439186,104.8283173,525
14.5075033,178.0578606,108.7649422,526
14.70444256,178.0193295,97.98419673,527
15.28509395,178.0528181,98.07877182,528
17.01698964,178.0857311,97.40835023,529
16.99126141,178.0646813,108.4876584,530
19.45478689,178.0559444,106.4921592,531
27.71069059,178.0629866,104.5069374,532
24.51780973,178.1006047,97.76045186,533
10.56860195,178.0911634,100.0154524,534
20.91795246,178.0787096,124.8483645,535
21.69551173,178.0841733,106.3108478,536
20.57055268,178.0114854,97.96169965,537
27.88728312,178.0026312,94.8433585,538
20.44728754,178.0110743,98.72565344,539
13.18858442,178.0407225,115.4682496,540
20.65550085,178.0193563,97.7660795,541
15.52380337,177.9168806,99.73370741,542
14.05352324,178.0378898,89.61077833,543
10.0875202,178.0908687,113.8534601,544
33.03350805,178.0277631,94.99164901,545
24.40815883,178.0566254,86.78189482,546
11.74907232,178.0617041,103.2285625,547
15.7820105,178.0817245,112.1419335,548
12.32359513,178.0623414,121.1687602,549
12.21459444,178.0594022,91.45616776,550
18.76165387,178.0623771,90.16860504,551
27.00109632,178.0019148,101.9395702,552
18.53131976,178.030759,85.75072324,553
14.68483419,178.0734885,91.79098096,554
11.97801092,178.0474009,138.9865941,555
12.50370761,178.0637819,149.0075177,556
20.37848212,178.040608,92.91642829,557
15.07952067,178.0517793,107.4122808,558
18.00139185,178.0670529,99.69377607,559
12.98030072,178.0714721,123.5840142,560
39.30668725,178.0719007,138.3088198,561
13.94848804,178.0230137,85.97076201,562
13.77836609,178.0279591,90.61734801,563
17.44672185,178.0234574,119.9454257,564
17.89990754,177.9622623,118.1338818,565
12.67170221,178.0392837,132.2407992,566
13.43504533,177.9932785,91.1710273,567
16.19802823,178.0637126,84.24620862,568
15.26575912,178.0538693,110.9565221,569
13.74922173,178.0601069,100.3829528,570
49.3809191,178.0697817,104.4515906,571
37.16165693,178.0672887,81.57517672,572
20.37844473,178.0330378,80.11458086,573
11.28491344,178.0270634,78.71180781,574
18.41768661,178.0380334,97.92597509,575
17.09585789,178.0006923,76.5931015,576
13.45506857,178.0525914,79.90466925,577
21.88183772,178.0617192,75.8218935,578
16.40918737,177.9370445,74.88789031,579
11.82296489,177.9983807,86.85317964,580
14.84506809,178.0462572,75.17247057,581
15.05768348,178.0558512,77.79516364,582
16.88080707,178.0671922,93.50366458,583
17.09353763,178.059182,78.48629233,584
30.20849516,177.9998436,75.88698848,585
17.41534768,178.075467,78.9107471,586
11.67230762,178.0423629,74.36698858,587
17.88683337,178.0616013,116.5949692,588
23.99553379,178.0570145,84.45055098,589
47.34238091,178.0643247,74.64870035,590
13.18687607,177.9933007,78.2571405,591
15.86049725,178.0442044,84.32698814,592
10.70225885,178.0240001,72.3553248,593
16.0155004,178.0181292,74.48925096,594
17.31902969,178.0265956,90.65355585,595
19.52456567,178.0289413,72.76252818,596
20.62545647,178.078535,68.68120383,597
36.18894472,178.02738,80.91648817,598
18.98300087,178.0688546,81.76127298,599
16.83011233,178.0585532,68.29458319,600
9.607769509,178.0492684,76.17858834,601
9.249711887,178.077355,79.17743471,602
14.19806369,178.1115772,66.39268322,603
18.09528127,178.0634438,81.47094524,604
15.1777559,178.0742067,71.64721425,605
16.03397515,178.0612358,68.37400457,606
10.68569567,178.0639385,64.31668777,607
27.25044196,177.9931805,74.93132625,608
25.07140429,177.9800357,76.26127628,609
18.20615565,177.9788446,72.93762671,610
11.58436253,178.0243137,67.10995286,611
22.03326384,177.972098,80.72022321,612
15.84628881,178.0454366,71.6154566,613
16.00432699,177.9950301,70.12602684,614
32.35405966,178.0203107,62.46907365,615
20.57269967,178.0720997,67.47070908,616
11.60494192,178.0554182,76.67466982,617
16.29569576,178.0126353,93.94019118,618
16.86850031,178.0482336,72.70112592,619
13.0145036,178.0425289,80.13784294,620
18.7614632,177.9900135,80.21776431,621
20.93085093,178.0194535,61.89888782,622
19.25491953,178.0208136,62.67402551,623
12.35100793,178.1283011,77.91115801,624
9.270504611,178.0837199,73.44767748,625
11.94253423,178.0731756,71.54051854,626
27.07610085,178.0599452,73.60531342,627
18.59580577,178.0791635,77.17143981,628
12.87604972,178.0491657,68.7888224,629
14.07328856,178.0203299,63.15183387,630
12.46090628,178.032671,60.95155975,631
11.18319633,178.0420064,69.00831711,632
13.31825889,177.9858533,63.65565528,633
20.46662932,177.9407737,66.9867286,634
20.35242297,178.0543268,64.81334084,635
13.2119395,178.0172293,64.89387198,636
13.17196648,178.0302861,91.80190058,637
11.36945235,177.9770322,66.67393924,638
18.91113276,178.0281912,59.14189748,639
23.89711055,177.966928,62.32391531,640
12.05566775,178.0425695,72.14426161,641
10.8030671,178.0601029,71.11643771,642
23.47995643,178.0501041,63.96909907,643
13.53556272,178.0478272,65.47851149,644
23.7171781,178.1147374,58.74185087,645
10.30892142,178.0971408,95.26531994,646
12.86770487,178.0712239,72.85645117,647
15.59138624,178.0784698,60.16730841,648
15.73862195,178.0812278,66.20672675,649
21.74796465,178.0653893,68.65970925,650
11.24713215,178.0694082,62.5349908,651
16.44470953,178.0581035,58.29325264,652
44.71297177,178.0473655,50.97367435,653
12.44781427,177.9955375,58.00020837,654
17.98581547,178.0169835,61.25675568,655
15.87644165,178.0255205,57.18882949,656
14.61373784,178.0025763,58.28263325,657
13.19043922,178.0762534,59.37249574,658
14.09025656,178.0169345,58.42704694,659
16.39515231,178.0143769,66.35392728,660
8.795078334,178.0151419,70.03548889,661
15.16781366,178.0258306,71.65279405,662
15.98929394,178.0630367,65.19475047,663
17.13481169,177.9917509,67.52659172,664
20.27221187,178.044653,55.72302969,665
25.15453652,178.0265709,56.82986745,666
13.14900838,177.963652,57.00338924,667
17.28581978,178.0075399,57.33215345,668
13.70501212,178.0350561,57.16868217,669
11.22319966,178.0596744,68.30821272,670
24.83170954,178.0624554,55.13161583,671
63.83760059,178.0696115,62.70825535,672
31.46818004,178.0602541,54.40108909,673
14.43423981,178.0398277,54.5196675,674
14.26313061,178.0349907,70.18511094,675
15.02459439,178.0372104,59.88751294,676
10.85059241,178.0414283,59.43314327,677
11.50456409,178.0721701,58.38350949,678
14.59953295,178.1120192,49.02141933,679
11.40264813,178.0549648,52.97786434,680
11.68832058,178.0698024,70.12397302,681
26.45910349,178.0399767,51.61567995,682
8.518526572,178.0434811,70.48800572,683
8.722257168,178.0466765,62.26267455,684
13.24940965,178.0587737,73.7516756,685
11.77269574,178.0250744,53.09643648,686
25.55543776,178.0144833,55.61881485,687
12.54330683,178.0072487,58.9047435,688
14.5265621,177.9692356,65.43761058,689
13.13513177,178.0429099,58.38125799,690
11.77945104,178.0183168,55.02583782,691
43.13845655,178.0656583,58.37337451,692
31.94518357,178.0493367,51.81751765,693
9.636022834,178.0317103,53.52098367,694
15.63794756,178.0680637,61.37052542,695
13.51001325,178.0525636,50.50703421,696
10.07688895,178.0651079,49.88017048,697
11.04113644,178.0426783,56.5901627,698
9.575833918,178.0315564,66.27026296,699
14.43175529,178.0485208,52.8554861,700
12.69929893,178.0327798,51.88268861,701
