PPO2,DQN,Actor-Critic,ep
357.9125874,357.9513889,357.9577465,308
357.972028,357.9722222,357.9577465,309
357.9020979,357.9548611,357.9894366,310
357.9265734,357.9895833,357.8838028,311
357.965035,357.9965278,357.9295775,312
357.9440559,357.9826389,357.971831,313
357.9370629,357.9861111,357.9401408,314
357.9440559,357.9618056,357.9401408,315
357.9335664,357.9756944,357.971831,316
357.958042,357.90625,357.9788732,317
357.9125874,357.8923611,357.9859155,318
357.9440559,357.8333333,357.9084507,319
357.951049,357.9027778,357.9366197,320
357.9755245,357.9375,357.9366197,321
357.958042,357.9826389,358,322
357.9475524,357.9513889,357.9190141,323
357.979021,357.9895833,357.9507042,324
357.958042,357.9826389,357.9084507,325
357.958042,357.9930556,357.9330986,326
357.9545455,357.9791667,357.9330986,327
357.9755245,357.9826389,357.9471831,328
357.9265734,357.9444444,357.9788732,329
357.9440559,357.9722222,357.943662,330
357.979021,357.9409722,357.9190141,331
358,357.9270833,357.9929577,332
357.993007,357.8680556,357.9366197,333
357.9755245,357.7916667,357.9225352,334
357.9370629,357.9375,357.9683099,335
357.9440559,357.96875,357.9894366,336
357.9755245,357.9375,357.9119718,337
357.958042,357.9409722,357.8838028,338
357.9755245,357.9583333,357.9542254,339
358,357.9479167,357.9612676,340
357.9230769,357.9826389,357.9471831,341
357.9440559,357.9895833,357.9330986,342
357.972028,357.9722222,357.9401408,343
357.951049,357.9513889,357.9190141,344
357.9965035,357.9756944,357.9753521,345
357.979021,357.9861111,357.9683099,346
357.965035,357.9444444,357.943662,347
357.8951049,357.9305556,357.943662,348
357.9825175,357.9027778,357.9330986,349
357.9755245,357.9236111,357.9471831,350
357.9020979,357.9791667,357.9929577,351
357.9440559,357.9930556,357.9859155,352
357.986014,357.9722222,357.9260563,353
357.972028,357.96875,357.943662,354
357.9685315,357.9861111,357.9471831,355
357.965035,357.9930556,357.9260563,356
357.9300699,357.9756944,357.9366197,357
357.965035,357.9861111,357.9330986,358
357.958042,357.8993056,357.8943662,359
357.965035,357.8680556,357.9823944,360
357.9545455,357.8819444,357.9577465,361
357.9685315,357.9583333,357.9753521,362
357.9440559,357.8888889,357.9507042,363
358,357.8159722,357.9753521,364
357.9755245,357.9513889,357.9612676,365
357.9475524,357.8472222,357.9683099,366
357.9825175,357.9756944,357.9823944,367
357.9090909,357.9722222,357.9859155,368
357.9615385,357.9756944,357.9190141,369
357.9825175,357.9756944,357.9788732,370
357.9055944,357.9861111,357.9929577,371
357.986014,357.9756944,357.9330986,372
357.958042,357.8888889,357.9542254,373
357.965035,357.9270833,357.943662,374
357.9440559,357.9583333,357.8908451,375
357.972028,357.9861111,357.9683099,376
357.9615385,357.9965278,357.9647887,377
357.9370629,357.9722222,357.9295775,378
357.958042,357.9583333,357.9401408,379
357.9370629,357.9548611,357.9929577,380
357.9335664,357.8993056,357.9612676,381
357.986014,357.9305556,357.9225352,382
357.958042,357.875,357.9577465,383
357.9615385,357.9930556,357.9612676,384
357.9055944,357.9756944,357.9507042,385
357.9475524,357.9409722,357.9295775,386
357.9335664,358,357.9753521,387
357.965035,357.9930556,357.9330986,388
357.958042,357.9965278,357.9471831,389
357.9370629,357.9722222,357.9753521,390
357.986014,357.9479167,357.9964789,391
357.9685315,357.8958333,357.9753521,392
357.986014,357.9097222,357.9542254,393
357.972028,357.9027778,357.9330986,394
357.9825175,357.9305556,357.9788732,395
357.9685315,357.9791667,357.9683099,396
357.9335664,357.9756944,357.9647887,397
357.9545455,357.9722222,357.9753521,398
357.986014,357.9652778,357.971831,399
357.9583333,357.9928315,357.9893993,400
357.9548611,357.9892473,357.9681979,401
357.96875,357.9964158,357.9399293,402
357.9965278,357.9820789,357.9787986,403
357.9444444,357.8458781,357.9823322,404
357.9895833,357.8709677,357.9893993,405
357.9826389,357.9354839,357.9681979,406
357.9513889,357.921147,357.9717314,407
357.9618056,357.9641577,357.9257951,408
357.9236111,357.9856631,357.9823322,409
357.96875,357.9784946,357.9328622,410
357.9652778,357.9462366,357.9964664,411
357.9861111,357.9569892,357.9681979,412
357.9618056,357.9677419,357.9646643,413
357.9305556,357.921147,357.9964664,414
357.9618056,357.8494624,357.9929329,415
357.9583333,357.781362,357.9717314,416
357.9618056,357.7383513,357.9823322,417
357.9791667,357.9032258,357.9469965,418
357.9722222,357.921147,357.9787986,419
357.9965278,357.9318996,357.9893993,420
357.96875,358,357.9646643,421
357.9861111,357.9677419,357.9187279,422
357.9340278,357.9856631,357.95053,423
357.9756944,357.9749104,357.9823322,424
357.9791667,357.9498208,357.9434629,425
357.9375,357.9641577,357.9717314,426
357.9652778,357.9390681,357.9540636,427
357.9791667,357.8387097,357.9858657,428
357.9548611,357.9856631,357.9893993,429
357.9895833,357.9856631,357.9717314,430
357.9722222,357.9677419,357.9222615,431
357.9965278,357.953405,357.9575972,432
357.9479167,358,357.9469965,433
357.9861111,357.9856631,357.9717314,434
357.9513889,357.9964158,357.9681979,435
357.8958333,357.9749104,357.9187279,436
357.9652778,357.9605735,357.9469965,437
357.9583333,357.9032258,357.9717314,438
357.9895833,357.734767,357.9787986,439
357.9583333,357.8709677,357.95053,440
357.9236111,357.9354839,357.9717314,441
357.9861111,357.9605735,357.8869258,442
357.9513889,357.9713262,357.95053,443
357.9444444,357.9784946,357.9964664,444
357.9305556,357.9892473,357.95053,445
357.9618056,357.9677419,357.9823322,446
357.96875,357.9677419,357.9611307,447
357.9548611,357.9856631,357.9823322,448
357.9444444,357.9928315,357.9681979,449
357.9583333,357.9354839,357.9646643,450
357.90625,357.9103943,357.9187279,451
357.9305556,357.9354839,357.9293286,452
357.9270833,357.7956989,357.9222615,453
357.9861111,357.7562724,357.9646643,454
357.9409722,357.9354839,357.975265,455
357.9618056,357.9749104,357.9611307,456
357.9618056,357.9677419,357.975265,457
357.9652778,357.9892473,357.9681979,458
357.9861111,357.9784946,357.9717314,459
357.9722222,357.9713262,357.9116608,460
357.9756944,357.9892473,357.9469965,461
357.9791667,357.9713262,357.9893993,462
357.9895833,357.9569892,357.9434629,463
357.9479167,357.9247312,357.9787986,464
357.9340278,357.9498208,357.9681979,465
357.9166667,357.9928315,357.9681979,466
357.9791667,357.9498208,357.9858657,467
357.9479167,357.9677419,357.9929329,468
357.9756944,357.9390681,357.9964664,469
357.9513889,357.9856631,357.9575972,470
357.9513889,357.9749104,357.9434629,471
357.9618056,357.9928315,357.9823322,472
357.9236111,358,357.9787986,473
357.9826389,357.9677419,357.9575972,474
357.9895833,357.9964158,357.9611307,475
357.9652778,357.9784946,357.9151943,476
357.96875,357.9641577,357.8515901,477
357.9513889,357.921147,357.9257951,478
357.9513889,357.8960573,357.9010601,479
357.9756944,357.9247312,357.9434629,480
357.9444444,357.9498208,357.9434629,481
357.9409722,357.9103943,357.95053,482
357.9513889,357.9784946,357.9964664,483
357.9826389,357.9964158,357.9646643,484
357.9722222,357.9820789,357.9399293,485
358,357.9928315,357.9823322,486
357.9756944,357.9964158,357.975265,487
357.9722222,358,357.8727915,488
358,357.8100358,357.9787986,489
357.9861111,357.953405,357.975265,490
357.9756944,357.9390681,357.9399293,491
357.9791667,357.8960573,357.9575972,492
357.9895833,357.8673835,357.9575972,493
357.9895833,357.8853047,357.9399293,494
357.9861111,358,358,495
357.96875,357.9784946,357.9611307,496
357.9895833,357.9820789,357.9575972,497
357.9722222,357.9892473,357.9858657,498
357.9791667,357.9892473,357.9646643,499
357.9823322,357.9612676,357.986014,500
357.9151943,357.971831,357.951049,501
357.9929329,357.971831,357.9895105,502
357.975265,357.8626761,357.9300699,503
357.9964664,357.9260563,357.986014,504
357.975265,357.9542254,357.979021,505
357.9858657,357.971831,357.9125874,506
357.9681979,357.9753521,357.9755245,507
357.9787986,357.9647887,357.9300699,508
357.9964664,358,357.986014,509
357.9964664,357.9647887,357.9545455,510
357.9611307,357.9929577,357.9405594,511
357.9611307,358,357.9370629,512
357.9929329,358,357.9405594,513
357.9681979,357.9894366,357.9615385,514
357.9469965,357.9753521,357.972028,515
357.9434629,358,357.9615385,516
357.95053,357.9014085,357.9755245,517
357.9717314,357.9859155,357.8671329,518
358,357.9471831,357.993007,519
357.9858657,357.8908451,357.965035,520
357.9787986,357.9647887,357.965035,521
357.9717314,357.8943662,357.965035,522
357.9646643,357.943662,357.9685315,523
357.9929329,357.9471831,357.986014,524
357.9222615,357.943662,357.9615385,525
357.9787986,357.9753521,357.9615385,526
357.9681979,357.9330986,357.9055944,527
357.95053,357.971831,357.9475524,528
357.975265,357.9823944,357.972028,529
357.9717314,357.9823944,357.9405594,530
357.9858657,357.9683099,357.9615385,531
357.9540636,357.9823944,357.9615385,532
357.9363958,357.9964789,357.9475524,533
357.975265,358,357.9965035,534
357.975265,357.9788732,357.951049,535
357.9858657,358,357.9755245,536
357.9328622,357.9190141,357.8531469,537
357.9434629,357.9260563,357.9545455,538
357.9151943,357.9225352,357.9475524,539
357.9611307,357.9542254,357.9090909,540
357.9929329,357.943662,357.958042,541
357.9858657,357.7992958,357.9335664,542
357.9858657,357.9014085,357.993007,543
357.9717314,357.9507042,357.9475524,544
357.9540636,357.9612676,357.986014,545
357.9787986,357.9788732,357.9545455,546
357.95053,357.9788732,357.958042,547
357.9575972,357.9964789,357.972028,548
357.9893993,357.9542254,357.972028,549
357.9858657,357.9929577,357.979021,550
357.9434629,357.9612676,357.993007,551
357.9858657,357.9190141,357.9895105,552
357.9787986,357.9542254,357.9300699,553
357.9964664,357.9542254,357.9545455,554
357.9540636,357.9647887,357.9265734,555
357.9787986,357.9683099,357.9965035,556
357.9363958,357.9542254,357.9440559,557
357.9717314,357.9647887,357.9895105,558
357.9964664,357.9929577,357.9825175,559
357.9717314,357.9964789,357.965035,560
357.9717314,357.9647887,357.958042,561
357.9399293,357.943662,357.965035,562
357.975265,357.9471831,357.986014,563
357.9893993,357.943662,357.9895105,564
357.9575972,357.8450704,357.9825175,565
357.9964664,357.9612676,357.972028,566
357.975265,357.9119718,357.965035,567
357.9399293,357.9471831,357.9335664,568
357.9434629,357.9859155,357.972028,569
357.9964664,357.9859155,357.979021,570
357.9575972,357.9929577,357.979021,571
357.9787986,357.9577465,357.9685315,572
357.9787986,357.9471831,357.9160839,573
357.9469965,357.9366197,357.972028,574
357.9611307,357.9577465,357.9685315,575
357.975265,357.9190141,357.951049,576
357.9575972,357.9401408,357.9755245,577
357.9717314,357.9507042,357.979021,578
357.9363958,357.8521127,357.9440559,579
357.9893993,357.9330986,357.972028,580
357.9293286,357.9542254,357.9615385,581
357.9858657,357.9788732,357.9755245,582
357.9646643,357.9683099,357.8426573,583
357.9717314,357.9823944,357.9055944,584
357.9681979,357.9190141,357.9615385,585
357.9681979,357.9894366,357.9405594,586
357.9717314,357.9612676,357.8846154,587
357.975265,357.971831,357.951049,588
357.9929329,357.9612676,357.9685315,589
357.95053,357.971831,357.9685315,590
357.9399293,357.9225352,357.972028,591
357.9823322,357.971831,357.965035,592
357.9540636,357.9507042,357.9090909,593
357.9893993,357.9119718,357.9090909,594
357.9964664,357.9119718,357.9615385,595
357.9964664,357.9366197,357.8671329,596
357.9540636,357.9894366,357.9545455,597
357.9929329,357.9647887,357.9475524,598
357.9717314,357.9894366,357.9335664,599
357.9350181,357.9686411,357.9656357,600
357.9963899,357.9616725,357.9415808,601
357.9711191,357.989547,357.9587629,602
357.9711191,357.9930314,357.9690722,603
357.9855596,357.9790941,357.9656357,604
357.9422383,357.9825784,357.975945,605
357.9855596,357.9616725,357.9621993,606
357.9566787,357.9825784,357.9312715,607
357.9711191,357.9163763,357.9415808,608
357.9422383,357.8954704,357.8522337,609
357.9494585,357.912892,357.9931271,610
357.9602888,357.9337979,357.9896907,611
357.9422383,357.8919861,357.975945,612
357.9819495,357.9547038,357.9347079,613
357.9711191,357.9268293,357.9690722,614
357.9169675,357.9512195,357.9278351,615
357.9819495,357.9651568,357.9656357,616
357.9530686,357.9860627,357.9862543,617
357.9747292,357.9407666,357.975945,618
357.967509,357.9790941,357.9828179,619
357.9783394,357.9616725,357.9828179,620
357.9711191,357.9094077,357.9690722,621
357.9422383,357.9477352,357.8900344,622
357.9602888,357.9372822,357.9896907,623
357.967509,358,357.9347079,624
357.9819495,357.9965157,357.9278351,625
357.9711191,357.9930314,357.9587629,626
358,357.9686411,357.9793814,627
357.967509,357.9860627,357.9106529,628
357.9350181,357.9616725,357.9072165,629
357.9386282,357.9372822,357.9175258,630
357.9277978,357.9616725,357.975945,631
357.9891697,357.9547038,357.9072165,632
357.9350181,357.912892,357.9621993,633
357.9638989,357.8710801,357.9828179,634
357.9819495,357.9686411,357.9450172,635
357.9566787,357.9372822,357.9690722,636
357.9494585,357.9547038,357.9243986,637
357.9566787,357.8954704,357.9347079,638
357.9314079,357.9477352,357.9553265,639
357.9891697,357.8885017,357.9415808,640
357.9638989,357.9442509,357.9725086,641
357.9638989,357.9581882,357.9828179,642
357.9783394,357.9825784,357.9896907,643
357.9494585,357.9581882,357.975945,644
358,357.9930314,357.9175258,645
357.9927798,357.9930314,357.975945,646
357.9602888,357.9930314,357.9621993,647
357.9747292,357.989547,357.9209622,648
357.9711191,358,357.9621993,649
357.9241877,357.9965157,357.9347079,650
357.967509,357.9930314,357.9415808,651
357.9638989,357.989547,357.8522337,652
357.9638989,357.9721254,357.8969072,653
357.967509,357.912892,357.9828179,654
357.9711191,357.9477352,357.9896907,655
357.9530686,357.9407666,357.9621993,656
358,357.9268293,357.9553265,657
357.9855596,357.9790941,357.9484536,658
357.9783394,357.9477352,357.9931271,659
357.9855596,357.9372822,357.975945,660
357.9350181,357.9337979,357.8831615,661
357.9277978,357.9651568,357.9243986,662
357.9422383,357.9790941,357.9450172,663
357.9530686,357.9268293,357.8762887,664
357.9747292,357.9512195,357.9175258,665
357.9241877,357.9442509,357.9243986,666
357.9386282,357.8919861,357.9553265,667
357.9783394,357.9163763,357.9896907,668
357.9963899,357.9616725,357.9312715,669
357.9711191,357.9930314,357.9587629,670
357.9711191,357.989547,357.8487973,671
357.967509,357.9756098,357.9450172,672
357.9602888,357.9790941,357.8900344,673
357.9783394,357.9756098,357.9484536,674
357.9277978,357.9512195,357.9862543,675
357.9530686,357.9512195,357.9621993,676
357.9638989,357.9721254,357.9347079,677
357.9783394,357.9860627,357.9793814,678
357.9891697,358,357.8900344,679
357.967509,357.9721254,357.9347079,680
357.9350181,357.989547,357.9828179,681
357.9819495,357.9616725,357.9175258,682
357.9638989,357.9756098,357.9140893,683
357.9855596,357.9721254,357.975945,684
357.9566787,357.989547,357.9828179,685
357.9747292,357.9477352,357.9793814,686
357.9963899,357.9477352,357.9553265,687
357.9855596,357.9337979,357.9140893,688
357.9711191,357.8885017,357.9415808,689
357.9819495,357.9581882,357.9862543,690
357.9494585,357.9407666,357.9896907,691
357.9711191,357.9721254,357.9828179,692
357.9747292,357.9756098,357.9587629,693
357.967509,357.9547038,357.9312715,694
357.9350181,357.9790941,357.9415808,695
357.9494585,357.9686411,357.95189,696
357.9855596,357.9581882,357.9690722,697
358,357.9756098,357.9793814,698
357.9638989,357.9616725,357.9862543,699
357.9829932,357.9748201,357.9612676,700
357.9659864,357.971223,357.9542254,701
357.9693878,357.9208633,357.9929577,702
357.9863946,357.9856115,357.9612676,703
357.9795918,357.9604317,357.9366197,704
357.952381,357.9532374,357.971831,705
357.9727891,357.942446,358,706
357.9659864,357.9604317,357.9612676,707
357.9557823,357.9784173,357.9577465,708
357.9693878,357.9676259,357.9542254,709
357.9727891,357.9892086,357.9366197,710
357.9863946,357.9856115,357.9612676,711
357.9659864,357.9748201,357.9612676,712
357.9761905,357.9820144,357.9788732,713
357.9829932,357.9748201,357.9577465,714
357.9727891,357.9964029,357.9190141,715
357.9591837,357.9964029,357.9823944,716
357.9931973,358,357.943662,717
357.9795918,357.9604317,357.9612676,718
357.9591837,357.9568345,357.9577465,719
357.9761905,357.9820144,357.8556338,720
