pid,did,pro_time
147,5,9
148,18,8
149,10,6
150,22,9
152,23,8
153,20,8
154,17,6
155,19,6
156,9,10
157,23,8
158,11,6
159,0,5
160,21,9
161,13,9
163,17,10
164,13,8
165,21,5
166,3,9
167,6,6
168,3,10
169,14,10
170,18,6
171,6,10
172,7,5
173,8,8
174,12,6
175,4,6
176,2,5
177,15,7
178,17,7
179,8,7
180,9,10
181,5,8
182,24,9
183,11,5
185,15,10
186,4,9
187,23,9
188,20,10
189,13,10
190,2,8
191,20,9
192,9,10
193,17,5
194,19,7
195,2,10
196,5,10
197,10,7
198,21,10
199,9,5
200,19,7
201,13,6
202,21,7
204,10,6
205,24,8
206,19,9
207,12,8
209,18,5
210,0,7
211,21,8
212,7,10
213,15,7
214,13,8
216,23,5
217,2,6
218,12,9
219,16,8
220,3,9
221,22,10
222,1,5
224,0,7
226,18,9
228,4,7
229,23,6
230,23,5
231,21,8
232,6,8
234,15,9
235,10,5
236,12,8
237,23,8
238,18,6
239,21,9
240,22,9
241,14,9
242,20,10
243,24,7
244,11,7
245,2,6
246,11,10
247,22,9
248,15,9
249,7,10
250,6,8
251,18,8
252,0,7
253,0,5
254,2,5
255,2,5
256,3,10
257,2,6
258,24,8
260,23,10
261,24,8
262,1,8
263,9,8
264,7,9
267,14,8
268,13,8
269,17,10
270,7,7
271,18,7
272,22,6
273,4,6
274,14,9
275,7,6
276,3,5
277,9,10
278,21,9
279,23,7
280,6,8
281,21,9
282,17,6
283,19,6
285,19,8
286,4,10
287,0,8
288,14,10
289,16,6
290,22,6
291,12,9
292,13,7
293,8,8
294,12,7
295,7,7
296,18,8
297,24,8
298,15,5
299,0,10
300,8,9
301,19,5
302,16,10
303,19,9
304,0,8
305,15,7
306,11,5
307,3,5
308,13,8
309,5,9
310,12,9
311,17,7
312,9,8
314,18,7
316,3,5
317,21,10
318,11,10
319,8,9
320,4,9
321,0,10
322,24,5
324,14,7
325,16,9
326,3,7
327,2,9
328,10,6
329,14,9
330,24,7
331,12,9
332,20,8
333,0,10
334,5,6
336,1,8
337,18,5
338,10,8
339,8,8
340,18,7
341,23,9
342,3,5
343,5,8
344,14,10
345,12,6
347,20,8
348,11,10
350,13,8
351,17,5
352,21,5
353,14,10
354,24,10
355,7,10
356,22,9
358,1,7
359,23,10
360,12,5
361,1,10
362,3,7
363,4,10
364,11,10
366,13,8
367,24,8
368,10,6
369,17,6
370,18,10
371,4,10
374,4,10
375,24,5
376,1,5
377,17,6
378,23,5
379,1,10
381,20,10
382,9,9
383,9,10
384,22,8
385,21,7
386,18,6
387,4,9
388,1,7
389,2,5
390,19,8
391,6,6
392,5,10
393,5,7
394,9,7
395,23,8
396,23,10
397,10,5
398,16,6
399,18,8
400,10,6
402,4,6
403,21,9
404,16,9
406,13,8
407,0,9
408,16,5
409,12,7
410,7,7
411,7,7
412,15,9
413,11,8
414,19,7
415,8,5
416,13,8
417,22,8
418,17,5
419,19,6
420,21,7
421,13,10
422,8,5
423,11,5
424,2,6
425,6,10
426,1,7
427,7,9
428,14,7
429,17,8
430,17,5
431,1,6
432,10,7
433,12,10
434,24,9
435,19,7
436,2,6
437,4,8
438,15,9
439,2,10
440,11,7
441,14,6
442,10,5
443,5,7
444,1,5
445,20,8
446,15,10
447,11,5
448,19,7
449,24,6
450,7,9
451,2,9
452,13,7
453,14,5
454,20,7
455,10,9
456,17,9
458,12,6
459,3,10
461,19,10
462,22,10
463,4,10
464,9,8
465,18,9
466,21,8
467,14,7
468,5,6
469,10,6
470,23,6
471,14,7
472,10,5
473,24,9
474,6,9
475,21,6
476,19,9
477,9,10
478,12,7
479,3,8
480,20,8
481,20,7
482,11,8
483,3,7
484,3,6
486,20,9
487,16,10
489,9,9
490,8,6
491,24,10
492,16,8
493,4,5
494,21,9
495,12,9
496,24,8
497,11,6
498,19,6
499,4,5
500,5,7
501,6,5
502,11,7
503,12,10
504,24,7
505,1,7
507,12,10
508,19,10
509,12,6
510,12,5
511,2,9
512,14,6
513,10,6
514,19,7
515,21,7
516,13,6
517,7,8
518,6,9
519,16,5
521,7,9
523,20,7
524,17,10
525,14,7
526,13,9
527,9,5
528,4,7
529,24,7
530,23,10
531,4,9
532,8,5
533,22,10
534,5,6
535,4,7
537,5,10
539,23,5
540,1,10
541,17,6
542,20,5
543,17,7
544,10,6
545,17,5
546,4,10
547,10,5
548,11,10
550,14,10
551,1,6
552,20,9
553,18,10
554,22,5
555,4,6
556,13,8
557,14,8
559,22,10
560,9,8
561,20,10
562,15,10
563,6,6
564,0,6
565,24,5
566,16,6
568,5,5
569,16,6
570,16,8
571,11,8
572,7,5
573,11,9
574,7,6
575,18,9
576,11,7
577,7,5
578,18,7
579,6,6
580,8,7
581,24,9
582,2,9
583,22,6
584,11,10
585,15,6
586,22,5
587,21,5
588,15,10
589,2,10
591,0,9
594,10,9
595,19,9
596,5,8
597,1,8
598,20,5
599,24,7
600,18,7
601,15,6
602,8,6
603,1,8
604,5,9
606,24,5
607,0,6
608,21,6
609,19,10
610,8,10
611,7,8
612,20,6
613,22,9
614,0,7
616,19,5
617,14,7
618,15,8
619,11,5
620,1,9
621,8,6
622,23,6
624,17,6
625,4,9
626,19,8
627,11,5
628,16,6
629,23,7
630,0,5
631,0,10
632,2,6
633,24,10
634,15,10
635,1,7
637,22,7
638,14,6
639,10,7
640,22,8
641,21,5
642,16,8
643,6,8
644,11,8
645,24,8
646,16,5
647,18,8
648,22,10
649,0,6
650,11,10
651,6,5
652,18,5
653,22,9
654,11,10
655,2,8
656,23,6
658,13,7
659,6,9
660,6,7
661,23,6
662,11,9
663,8,8
664,13,8
665,6,8
666,13,9
667,24,10
668,1,5
669,5,7
670,13,6
671,4,10
672,10,9
673,2,10
674,4,10
675,20,6
677,13,10
679,17,6
680,24,6
681,4,8
682,2,6
683,13,7
684,10,5
685,5,6
686,4,8
687,10,5
688,6,10
689,22,10
690,10,7
691,17,10
692,10,6
693,13,8
694,24,7
696,8,7
697,20,10
699,20,8
700,22,9
701,21,9
702,21,10
703,22,9
704,20,5
705,13,9
706,0,5
707,2,5
708,23,5
710,11,8
712,2,5
713,0,7
714,2,9
715,23,9
716,17,10
717,8,9
718,11,9
719,8,7
720,17,7
721,16,7
722,6,9
723,11,9
724,23,9
725,0,5
726,22,10
727,23,5
729,5,5
730,13,10
731,4,5
732,5,8
733,16,7
735,16,8
736,13,6
737,16,7
738,0,10
739,6,5
740,6,6
741,9,7
742,13,9
743,4,7
744,5,6
745,9,10
746,20,10
747,0,8
748,6,7
749,8,5
