pid,did,pro_time
62,12,8
63,15,10
64,9,8
65,10,9
66,1,8
67,8,9
68,16,10
69,14,10
70,6,6
72,12,5
73,2,7
74,0,6
75,18,5
77,14,8
78,19,5
79,6,9
80,17,10
81,7,5
82,7,9
83,13,8
85,9,6
86,14,8
87,2,7
88,6,6
89,3,6
90,12,6
91,11,9
92,5,9
94,4,10
95,12,6
96,0,9
97,1,10
98,8,5
100,17,6
101,3,10
102,1,5
103,18,10
104,19,6
105,2,5
106,12,7
107,13,8
108,7,6
110,4,10
111,3,8
112,2,9
113,14,10
115,14,5
116,16,6
117,12,5
118,6,5
119,5,7
120,18,7
121,11,5
122,13,10
123,14,8
124,12,7
125,9,6
126,13,8
127,6,9
128,3,5
129,4,10
132,14,7
133,10,8
134,17,10
135,18,6
137,2,10
138,6,5
139,13,8
140,14,10
143,11,10
144,19,8
145,6,7
146,19,6
147,1,9
148,16,9
149,13,9
150,2,8
152,3,7
154,16,6
155,7,9
156,14,10
157,19,6
158,1,5
159,9,7
160,10,10
161,5,8
162,15,6
163,16,10
164,14,7
165,10,10
167,14,10
169,10,10
170,13,7
171,6,6
172,5,8
173,16,10
174,15,8
175,4,8
176,1,10
177,18,5
178,6,8
179,1,6
180,9,9
181,13,10
183,11,8
184,7,5
185,15,8
186,2,10
187,19,5
188,5,10
189,5,10
190,2,10
191,15,6
192,0,8
193,5,10
194,14,10
195,19,5
196,6,6
197,1,6
198,18,9
199,19,8
200,2,6
201,12,6
202,2,6
203,1,10
204,3,10
205,7,7
206,7,7
207,8,7
208,17,9
209,12,6
210,8,9
211,16,8
212,7,10
213,18,9
214,0,5
215,18,9
216,3,8
217,12,6
218,1,9
219,14,8
220,3,9
221,16,9
222,15,7
223,16,9
224,0,10
225,6,6
226,2,10
227,16,5
228,13,6
229,11,7
230,18,7
231,19,9
232,7,8
233,15,6
234,15,9
235,6,9
236,19,9
237,17,10
238,19,8
240,3,10
241,1,5
242,8,6
243,16,7
244,4,5
245,19,10
246,13,6
247,6,5
248,0,9
249,17,7
250,1,9
251,15,7
252,9,7
253,3,9
254,11,5
255,3,9
256,17,5
257,7,5
258,12,5
259,3,6
260,16,5
261,12,5
262,18,6
263,10,5
264,19,5
265,18,5
266,16,9
267,12,7
268,19,10
269,1,5
270,16,5
271,12,8
272,13,10
273,4,8
274,1,10
275,18,7
276,18,9
277,8,5
278,16,10
279,15,10
280,2,9
281,2,7
282,3,8
283,10,10
284,6,8
285,17,6
286,9,6
287,9,9
288,11,5
289,12,5
290,17,5
291,19,6
292,11,7
293,8,7
294,5,10
295,3,7
296,17,10
297,12,10
298,15,5
299,0,5
300,18,5
301,1,8
302,6,9
303,14,5
304,5,10
305,15,9
307,19,5
308,11,6
311,8,7
313,4,7
314,12,5
315,6,8
317,17,5
318,12,5
319,8,10
320,17,9
321,0,10
322,2,8
323,8,7
324,17,5
325,0,10
327,7,7
328,2,6
329,13,6
330,19,5
331,14,5
334,12,9
335,3,8
336,19,8
337,18,7
338,8,10
339,12,5
340,13,5
341,6,9
342,14,7
343,10,6
344,10,6
345,5,8
346,11,6
347,5,6
348,5,10
349,9,5
350,12,8
352,18,6
354,14,5
355,4,5
356,16,9
357,4,5
358,1,7
359,1,6
360,13,8
361,15,5
362,11,5
363,6,5
364,1,7
365,17,8
366,6,6
367,7,9
368,11,5
370,7,8
371,10,7
372,18,6
373,12,7
374,1,6
376,14,5
377,16,8
378,19,9
379,1,10
380,9,10
381,15,6
382,13,6
383,9,5
385,8,6
386,12,10
387,5,6
388,17,8
389,19,10
390,1,9
392,16,5
393,13,9
395,2,5
396,19,10
397,4,7
398,9,5
399,4,9
400,18,10
401,19,5
402,13,9
403,7,9
404,13,10
405,0,8
406,8,5
407,0,10
409,2,6
410,11,8
411,18,5
412,9,7
413,16,8
414,0,5
415,0,10
416,8,10
417,2,5
418,12,10
419,0,10
420,13,5
421,10,8
423,10,5
424,8,8
425,5,8
426,1,8
427,13,6
428,3,8
429,7,7
430,6,5
431,14,7
432,16,5
434,15,9
435,17,9
436,5,6
437,12,9
438,8,7
439,8,6
440,9,10
441,18,6
442,6,5
443,9,7
444,1,7
445,17,6
446,1,8
447,6,7
448,2,7
449,7,5
450,16,9
452,2,7
453,14,8
454,17,5
455,10,10
456,9,6
457,13,10
458,14,8
459,10,5
460,1,6
461,16,6
462,9,6
463,18,9
464,1,7
465,2,7
466,12,9
467,15,7
468,10,10
469,5,5
470,19,10
471,14,7
472,2,6
473,16,9
474,3,7
475,15,7
476,17,6
477,18,8
478,9,9
479,14,6
480,14,8
481,13,5
482,10,10
483,3,8
484,3,7
486,6,6
487,10,9
488,16,8
491,18,7
492,2,7
493,3,7
494,15,9
495,7,9
496,9,6
498,8,10
500,4,7
501,9,9
502,2,7
503,5,6
504,16,7
505,10,6
506,7,10
507,17,5
508,6,7
509,7,10
510,8,9
511,2,5
512,5,8
513,10,5
514,17,5
515,8,7
516,12,6
517,8,6
518,4,6
519,13,10
520,5,7
521,12,7
522,9,5
523,5,10
525,13,9
526,7,9
527,11,5
528,9,5
529,18,10
531,1,10
532,3,5
533,2,6
534,11,5
535,13,10
536,7,7
537,4,5
538,6,6
539,11,7
540,4,6
541,16,9
543,5,8
544,9,9
546,18,9
547,0,8
548,6,6
549,8,5
550,4,8
551,9,5
552,0,7
554,18,7
555,8,5
556,18,7
557,9,10
558,11,8
559,11,5
560,8,8
561,9,9
562,18,7
563,10,9
564,11,9
565,18,8
566,13,8
567,11,5
568,5,8
569,11,8
570,5,5
571,10,8
572,5,7
573,13,9
574,0,10
575,8,7
576,18,8
577,13,8
578,8,8
579,8,5
580,8,6
581,0,7
582,10,10
587,4,7
588,4,7
589,10,8
590,10,8
591,0,5
592,4,9
593,5,8
594,0,6
595,0,10
597,5,5
598,4,6
