pid,did,pro_time
375,5,9
376,26,7
377,18,6
378,11,9
379,1,5
381,7,6
382,21,9
383,16,7
384,23,5
385,2,6
386,3,8
387,21,10
388,1,10
389,16,10
390,26,5
391,7,6
392,18,5
393,17,8
394,20,10
395,9,5
396,8,10
398,15,6
399,10,5
400,10,10
401,3,10
402,12,9
403,3,8
404,26,5
405,10,10
406,15,7
407,0,10
408,15,9
409,10,5
411,21,8
412,21,10
414,23,9
415,27,5
416,13,9
417,16,7
418,1,6
419,22,9
420,9,7
421,22,10
422,8,9
423,21,5
424,20,10
425,6,10
426,1,8
427,25,8
428,13,6
429,9,8
430,18,10
431,16,9
432,9,10
433,24,6
434,23,7
435,6,8
436,2,7
437,4,7
438,12,9
439,9,7
440,20,7
441,5,10
442,25,9
443,3,8
444,1,9
445,10,10
446,28,7
447,24,7
448,12,10
449,26,10
450,19,5
451,2,6
452,9,9
453,14,10
454,28,10
455,23,5
457,25,8
458,22,8
459,3,7
460,15,6
461,27,5
462,22,5
463,6,6
464,9,7
465,23,7
466,26,7
467,9,9
469,5,6
470,2,8
471,9,7
474,21,9
475,8,10
476,0,10
477,14,5
478,24,9
479,5,8
480,4,7
481,0,5
482,15,6
483,28,9
484,11,6
485,23,8
486,18,8
487,24,9
488,12,5
489,1,7
490,13,7
491,11,8
492,17,10
493,19,9
494,16,6
495,23,6
496,27,5
497,13,9
498,12,5
500,16,5
501,17,6
502,26,7
503,21,6
504,17,6
505,1,7
506,5,10
507,18,9
508,6,8
509,9,8
510,20,8
511,9,5
512,5,6
513,5,9
515,18,7
516,21,7
517,15,8
518,5,7
519,20,9
520,16,5
521,28,7
522,13,5
523,27,10
524,5,8
525,20,7
526,26,6
527,24,10
528,3,5
529,11,10
531,16,7
532,11,10
534,24,5
535,13,9
536,7,6
537,24,10
538,27,8
539,2,9
540,26,5
541,10,6
542,4,7
543,22,9
544,13,9
545,28,7
546,26,9
550,7,7
551,6,7
552,13,5
553,20,7
554,22,10
555,2,6
556,4,7
557,14,6
558,27,9
559,19,5
561,12,9
562,2,5
563,13,7
564,10,7
565,29,7
566,23,5
567,0,6
568,9,10
569,19,9
570,25,6
571,14,7
574,13,8
576,14,5
577,2,7
580,25,10
581,28,9
582,10,10
583,17,7
584,3,6
585,10,8
586,2,8
587,19,9
588,9,6
589,4,5
590,20,7
591,17,6
592,13,6
593,3,10
594,6,5
595,2,7
596,24,6
597,16,10
599,1,5
600,14,5
601,23,5
602,3,5
603,19,10
604,28,8
605,7,6
606,16,7
608,4,9
610,24,9
611,21,6
612,11,8
613,3,5
614,18,7
615,23,8
616,4,10
617,11,5
618,4,10
619,1,9
620,1,7
621,10,10
622,6,6
623,15,6
624,6,6
625,25,9
626,27,5
627,10,8
630,29,8
631,0,8
632,0,8
633,28,9
634,23,8
635,0,9
636,3,5
637,10,8
638,9,9
639,16,5
640,8,5
641,3,8
642,11,5
643,18,5
644,17,9
646,6,5
647,12,5
649,18,10
650,8,10
651,18,7
652,29,9
654,11,8
655,10,10
656,28,6
657,20,6
658,28,9
659,24,9
660,15,8
661,9,7
662,1,6
663,10,8
664,29,10
665,18,5
666,21,6
667,1,5
668,15,7
669,1,9
670,24,6
671,6,6
672,20,10
673,18,7
674,23,10
675,12,7
676,12,7
677,23,5
678,13,8
679,15,5
680,20,8
682,0,9
683,9,5
684,28,9
685,3,8
686,18,8
687,28,8
688,18,9
689,4,7
690,2,6
691,7,6
692,23,10
693,9,10
694,28,5
695,19,5
696,22,8
697,14,7
698,7,5
699,12,10
700,5,10
701,1,8
703,10,6
704,19,7
705,28,10
707,17,8
708,3,5
709,0,9
710,16,7
711,18,6
712,16,5
713,1,10
714,1,8
715,2,10
716,26,5
718,13,8
719,23,10
720,8,10
721,11,10
722,27,9
723,19,8
724,19,8
725,1,9
726,10,10
727,22,9
728,15,8
729,9,7
730,7,7
731,20,7
732,12,10
733,2,5
734,22,5
735,7,10
736,27,6
737,8,10
738,9,10
739,11,6
740,11,7
741,11,9
742,5,10
743,18,9
745,26,10
746,6,8
747,21,5
748,14,8
749,22,8
750,12,9
751,21,7
752,0,7
753,26,6
754,11,6
755,14,10
756,25,10
757,1,9
758,29,8
759,21,8
760,25,7
761,25,5
762,5,7
763,1,6
764,16,10
765,9,7
766,6,6
767,24,8
768,3,6
769,12,5
770,8,10
771,12,5
772,7,8
774,6,8
775,13,6
776,12,9
777,27,6
778,17,8
779,25,7
780,21,5
781,1,8
783,3,6
784,22,8
785,7,9
786,29,9
787,11,9
788,13,7
789,2,7
791,9,6
792,13,8
793,11,10
794,1,10
795,17,6
796,22,5
797,12,7
798,15,8
799,12,7
800,12,8
801,6,10
802,15,8
803,23,8
804,8,9
805,22,8
806,26,6
807,16,8
808,26,10
809,6,8
810,5,7
811,24,9
812,1,10
813,8,5
814,29,7
815,14,8
816,10,9
817,19,10
818,27,5
819,6,7
820,14,10
821,23,6
822,19,5
823,13,6
824,25,9
826,16,10
827,5,6
828,19,8
829,17,5
830,7,8
831,10,5
832,23,8
833,16,10
836,24,7
837,29,9
838,22,9
840,29,10
841,0,7
842,26,6
843,27,6
844,15,7
845,6,10
846,7,9
847,10,10
848,10,10
849,26,9
850,14,7
853,27,5
854,5,8
855,4,6
857,7,5
858,14,9
859,4,10
860,13,5
861,6,7
863,7,8
864,23,6
866,5,10
868,6,6
869,17,10
870,8,5
871,29,10
872,29,8
873,7,8
874,14,9
877,22,7
878,0,7
879,15,8
880,14,8
881,4,9
882,19,8
883,14,6
884,0,5
885,15,6
886,13,9
887,15,9
888,24,9
889,27,8
890,0,5
891,0,10
892,26,6
894,19,9
895,27,7
896,14,9
897,13,10
898,23,8
899,14,7
