pid,did,pro_time
624,3,10
624,14,6
709,22,7
709,2,8
733,16,5
733,18,9
417,22,7
417,23,8
736,4,5
736,10,10
305,15,5
305,10,6
705,19,8
705,16,8
418,17,10
418,5,7
414,19,6
414,22,5
452,13,10
452,6,6
613,13,8
613,24,8
14,3,5
14,1,8
172,7,6
172,8,9
1,14,8
2,14,10
3,18,6
4,22,7
5,19,9
6,22,10
7,1,5
8,18,10
9,4,6
10,5,6
11,10,5
12,19,8
13,8,5
15,16,6
16,3,10
17,20,7
18,0,6
19,16,7
20,19,8
22,19,6
23,17,5
24,16,7
25,2,7
26,12,8
27,20,5
28,10,10
29,22,9
30,10,9
31,9,7
32,14,5
33,24,8
34,17,7
36,15,10
37,7,7
38,23,6
39,14,8
40,15,10
41,5,10
43,6,8
44,19,9
45,16,7
46,3,7
47,5,5
48,3,5
49,16,6
50,15,8
51,7,10
52,7,8
53,1,9
54,23,5
55,6,9
56,16,9
57,7,9
58,18,5
59,8,8
60,14,7
61,8,10
62,14,7
64,21,9
65,11,10
66,1,7
67,14,9
68,21,9
69,19,10
70,3,7
71,23,9
72,16,8
74,22,5
75,1,9
77,10,8
78,24,7
79,0,6
80,13,10
82,8,6
83,15,8
84,3,8
85,2,5
86,2,9
87,7,7
88,21,9
89,21,8
90,1,5
91,6,6
92,20,9
93,12,6
94,12,8
95,12,10
96,7,5
97,10,8
98,0,5
101,16,7
102,1,8
103,24,10
104,9,10
106,8,10
107,18,6
108,10,10
109,12,7
110,7,6
111,11,9
112,2,8
113,18,10
114,7,5
115,23,10
116,9,9
117,4,8
118,6,10
119,11,6
120,22,6
121,10,10
122,17,8
123,5,5
124,12,6
125,8,7
126,20,5
128,8,6
129,19,6
130,23,5
131,14,8
132,7,9
133,15,5
134,0,10
135,21,5
136,12,7
137,2,9
138,13,8
139,23,5
140,18,9
141,10,8
142,1,5
143,3,7
144,24,9
145,12,10
146,24,10
147,5,9
148,18,8
149,10,5
150,22,9
151,6,5
153,20,10
155,19,8
156,9,5
157,23,5
158,11,7
159,0,9
160,21,8
161,13,5
162,10,10
163,17,8
164,13,9
165,21,6
166,3,10
167,6,5
168,3,10
169,14,8
170,18,5
171,6,5
173,8,7
174,12,8
175,4,7
176,2,10
177,15,7
178,17,8
179,8,10
180,9,7
181,5,5
182,24,6
183,11,6
184,12,6
185,15,10
186,4,6
187,23,7
188,20,5
189,13,7
190,2,5
191,20,9
192,9,8
193,17,5
194,19,8
195,2,10
196,5,7
197,10,7
198,21,5
199,9,6
200,19,7
201,13,8
202,21,7
203,15,10
204,10,10
205,24,10
206,19,10
207,12,6
208,3,8
210,0,8
211,21,8
212,7,7
213,15,9
214,13,9
216,23,5
217,2,8
218,12,5
219,16,8
220,3,5
221,22,6
222,1,6
224,0,6
225,1,10
226,18,9
227,21,10
228,4,9
229,23,7
230,23,10
231,21,9
232,6,10
233,9,7
234,15,8
235,10,6
236,12,9
237,23,7
239,21,10
240,22,10
241,14,10
242,20,8
243,24,7
244,11,8
245,2,6
246,11,6
247,22,10
249,7,10
251,18,10
252,0,9
254,2,8
255,2,5
256,3,6
257,2,6
258,24,7
259,6,9
260,23,6
261,24,9
263,9,7
264,7,8
265,23,5
267,14,5
269,17,6
270,7,10
271,18,8
272,22,9
274,14,9
275,7,10
276,3,9
277,9,7
278,21,10
279,23,6
281,21,5
282,17,9
283,19,5
284,23,10
285,19,5
286,4,5
287,0,7
288,14,10
289,16,7
290,22,7
291,12,8
292,13,6
293,8,6
294,12,10
295,7,5
296,18,9
297,24,5
299,0,8
300,8,7
301,19,7
302,16,6
303,19,6
304,0,8
306,11,5
307,3,8
308,13,8
309,5,7
310,12,5
311,17,8
312,9,6
313,12,6
314,18,7
315,20,8
317,21,6
318,11,7
319,8,5
320,4,8
321,0,9
322,24,6
323,15,5
324,14,9
325,16,9
326,3,6
327,2,9
328,10,7
329,14,5
330,24,9
331,12,5
334,5,9
335,3,8
336,1,8
337,18,8
338,10,5
339,8,6
340,18,8
341,23,9
342,3,6
343,5,6
344,14,6
345,12,7
346,17,8
347,20,10
348,11,10
349,3,6
350,13,5
351,17,9
352,21,6
353,14,7
354,24,7
355,7,7
356,22,9
357,20,9
358,1,6
359,23,7
360,12,7
361,1,6
362,3,8
364,11,8
366,13,9
367,24,6
368,10,10
369,17,7
370,18,9
371,4,10
372,3,10
373,3,5
374,4,9
375,24,9
376,1,9
377,17,5
378,23,6
379,1,5
380,12,9
381,20,9
382,9,7
383,9,5
384,22,5
385,21,7
386,18,7
388,1,7
389,2,10
390,19,10
391,6,7
392,5,7
393,5,5
394,9,9
395,23,6
396,23,7
397,10,7
398,16,6
399,18,10
400,10,5
401,2,5
403,21,10
404,16,6
405,8,8
406,13,7
407,0,8
408,16,7
409,12,9
410,7,8
411,7,6
413,11,9
415,8,5
416,13,8
419,19,6
420,21,9
421,13,5
422,8,6
423,11,6
424,2,8
425,6,9
426,1,8
427,7,8
428,14,7
429,17,5
430,17,7
431,1,7
432,10,6
433,12,7
434,24,5
435,19,9
436,2,8
437,4,5
439,2,5
440,11,10
441,14,8
442,10,9
443,5,7
444,1,6
445,20,8
446,15,6
447,11,9
448,19,5
449,24,6
450,7,6
451,2,8
453,14,8
455,10,6
456,17,7
457,17,8
458,12,6
459,3,5
460,7,7
462,22,10
463,4,7
464,9,9
465,18,6
466,21,10
467,14,6
468,5,10
469,11,6
470,24,10
471,15,5
472,13,8
473,24,8
474,6,8
475,21,5
477,9,5
478,12,10
479,3,8
480,16,5
481,20,6
482,11,10
483,3,5
484,3,10
485,13,9
486,20,9
487,16,8
488,18,10
489,8,6
490,7,5
491,24,9
492,16,9
493,3,8
494,21,10
495,11,10
496,24,5
497,10,6
498,19,8
499,3,6
500,4,9
501,5,5
502,10,5
503,11,7
504,24,8
505,1,8
506,5,6
507,11,9
508,19,7
510,11,6
511,2,9
512,20,9
513,15,7
514,10,10
515,13,5
516,23,6
517,23,9
518,5,8
519,15,7
520,5,7
521,7,8
522,24,9
523,20,7
524,16,8
525,16,8
526,22,5
527,0,7
528,3,6
529,24,9
531,13,6
532,8,6
533,6,10
534,10,10
535,3,6
536,21,9
539,2,7
540,1,7
541,19,8
542,19,10
543,10,8
544,9,9
545,22,6
546,3,6
547,10,10
548,11,5
549,17,7
550,13,10
551,1,7
552,20,9
553,18,7
555,4,8
556,12,6
559,22,6
561,20,7
562,15,7
563,6,10
564,0,8
565,24,6
566,16,7
568,5,5
569,16,10
570,16,8
571,11,9
572,7,7
573,11,6
574,7,5
575,18,8
576,11,10
577,7,8
578,18,10
579,6,5
580,8,8
581,24,5
582,2,8
583,22,6
584,11,6
585,15,8
586,22,8
587,21,7
588,15,5
589,2,8
590,19,7
592,5,7
593,10,5
594,11,8
595,12,5
596,5,10
597,1,6
598,21,6
599,7,9
600,19,5
601,16,9
602,8,10
603,1,7
604,5,10
605,11,5
606,23,8
607,6,6
608,21,6
609,20,5
610,8,8
611,13,10
612,20,10
614,0,7
615,16,9
616,19,10
617,4,9
618,7,9
619,11,8
620,15,7
621,0,10
622,16,6
623,15,5
625,18,9
626,1,7
627,11,9
628,16,10
629,23,7
630,0,6
631,0,7
632,2,7
634,15,8
635,1,10
637,22,6
638,23,9
639,18,10
640,24,8
641,8,5
642,12,5
643,23,8
644,11,6
646,15,9
647,21,6
648,22,6
649,0,8
650,8,10
651,6,9
652,18,8
653,12,9
654,9,7
655,5,10
656,5,6
657,16,9
658,13,7
659,17,9
661,6,9
662,15,10
663,8,6
664,13,9
665,15,5
666,13,10
667,8,5
668,1,9
669,4,7
670,15,10
671,13,9
672,9,6
674,2,5
675,9,6
676,21,8
677,21,8
678,5,7
679,4,6
680,20,5
681,2,7
682,24,8
683,13,9
684,9,6
685,4,6
686,2,10
687,9,8
688,5,10
689,6,9
690,12,9
692,24,10
694,15,6
696,6,7
697,0,5
698,1,5
699,20,9
700,20,6
701,18,8
702,23,8
703,21,7
706,0,10
707,1,10
708,20,6
710,7,7
711,22,6
712,1,7
713,22,5
714,22,10
716,20,10
717,4,7
718,12,5
719,4,9
720,0,9
721,18,9
723,9,7
724,9,7
725,7,9
726,4,9
727,4,8
728,20,10
729,4,7
730,20,8
731,2,8
732,4,9
734,22,10
735,20,10
737,21,8
738,0,5
739,6,5
740,6,5
741,17,8
742,20,6
745,17,7
746,4,6
747,0,5
748,4,5
749,9,10
