pid,did,pro_time
244,4,6
245,26,6
246,28,6
247,26,10
248,3,9
249,28,10
250,20,7
252,20,10
253,12,8
255,13,6
256,17,8
257,27,8
258,18,7
259,3,9
260,19,7
261,14,8
262,5,8
263,20,5
264,27,8
265,23,8
266,1,10
267,18,10
268,12,10
269,17,5
270,25,8
271,20,7
272,5,8
274,29,5
275,19,7
276,7,5
277,23,6
279,16,10
280,6,5
281,18,7
282,7,5
283,29,7
285,26,6
286,28,7
287,3,6
288,6,7
289,7,9
291,28,10
292,6,6
293,3,6
294,24,8
295,1,5
298,26,10
299,25,9
300,6,6
301,29,10
302,22,6
303,17,9
304,12,10
305,21,10
306,4,7
307,3,6
308,29,7
309,6,8
311,7,10
312,17,5
313,6,9
314,23,10
315,21,6
316,10,7
317,24,8
318,13,7
319,21,6
320,21,8
321,18,10
322,29,9
323,17,7
324,28,9
325,16,8
326,7,8
327,2,9
328,0,10
329,24,7
330,3,7
331,4,8
332,26,9
333,21,9
334,20,8
336,29,10
337,14,9
338,2,7
339,3,8
341,18,7
342,10,7
344,19,7
345,26,7
346,29,8
347,1,9
348,25,8
349,21,6
350,28,7
351,28,9
352,27,8
353,15,5
354,4,6
355,4,9
356,25,9
357,29,7
358,0,6
359,19,9
360,13,9
361,1,8
362,28,7
363,4,7
364,10,9
365,27,6
366,13,7
367,4,7
368,15,9
369,0,7
370,4,6
371,27,9
372,3,6
373,7,5
374,9,5
376,26,8
377,18,8
378,11,5
379,1,9
380,21,10
381,7,6
383,16,10
384,23,9
385,2,7
387,21,6
388,1,10
391,7,6
392,18,5
394,20,8
396,8,6
397,22,8
398,15,6
399,10,7
400,10,5
401,3,9
402,12,5
403,3,6
404,26,8
405,10,7
406,15,10
407,0,10
408,15,5
409,10,7
410,20,7
411,21,5
412,21,8
413,8,10
414,23,9
415,27,5
416,13,8
417,16,6
418,1,7
419,22,6
420,9,9
422,8,10
423,21,5
424,20,5
425,6,9
426,1,10
427,25,8
428,13,7
429,9,9
430,18,8
431,16,7
432,9,7
433,24,9
434,23,5
435,6,9
437,4,5
438,12,5
439,9,7
440,20,5
441,5,6
442,25,9
443,3,5
444,1,10
445,10,10
446,28,7
447,24,5
448,12,5
449,26,9
451,2,6
452,9,7
453,14,10
454,28,10
456,17,10
457,25,6
459,3,6
460,15,7
461,27,10
463,6,9
464,9,5
465,23,10
466,26,10
467,9,8
468,29,10
469,5,8
470,2,5
471,9,5
472,12,6
473,17,7
475,8,5
476,0,8
477,14,10
478,24,6
479,5,9
480,4,10
481,0,6
482,15,5
483,28,8
484,11,8
485,23,9
486,18,7
487,24,5
488,12,10
489,1,7
490,13,5
492,17,9
494,16,8
495,23,7
496,27,7
497,13,7
498,12,7
499,16,7
500,16,8
501,17,8
502,26,5
503,21,7
504,17,10
505,1,5
506,5,5
507,18,6
508,6,9
509,9,7
510,20,9
511,9,10
512,5,5
513,5,6
516,21,8
517,15,5
518,5,7
519,20,7
520,16,9
521,28,7
522,13,7
523,27,7
524,5,10
525,20,5
526,26,8
527,24,5
528,3,8
529,11,6
530,25,8
531,16,5
532,11,8
533,6,5
534,24,10
535,13,9
536,7,10
537,24,5
538,27,8
540,26,6
541,10,10
542,4,9
543,22,8
546,26,7
547,13,5
548,15,9
550,7,9
551,6,5
552,13,10
553,20,5
554,22,9
555,2,6
556,4,10
557,14,10
558,27,9
560,28,7
561,12,10
562,2,10
563,13,7
564,10,8
566,23,5
567,0,9
568,9,9
569,19,6
570,25,9
571,14,9
572,6,7
573,10,6
574,13,7
575,3,6
576,14,7
577,2,5
578,26,5
579,20,5
580,25,8
581,28,8
582,10,8
584,3,8
585,10,5
586,2,10
587,19,10
588,9,10
589,4,8
590,20,6
591,17,6
592,13,8
593,3,8
595,2,8
596,24,8
597,16,8
598,13,6
600,14,5
601,23,8
602,3,6
603,19,9
604,28,7
605,7,8
606,16,6
607,27,10
608,4,6
609,4,7
610,24,9
611,21,5
612,11,5
613,3,6
614,18,7
615,23,9
616,4,9
618,4,9
619,1,9
620,1,5
621,10,6
622,6,6
623,15,8
624,6,6
626,27,5
627,10,7
628,26,9
629,7,9
630,29,9
631,0,8
632,0,6
633,28,8
634,23,9
635,0,5
636,3,5
637,10,6
638,9,5
639,16,10
640,8,9
641,3,10
642,11,8
643,18,5
644,17,7
645,20,6
646,6,9
647,12,10
648,16,6
649,18,9
650,8,10
651,18,10
652,29,9
653,1,5
654,11,9
655,10,5
656,28,9
657,20,10
658,28,7
659,24,10
660,15,8
661,9,8
662,1,6
664,29,6
665,18,6
666,21,6
667,1,6
668,15,6
669,1,10
670,24,5
671,6,6
672,20,9
673,22,7
674,24,10
675,0,5
676,12,9
677,16,7
678,12,5
679,15,8
680,29,7
681,8,8
682,0,9
683,9,10
684,19,6
685,1,10
686,21,8
687,4,6
688,22,9
689,4,6
690,25,7
691,7,6
692,12,10
693,15,10
694,28,6
695,19,7
696,24,8
697,4,7
699,25,6
700,15,7
701,1,5
702,5,9
703,10,8
704,29,8
705,7,7
706,11,10
707,17,10
708,3,9
709,0,10
710,16,9
711,18,5
712,16,10
713,1,10
714,1,9
715,2,8
716,27,10
717,22,7
718,4,6
719,24,10
720,12,9
721,12,6
722,28,8
723,24,5
724,15,8
726,10,9
727,7,5
728,15,10
730,7,7
731,21,7
732,6,7
733,2,6
734,27,10
735,7,9
736,4,6
737,10,6
738,8,8
739,7,6
741,11,5
742,27,5
743,16,5
746,6,9
747,22,10
748,13,8
749,4,6
750,11,6
751,12,7
752,10,5
753,23,6
755,16,8
756,25,5
757,1,5
758,11,6
759,19,8
760,25,6
761,25,8
762,5,9
763,17,7
764,16,5
765,9,5
766,26,7
767,24,10
768,29,10
769,23,5
770,29,9
771,6,8
772,7,8
773,24,7
776,12,5
777,27,10
778,25,9
779,11,10
780,22,10
781,1,5
782,16,5
783,23,10
784,22,6
785,7,9
786,29,10
787,11,8
788,13,9
789,3,8
790,11,10
791,9,8
793,9,8
794,3,7
795,26,6
797,2,8
798,27,7
799,12,9
800,12,9
801,22,9
802,12,8
804,19,7
805,9,10
806,19,8
807,15,6
808,0,7
809,7,5
810,23,8
811,24,5
813,8,7
814,23,9
815,19,10
816,14,9
817,13,10
818,23,9
819,13,10
821,29,7
822,19,8
823,16,5
824,24,6
825,15,9
826,13,7
827,13,9
828,29,9
829,16,7
830,6,9
831,9,7
832,27,8
833,13,10
834,25,6
835,4,10
836,0,6
837,26,8
839,11,6
840,10,6
841,23,5
843,8,8
844,22,9
846,14,6
847,14,8
848,9,9
849,23,7
851,29,6
852,19,8
853,10,6
854,5,10
855,26,10
857,6,6
858,11,5
859,2,9
861,10,8
862,10,5
863,11,10
865,23,9
866,5,6
867,9,6
868,29,6
870,29,10
871,26,6
872,6,7
873,6,9
874,26,8
875,26,6
876,11,7
877,14,6
878,0,10
879,12,8
880,14,8
881,2,10
882,11,5
883,6,6
884,14,10
885,10,5
886,6,8
887,29,5
888,8,9
889,14,5
891,0,9
892,17,10
893,12,9
894,14,7
895,19,10
896,8,7
897,17,6
898,29,5
899,5,8
