pid,did,pro_time
181,0,8
183,8,5
184,5,5
185,4,6
186,2,7
187,8,8
188,12,9
189,4,8
191,9,6
192,3,5
193,3,7
194,14,5
195,10,7
196,6,10
197,14,10
198,1,10
199,1,6
200,8,9
201,6,7
202,14,9
203,13,5
205,5,7
206,3,7
207,7,7
208,12,6
209,3,9
210,11,5
211,9,9
212,12,8
213,10,5
214,12,7
215,9,6
216,13,5
217,4,6
218,14,9
219,5,6
220,9,6
221,10,10
222,1,9
223,11,8
224,9,8
225,14,9
226,2,8
227,5,6
228,14,8
229,4,7
230,12,8
231,5,9
232,12,10
233,9,9
235,0,8
236,14,5
238,14,5
239,7,10
240,1,6
241,5,9
242,12,9
244,13,10
245,9,10
246,6,9
247,5,6
248,2,8
249,10,8
250,11,7
251,10,5
252,0,8
253,8,5
254,0,9
255,11,6
256,8,6
257,10,7
258,14,6
259,10,10
261,5,5
262,11,9
263,10,5
264,11,9
266,5,8
267,7,7
268,3,6
269,0,6
270,9,10
271,11,10
274,10,6
277,0,5
278,3,7
279,13,9
281,10,5
282,4,5
283,3,9
284,6,6
286,10,6
287,0,10
288,0,7
289,6,7
290,10,5
291,8,9
292,7,8
294,12,7
295,5,8
296,8,10
297,2,10
298,4,8
299,11,7
300,4,6
301,1,6
302,0,9
303,10,9
304,9,8
305,0,9
306,3,7
308,4,6
309,10,8
310,2,8
311,14,7
312,13,10
313,1,10
314,1,5
315,5,5
316,10,9
317,12,10
318,8,8
319,7,6
320,6,7
321,5,9
322,14,7
323,14,5
324,13,9
325,0,7
326,4,6
327,12,10
328,0,8
329,13,6
330,6,8
331,6,8
332,14,9
333,1,9
334,0,5
335,13,9
336,5,6
337,7,8
338,6,10
339,3,10
340,13,10
341,10,6
342,10,9
343,0,9
344,3,6
345,6,10
346,6,7
347,5,7
348,9,9
349,4,7
350,3,6
351,12,8
352,14,8
354,9,9
355,0,8
357,7,8
359,8,8
360,9,8
361,12,5
362,5,6
363,13,6
364,2,5
365,6,10
366,1,5
367,1,9
369,1,6
370,7,10
372,9,9
373,7,8
374,13,9
375,4,8
376,8,9
377,6,5
378,3,6
380,1,8
382,3,6
383,1,8
384,11,8
385,13,9
386,14,5
387,4,5
388,13,7
389,7,5
390,0,6
391,13,8
392,0,9
393,3,6
394,9,5
395,14,10
396,2,10
397,6,6
398,12,9
399,2,10
400,11,7
401,4,5
402,9,10
403,8,6
404,0,9
405,13,6
406,12,8
407,11,5
408,4,6
409,2,9
410,14,8
411,1,8
412,0,7
413,5,8
415,9,9
416,12,6
417,0,5
418,5,7
419,9,9
420,5,9
422,6,7
423,1,5
424,1,10
425,1,5
426,1,7
427,5,6
428,6,5
429,6,5
431,0,9
432,2,5
433,4,6
434,5,8
435,5,5
437,6,9
438,2,10
439,6,9
440,0,8
441,5,8
442,11,10
443,11,9
445,11,5
446,1,9
447,6,7
448,4,7
449,6,10
